市区町村コード,市区町村名,総人口,総65歳以上人口,居住125mメッシュ数,高齢者密度_人per_km2,道路距離対象_65歳以上人口,道路距離対象_総人口,圏外65歳以上人口_変種D,圏外率_変種D,圏外総人口_変種D,圏外率_変種D_総人口,圏外65歳以上人口_変種A,圏外率_変種A,圏外総人口_変種A,圏外率_変種A_総人口,圏外65歳以上人口_supermarketのみ,圏外65歳以上人口_変種C125,圏外率_変種C125,農水省_困難人口割合,農水省_困難人口,比_農水省÷変種D,比_農水省÷変種A,比_農水省÷変種C125
04406,利府町,35354,8624,688,802.0,8624,35352,5721,0.6634,22016,0.6228,6104,0.7078,24054,0.6804,7336,4052,0.4699,0.21,1816.0,0.317,0.297,0.447
01639,更別村,3080,977,303,206.0,977,3080,648,0.6633,2180,0.7078,665,0.6807,2264,0.7351,866,579,0.5926,0.2421,235.0,0.365,0.356,0.409
01465,剣淵町,2926,1199,399,192.0,1199,2926,795,0.6631,1834,0.6268,999,0.8332,2353,0.8042,1078,566,0.4721,0.3441,412.0,0.519,0.413,0.729
40228,朝倉市,50294,17505,2448,458.0,17505,50294,11602,0.6628,31465,0.6256,12253,0.7,32643,0.649,15414,8617,0.4923,0.2928,5130.0,0.442,0.418,0.595
45383,綾町,6920,2542,459,354.0,2542,6920,1684,0.6625,4248,0.6139,1829,0.7195,4692,0.678,2109,1509,0.5936,0.2266,579.0,0.342,0.315,0.382
30428,串本町,14850,6881,862,511.0,6870,14833,4551,0.6624,9774,0.6589,4612,0.6703,9930,0.6687,5922,4115,0.598,0.4796,3324.0,0.724,0.716,0.802
19204,都留市,30950,8765,1079,520.0,8765,30950,5804,0.6622,19606,0.6335,6150,0.7017,22130,0.715,7761,4242,0.484,0.3619,3174.0,0.546,0.516,0.748
17361,津幡町,36766,9006,998,578.0,9006,36766,5957,0.6614,22631,0.6155,6245,0.6934,23502,0.6392,8268,4914,0.5456,0.1557,1407.0,0.235,0.224,0.285
01586,むかわ町,7651,3110,846,235.0,3110,7651,2054,0.6605,4784,0.6253,2465,0.7926,5874,0.7677,2811,1730,0.5563,0.2758,861.0,0.418,0.348,0.496
37206,さぬき市,46835,17336,2789,398.0,17329,46830,11441,0.6602,30105,0.6429,12757,0.7359,33662,0.7187,15311,9833,0.5672,0.2545,4420.0,0.385,0.346,0.449
07301,桑折町,11517,4358,586,476.0,4358,11517,2875,0.6597,7506,0.6517,3032,0.6957,7920,0.6877,3955,2132,0.4892,0.198,861.0,0.3,0.285,0.405
12421,一宮町,11784,3860,650,380.0,3860,11784,2546,0.6596,7919,0.672,2986,0.7736,9343,0.7929,3544,1921,0.4977,0.3002,1168.0,0.455,0.388,0.603
01547,小清水町,4623,1765,466,242.0,1765,4623,1164,0.6595,3057,0.6613,1323,0.7496,3442,0.7445,1552,1026,0.5813,0.2336,414.0,0.354,0.312,0.402
26205,宮津市,16551,7180,766,600.0,7159,16513,4721,0.6594,10285,0.6228,5162,0.7189,11323,0.6841,5956,3707,0.5163,0.3634,2633.0,0.551,0.505,0.704
23445,南知多町,16439,6377,556,734.0,6321,16307,4167,0.6592,10720,0.6574,4940,0.7747,12429,0.7561,6175,3246,0.509,0.3104,2002.0,0.471,0.401,0.61
02361,藤崎町,14483,4766,631,483.0,4766,14483,3140,0.6588,9434,0.6514,3774,0.7919,11502,0.7942,4414,2089,0.4383,0.3751,1799.0,0.569,0.474,0.856
01457,上川町,3500,1547,270,367.0,1547,3500,1019,0.6587,2174,0.6211,1138,0.7356,2517,0.7191,1245,778,0.5029,0.2958,459.0,0.449,0.402,0.588
03205,花巻市,93207,32251,7355,281.0,32251,93207,21234,0.6584,56596,0.6072,23740,0.7361,65296,0.7005,27859,17383,0.539,0.1974,6361.0,0.3,0.268,0.366
20217,佐久市,98242,30208,4304,449.0,30208,98242,19880,0.6581,61349,0.6245,22839,0.7561,70871,0.7214,26634,15381,0.5092,0.2291,6912.0,0.348,0.303,0.45
20210,駒ヶ根市,32208,9953,1734,367.0,9953,32208,6549,0.658,20574,0.6388,7680,0.7716,23758,0.7376,9018,4794,0.4817,0.2029,2013.0,0.308,0.263,0.421
03202,宮古市,50369,19010,2615,465.0,19003,50350,12499,0.6577,32437,0.6442,13129,0.6906,33638,0.6678,16406,10228,0.538,0.3188,6070.0,0.485,0.462,0.593
36202,鳴門市,54470,19000,1977,615.0,18945,54230,12457,0.6575,34293,0.6324,13219,0.6957,36554,0.6711,15865,9538,0.502,0.2988,5714.0,0.454,0.429,0.595
01647,足寄町,6566,2603,580,287.0,2603,6566,1710,0.6569,4122,0.6278,1883,0.7234,4684,0.7134,2188,1202,0.4618,0.2873,752.0,0.437,0.397,0.622
03215,奥州市,112936,39989,9409,272.0,39989,112936,26259,0.6567,67601,0.5986,28403,0.7103,74095,0.6561,35983,21804,0.5452,0.2069,8275.0,0.315,0.291,0.379
28205,洲本市,41178,15087,2547,379.0,15080,41153,9899,0.6564,26845,0.6523,11036,0.7315,29455,0.7153,12863,7759,0.5143,0.4248,6444.0,0.647,0.581,0.826
15212,村上市,57218,22540,2541,568.0,22488,57133,14758,0.6563,35375,0.6192,16064,0.7127,38146,0.6667,19313,12599,0.559,0.2277,5149.0,0.347,0.319,0.407
01694,羅臼町,4503,1419,295,308.0,1419,4490,931,0.6561,2954,0.6579,1224,0.8626,3877,0.861,1388,1003,0.7068,0.2776,412.0,0.423,0.322,0.393
18322,永平寺町,18921,5624,723,498.0,5624,18921,3690,0.6561,11786,0.6229,4246,0.755,14468,0.7647,4751,3368,0.5989,0.4179,2357.0,0.637,0.553,0.698
43211,宇土市,35936,10833,1291,537.0,10833,35929,7107,0.6561,23205,0.6459,7337,0.6773,23917,0.6655,9990,5197,0.4797,0.276,3004.0,0.421,0.407,0.575
16205,氷見市,43755,17333,2428,457.0,17333,43751,11368,0.6559,28365,0.6483,11896,0.6863,29594,0.6764,14179,9209,0.5313,0.2124,3694.0,0.324,0.309,0.4
25203,長浜市,113640,32353,3715,557.0,32353,113640,21221,0.6559,67238,0.5917,23587,0.7291,77373,0.6809,28307,18268,0.5646,0.3068,9925.0,0.468,0.421,0.543
21204,多治見市,106608,33320,2263,942.0,33320,106608,21836,0.6553,66791,0.6265,21805,0.6544,66294,0.6218,28345,14443,0.4335,0.2829,9428.0,0.432,0.432,0.653
04205,気仙沼市,61060,23398,3883,386.0,23398,61058,15327,0.6551,38507,0.6307,15435,0.6597,39139,0.641,20672,11892,0.5082,0.2876,6741.0,0.439,0.436,0.566
07209,相馬市,34857,10790,2050,337.0,10790,34857,7068,0.6551,21628,0.6205,8046,0.7457,25047,0.7186,9629,5589,0.518,0.2348,2533.0,0.358,0.315,0.453
34204,三原市,90485,32173,4426,465.0,32119,90318,21027,0.6547,52920,0.5859,23109,0.7183,59649,0.6592,26358,17723,0.5509,0.2965,9541.0,0.453,0.413,0.538
26201,福知山市,77303,22944,3501,419.0,22944,77303,15014,0.6544,44830,0.5799,15936,0.6946,47881,0.6194,19242,11839,0.516,0.3174,7292.0,0.485,0.457,0.615
45204,日南市,50737,19556,2547,491.0,19552,50709,12786,0.6539,30997,0.6113,14396,0.7361,35319,0.6961,17315,10899,0.5573,0.2943,5769.0,0.45,0.4,0.528
10382,下仁田町,6576,3336,606,352.0,3336,6576,2181,0.6538,4301,0.654,2651,0.7947,5183,0.7882,3028,1904,0.5707,0.1895,633.0,0.29,0.238,0.332
23231,田原市,59354,16707,2526,423.0,16707,59336,10919,0.6536,36285,0.6115,12649,0.7571,42470,0.7155,15187,9266,0.5546,0.2694,4498.0,0.412,0.356,0.486
29207,五條市,27865,10388,1776,374.0,10388,27865,6790,0.6536,17820,0.6395,6940,0.6681,18623,0.6683,8587,5420,0.5218,0.2507,2597.0,0.384,0.375,0.48
35210,光市,49627,17773,1793,634.0,17772,49613,11614,0.6535,30429,0.6133,12794,0.7199,33661,0.6783,16236,8666,0.4876,0.2223,3965.0,0.34,0.309,0.456
08227,筑西市,100646,31888,5056,404.0,31888,100646,20832,0.6533,62741,0.6234,22996,0.7211,71564,0.711,28842,17094,0.5361,0.2159,6909.0,0.33,0.299,0.403
39204,南国市,46686,14857,2067,460.0,14857,46686,9706,0.6533,27437,0.5877,10678,0.7187,31306,0.6706,13803,7677,0.5167,0.2081,3091.0,0.319,0.29,0.403
05210,由利本荘市,74702,27786,4345,409.0,27786,74698,18137,0.6527,44822,0.6,20053,0.7217,49797,0.6666,24270,14455,0.5202,0.3162,8785.0,0.484,0.438,0.608
01552,佐呂間町,4875,1921,562,219.0,1921,4875,1252,0.6517,3354,0.688,1670,0.8693,4227,0.8671,1846,1368,0.7121,0.3212,618.0,0.493,0.369,0.451
01602,平取町,4770,1657,593,179.0,1657,4770,1079,0.6512,3255,0.6824,1323,0.7984,3912,0.8201,1422,1025,0.6186,0.3071,516.0,0.472,0.385,0.496
01607,浦河町,12017,4080,896,291.0,4065,12001,2647,0.6512,7437,0.6197,3104,0.7608,8685,0.7227,3809,2106,0.5162,0.3375,1383.0,0.518,0.444,0.654
40220,宗像市,96936,28248,2241,807.0,28248,96936,18389,0.651,59454,0.6133,21417,0.7582,69642,0.7184,23789,13734,0.4862,0.3466,9801.0,0.532,0.457,0.713
12239,大網白里市,48070,15743,1952,516.0,15743,48070,10245,0.6508,28851,0.6002,11690,0.7426,33426,0.6954,13639,8589,0.5456,0.2639,4162.0,0.406,0.355,0.484
06324,大江町,7632,3035,467,416.0,3035,7632,1975,0.6507,4959,0.6498,2302,0.7585,5721,0.7496,3035,1816,0.5984,0.225,683.0,0.346,0.297,0.376
01459,美瑛町,9665,3763,784,307.0,3763,9665,2448,0.6505,6311,0.653,2877,0.7645,7535,0.7796,2992,2114,0.5618,0.2851,1069.0,0.438,0.373,0.507
30422,太地町,2777,1253,127,631.0,1253,2771,815,0.6504,1960,0.7073,1161,0.9266,2600,0.9363,1195,876,0.6991,0.4981,623.0,0.766,0.538,0.712
11348,鳩山町,13659,6260,535,749.0,6260,13659,4071,0.6503,8506,0.6227,5315,0.849,11197,0.8198,5619,3974,0.6348,0.2604,1621.0,0.4,0.307,0.41
40207,柳川市,64379,21560,2399,575.0,21560,64379,14017,0.6501,41805,0.6494,14895,0.6909,43388,0.6739,18574,10724,0.4974,0.2875,6203.0,0.442,0.416,0.578
43213,宇城市,57249,19992,2922,438.0,19864,56987,12907,0.6498,34443,0.6044,14904,0.7455,40133,0.701,17615,10521,0.5263,0.285,5677.0,0.439,0.382,0.542
05203,横手市,85524,33397,4990,428.0,33397,85524,21695,0.6496,53391,0.6243,24526,0.7344,60791,0.7108,31128,20272,0.607,0.335,11188.0,0.516,0.456,0.552
01433,妹背牛町,2689,1274,262,311.0,1274,2689,827,0.6491,1826,0.6791,976,0.7661,2067,0.7687,1127,809,0.635,0.3838,487.0,0.591,0.501,0.604
29208,御所市,24377,10170,1096,594.0,10170,24377,6600,0.649,15332,0.629,7032,0.6914,16467,0.6755,8508,4303,0.4231,0.3272,3305.0,0.504,0.473,0.773
20388,宮田村,8577,2529,441,367.0,2529,8577,1641,0.6489,5716,0.6664,1914,0.7568,6417,0.7482,2277,904,0.3575,0.1567,398.0,0.241,0.207,0.438
08214,高萩市,27714,9916,1040,610.0,9916,27714,6431,0.6485,17481,0.6308,7122,0.7182,19726,0.7118,8894,4345,0.4382,0.2918,2889.0,0.45,0.406,0.666
31325,若桜町,2863,1393,205,435.0,1393,2863,903,0.6482,1952,0.6818,954,0.6849,2012,0.7028,954,844,0.6059,0.2863,399.0,0.442,0.418,0.472
20563,野沢温泉村,3279,1256,152,529.0,1256,3279,814,0.6481,1999,0.6096,1006,0.801,2539,0.7743,1256,843,0.6712,0.2874,361.0,0.443,0.359,0.428
39302,奈半利町,3001,1404,173,519.0,1399,2984,906,0.6476,1793,0.6009,1238,0.8818,2541,0.8467,1397,868,0.6182,0.3658,519.0,0.565,0.415,0.592
01578,白老町,16202,7438,926,514.0,7438,16202,4806,0.6461,9898,0.6109,5645,0.7589,12219,0.7542,6771,4065,0.5465,0.361,2682.0,0.559,0.476,0.661
01454,当麻町,6317,2669,678,252.0,2669,6317,1724,0.6459,3848,0.6091,1880,0.7044,4433,0.7018,1974,1357,0.5084,0.2834,754.0,0.439,0.402,0.557
25213,東近江市,112754,30175,3194,605.0,30175,112754,19486,0.6458,66587,0.5906,21366,0.7081,74773,0.6632,27005,16176,0.5361,0.3229,9754.0,0.5,0.456,0.602
30391,みなべ町,11816,3932,711,354.0,3920,11787,2531,0.6457,7662,0.65,2840,0.7223,8478,0.7175,3134,2414,0.6139,0.3082,1211.0,0.477,0.427,0.502
40642,吉富町,6486,2094,222,604.0,2094,6486,1351,0.6452,3895,0.6005,1529,0.7302,4610,0.7108,1794,1017,0.4857,0.3162,669.0,0.49,0.433,0.651
47328,中城村,22845,4341,474,586.0,4341,22841,2800,0.645,10825,0.4739,2929,0.6747,11119,0.4867,3781,2017,0.4646,0.2719,1118.0,0.422,0.403,0.585
40383,岡垣町,30988,10295,826,798.0,10295,30988,6635,0.6445,17732,0.5722,7115,0.6911,20020,0.6461,9307,4032,0.3916,0.3494,3601.0,0.542,0.505,0.892
19212,上野原市,22660,8252,1077,490.0,8252,22660,5317,0.6443,13384,0.5906,6081,0.7369,15368,0.6782,6957,4262,0.5165,0.3461,2857.0,0.537,0.47,0.67
06302,中山町,10747,3828,346,708.0,3828,10747,2465,0.6439,6291,0.5854,2604,0.6803,6821,0.6347,3763,2178,0.569,0.1767,678.0,0.274,0.26,0.311
07421,会津坂下町,15044,5520,739,478.0,5520,15044,3554,0.6438,8830,0.5869,3891,0.7049,10191,0.6774,4981,3018,0.5467,0.2024,1118.0,0.314,0.287,0.37
19425,山中湖村,5257,1767,459,246.0,1767,5257,1137,0.6435,3303,0.6283,1333,0.7544,3957,0.7527,1725,1117,0.6321,0.1925,333.0,0.299,0.255,0.305
04206,白石市,32768,11663,2130,350.0,11663,32768,7497,0.6428,19444,0.5934,7893,0.6768,20964,0.6398,10048,5846,0.5012,0.2405,2802.0,0.374,0.355,0.48
01346,八雲町,15748,5509,902,391.0,5496,15732,3530,0.6423,9181,0.5836,4115,0.747,11316,0.7186,5057,2608,0.4734,0.3204,1773.0,0.499,0.429,0.677
19368,富士川町,14258,4942,577,548.0,4942,14258,3174,0.6423,8513,0.5971,3731,0.755,10263,0.7198,4379,2381,0.4818,0.2783,1372.0,0.433,0.369,0.578
35216,山陽小野田市,60216,20438,2193,596.0,20433,60182,13119,0.642,36742,0.6105,14698,0.7192,41876,0.6954,17060,9421,0.461,0.2066,4225.0,0.322,0.287,0.448
24324,東員町,25892,8101,621,835.0,8101,25892,5200,0.6419,15615,0.6031,5725,0.7067,17628,0.6808,7311,4025,0.4969,0.1778,1424.0,0.277,0.252,0.358
14361,中井町,9310,3294,348,606.0,3294,9310,2109,0.6403,5572,0.5985,2513,0.7629,7292,0.7832,3192,1642,0.4985,0.2906,960.0,0.454,0.381,0.583
01218,赤平市,9700,4661,509,586.0,4661,9700,2982,0.6398,6034,0.6221,3642,0.7814,7248,0.7472,4159,2877,0.6172,0.3811,1779.0,0.596,0.488,0.617
24341,菰野町,40397,10516,1456,462.0,10516,40397,6723,0.6393,24407,0.6042,7311,0.6952,27651,0.6845,9517,4966,0.4722,0.208,2211.0,0.325,0.299,0.44
04361,亘理町,33097,10389,1401,475.0,10389,33097,6642,0.6393,19988,0.6039,7749,0.7459,24099,0.7281,9436,4909,0.4725,0.2355,2446.0,0.368,0.316,0.498
09214,さくら市,44470,11715,2312,324.0,11715,44470,7482,0.6387,27784,0.6248,8364,0.714,29798,0.6701,11011,5749,0.4907,0.2781,3263.0,0.435,0.389,0.567
22222,伊豆市,28172,11988,1850,415.0,11988,28172,7654,0.6385,17348,0.6158,8520,0.7107,19387,0.6882,10544,6308,0.5262,0.333,3996.0,0.522,0.469,0.633
41208,小城市,43953,12600,1650,489.0,12600,43953,8045,0.6385,27611,0.6282,8600,0.6825,30551,0.6951,10175,5863,0.4653,0.1888,2379.0,0.296,0.277,0.406
01664,標茶町,7238,2465,770,205.0,2465,7238,1573,0.6381,4632,0.64,1834,0.744,5255,0.726,2128,1471,0.5968,0.2185,541.0,0.342,0.294,0.366
44205,佐伯市,66340,27134,3342,520.0,27085,66249,17255,0.6371,37099,0.56,19119,0.7046,42075,0.6342,22956,14829,0.5465,0.2764,7560.0,0.434,0.392,0.506
46210,指宿市,38953,15409,1803,547.0,15400,38922,9808,0.6369,23326,0.5993,10808,0.7014,25945,0.6661,13562,7605,0.4935,0.3799,5855.0,0.596,0.542,0.77
01215,美唄市,20460,8691,1290,431.0,8691,20460,5531,0.6364,12387,0.6054,6755,0.7772,15597,0.7623,8006,4622,0.5318,0.3789,3275.0,0.595,0.488,0.713
08220,つくば市,241488,45669,7082,413.0,45669,241488,29057,0.6363,115277,0.4774,33327,0.7298,142614,0.5906,41660,21501,0.4708,0.3785,17297.0,0.595,0.519,0.804
04501,涌谷町,15364,5767,1207,306.0,5767,15364,3667,0.6359,9545,0.6213,3897,0.6757,9870,0.6424,5246,2972,0.5153,0.226,1310.0,0.355,0.335,0.439
33208,総社市,69037,19426,2408,516.0,19426,69037,12352,0.6358,37687,0.5459,14354,0.7389,45451,0.6584,16868,9174,0.4723,0.3119,6052.0,0.49,0.422,0.66
22302,河津町,6828,2932,494,380.0,2926,6809,1860,0.6357,4057,0.5958,1985,0.677,4269,0.6252,2714,1708,0.5825,0.3907,1156.0,0.615,0.577,0.671
40204,直方市,56224,19085,1589,769.0,19085,56224,12125,0.6353,34270,0.6095,13237,0.6936,37855,0.6733,16653,8881,0.4653,0.325,6176.0,0.512,0.469,0.698
01461,中富良野町,4733,1746,523,214.0,1746,4733,1107,0.634,3011,0.6362,1329,0.7612,3438,0.7264,1554,948,0.543,0.276,478.0,0.435,0.363,0.508
30341,かつらぎ町,15980,6515,1016,410.0,6515,15980,4130,0.6339,9702,0.6071,4875,0.7483,11899,0.7446,5249,3509,0.5386,0.328,2108.0,0.517,0.438,0.609
29362,三宅町,6404,2306,170,868.0,2306,6404,1460,0.6331,4015,0.627,1903,0.8252,5440,0.8495,2306,1110,0.4814,0.4132,963.0,0.653,0.501,0.858
01405,積丹町,1829,859,180,305.0,854,1827,540,0.6323,1191,0.6519,723,0.8417,1543,0.8436,859,537,0.6251,0.454,390.0,0.718,0.539,0.726
03216,滝沢市,55481,14155,1826,496.0,14155,55481,8943,0.6318,31351,0.5651,10098,0.7134,38085,0.6865,12690,6350,0.4486,0.2519,3567.0,0.399,0.353,0.561
08205,石岡市,72991,24109,4084,378.0,24109,72991,15223,0.6314,44709,0.6125,16870,0.6997,49854,0.683,21087,11313,0.4692,0.2486,5960.0,0.394,0.355,0.53
28208,相生市,28288,10401,830,802.0,10401,28288,6563,0.631,16769,0.5928,7118,0.6844,18432,0.6516,9639,5004,0.4811,0.3574,3722.0,0.566,0.522,0.743
28213,西脇市,38658,12971,1557,533.0,12971,38658,8184,0.6309,22998,0.5949,9941,0.7664,28843,0.7461,12195,6827,0.5263,0.3176,4120.0,0.503,0.414,0.603
40213,行橋市,71231,21612,2165,639.0,21612,71230,13630,0.6307,44180,0.6202,15189,0.7028,47902,0.6725,18687,8957,0.4144,0.3317,7180.0,0.526,0.472,0.8
10525,邑楽町,25688,8268,1023,517.0,8268,25688,5214,0.6306,15146,0.5896,6212,0.7513,18104,0.7048,7574,4224,0.5109,0.1806,1488.0,0.286,0.24,0.353
46218,霧島市,122999,33781,5442,397.0,33781,122999,21277,0.6299,68011,0.5529,23476,0.6949,78687,0.6397,29218,15988,0.4733,0.3271,11090.0,0.519,0.471,0.691
42204,諫早市,133468,40772,4528,576.0,40772,133464,25653,0.6292,78241,0.5862,27846,0.683,88557,0.6635,33909,17775,0.436,0.3777,15448.0,0.6,0.553,0.866
23232,愛西市,61475,19481,2051,608.0,19481,61475,12249,0.6288,37159,0.6045,14388,0.7386,44157,0.7183,16998,8743,0.4488,0.2981,5721.0,0.474,0.404,0.664
04322,村田町,10612,3762,918,262.0,3762,10612,2365,0.6287,6465,0.6092,2860,0.7602,7914,0.7458,3512,1931,0.5133,0.2386,903.0,0.38,0.314,0.465
01546,清里町,3887,1497,357,268.0,1497,3887,940,0.6279,2420,0.6226,1222,0.8163,3074,0.7908,1358,724,0.4836,0.2503,371.0,0.399,0.307,0.517
21214,可児市,100011,27843,2294,777.0,27843,100011,17463,0.6272,55585,0.5558,19916,0.7153,64972,0.6496,24329,12419,0.446,0.2729,7576.0,0.435,0.381,0.612
20521,坂城町,14004,5054,591,547.0,5054,14004,3169,0.627,8814,0.6294,3963,0.7841,10876,0.7766,4605,1967,0.3892,0.1884,945.0,0.3,0.24,0.484
10464,玉村町,35900,9176,894,657.0,9176,35900,5747,0.6263,22060,0.6145,6656,0.7254,25066,0.6982,8405,4012,0.4372,0.2116,1949.0,0.338,0.292,0.484
22223,御前崎市,31065,9559,1560,392.0,9559,31065,5977,0.6253,19015,0.6121,7116,0.7444,22779,0.7333,7643,4846,0.507,0.2422,2310.0,0.387,0.325,0.478
22344,小山町,18600,5586,772,463.0,5586,18600,3486,0.6241,10293,0.5534,4523,0.8097,13800,0.7419,5091,3057,0.5473,0.252,1404.0,0.404,0.311,0.461
28212,赤穂市,45767,15039,1235,779.0,15029,45750,9376,0.6239,25230,0.5515,11211,0.7455,30981,0.6769,13390,7348,0.4886,0.4014,6059.0,0.643,0.538,0.822
22305,松崎町,6038,2948,373,506.0,2920,5992,1820,0.6233,3666,0.6118,1955,0.6632,3950,0.6542,2418,1402,0.4756,0.4035,1190.0,0.647,0.608,0.848
01662,厚岸町,8892,3178,629,323.0,3178,8887,1981,0.6233,5783,0.6507,2356,0.7413,6696,0.753,3023,1830,0.5758,0.2782,885.0,0.446,0.375,0.483
01483,苫前町,2930,1190,291,262.0,1190,2930,741,0.6227,1787,0.6099,988,0.8303,2343,0.7997,1190,686,0.5765,0.4327,513.0,0.695,0.521,0.751
21212,土岐市,55379,17699,1766,641.0,17699,55379,11021,0.6227,32941,0.5948,12404,0.7008,38452,0.6943,14940,8011,0.4526,0.2746,4858.0,0.441,0.392,0.607
20382,辰野町,18500,6969,877,509.0,6969,18500,4337,0.6223,11058,0.5977,5039,0.7231,12980,0.7016,5769,3550,0.5094,0.1917,1342.0,0.308,0.265,0.376
15205,柏崎市,81485,27312,3450,507.0,27302,81463,16991,0.6223,46842,0.575,19237,0.7043,54948,0.6743,24886,13242,0.4848,0.2431,6661.0,0.391,0.345,0.501
07308,川俣町,12158,5064,1117,290.0,5064,12158,3151,0.6222,7699,0.6332,3893,0.7688,9434,0.7759,4649,2960,0.5845,0.2128,1085.0,0.342,0.277,0.364
12226,富津市,42340,16068,2601,395.0,16068,42334,9996,0.6221,24594,0.581,11320,0.7045,28379,0.6703,14455,8149,0.5072,0.2714,4375.0,0.436,0.385,0.535
14364,山北町,9772,3882,406,612.0,3882,9772,2414,0.6218,6152,0.6296,2273,0.5855,5719,0.5852,3501,1635,0.4212,0.2948,1142.0,0.474,0.504,0.7
33204,玉野市,56367,21731,1716,810.0,21669,56258,13471,0.6217,33498,0.5954,15112,0.6954,37949,0.6732,18850,10379,0.4776,0.2872,6254.0,0.462,0.413,0.601
28226,淡路市,41508,16120,2958,349.0,16120,41500,10016,0.6213,25193,0.6071,12534,0.7775,31070,0.7485,14264,8579,0.5322,0.4573,7439.0,0.736,0.588,0.859
18208,あわら市,27591,9382,1119,537.0,9382,27591,5827,0.6211,17021,0.6169,6589,0.7023,19585,0.7098,8699,4653,0.4959,0.3,2805.0,0.483,0.427,0.605
47359,伊平屋村,1106,329,70,301.0,329,1102,204,0.6201,698,0.6334,237,0.7204,830,0.7505,281,181,0.5502,0.3918,130.0,0.632,0.544,0.712
11341,滑川町,19975,4687,782,384.0,4687,19975,2906,0.62,11124,0.5569,3305,0.7051,12777,0.6396,4444,2027,0.4325,0.3211,1481.0,0.518,0.455,0.743
20211,中野市,42313,13651,1716,509.0,13651,42313,8460,0.6197,24361,0.5757,9490,0.6952,27497,0.6498,12216,6801,0.4982,0.186,2542.0,0.3,0.268,0.373
28443,福崎町,19038,5296,706,480.0,5296,19038,3282,0.6197,10854,0.5701,3986,0.7526,12951,0.6803,4576,2388,0.4509,0.3373,1840.0,0.544,0.448,0.748
08235,つくばみらい市,50096,13176,1724,489.0,13176,50096,8161,0.6194,26776,0.5345,9241,0.7014,31941,0.6376,11865,6221,0.4721,0.3095,4071.0,0.5,0.441,0.656
15461,湯沢町,7767,2958,412,459.0,2958,7767,1830,0.6187,4577,0.5893,1926,0.6511,4923,0.6338,2844,1579,0.5338,0.3162,935.0,0.511,0.486,0.592
13305,日の出町,17055,6422,435,945.0,6422,17055,3968,0.6179,9461,0.5547,4074,0.6344,9539,0.5593,5281,2631,0.4097,0.4308,2816.0,0.697,0.679,1.052
01432,新十津川町,6484,2653,556,305.0,2653,6484,1638,0.6174,3692,0.5694,2167,0.8168,5278,0.814,2497,1379,0.5198,0.3422,912.0,0.554,0.419,0.658
04505,美里町,24081,8568,1186,462.0,8568,24081,5289,0.6173,15331,0.6366,6068,0.7082,16832,0.699,8004,4072,0.4753,0.2642,2258.0,0.428,0.373,0.556
32203,出雲市,172668,51880,8283,401.0,51880,172665,32009,0.617,96119,0.5567,37286,0.7187,115745,0.6703,44187,25207,0.4859,0.2499,12980.0,0.405,0.348,0.514
47311,恩納村,10701,2587,390,425.0,2587,10701,1596,0.6169,6769,0.6326,1788,0.6911,7407,0.6922,2258,1238,0.4785,0.2798,733.0,0.454,0.405,0.585
25211,湖南市,54385,13347,1002,853.0,13347,54385,8226,0.6163,31075,0.5714,10056,0.7534,37939,0.6976,11774,4561,0.3417,0.3137,4200.0,0.509,0.416,0.918
12213,東金市,58059,17091,2278,480.0,17091,58059,10529,0.6161,33331,0.5741,11689,0.6839,38937,0.6706,15651,7549,0.4417,0.2432,4174.0,0.395,0.356,0.551
16206,滑川市,32255,9695,1467,423.0,9695,32255,5971,0.6159,19842,0.6152,6779,0.6992,22500,0.6976,8519,3947,0.4071,0.231,2251.0,0.375,0.33,0.567
11327,越生町,11022,3983,582,438.0,3983,11022,2451,0.6154,6732,0.6108,2349,0.5898,6192,0.5618,3639,1691,0.4246,0.2856,1138.0,0.464,0.484,0.673
01429,栗山町,11272,4616,794,372.0,4616,11272,2840,0.6153,6687,0.5932,3434,0.7439,8468,0.7512,4044,1768,0.383,0.2483,1151.0,0.404,0.334,0.648
08546,境町,24226,7018,1309,343.0,7018,24226,4318,0.6153,14665,0.6053,4925,0.7018,17019,0.7025,6106,3250,0.4631,0.1898,1332.0,0.309,0.271,0.41
07207,須賀川市,74907,21153,3318,408.0,21153,74907,13004,0.6148,43281,0.5778,15322,0.7243,51194,0.6834,19190,10396,0.4915,0.1884,3992.0,0.306,0.26,0.383
39301,東洋町,2154,1110,165,431.0,1103,2140,678,0.6147,1312,0.6131,957,0.8622,1881,0.8733,967,311,0.2802,0.4459,498.0,0.725,0.517,1.592
29211,葛城市,36659,10286,852,773.0,10286,36659,6323,0.6147,20611,0.5622,6972,0.6778,22387,0.6107,8765,3729,0.3625,0.3121,3227.0,0.508,0.461,0.861
30401,白浜町,20120,7978,1057,483.0,7969,20111,4898,0.6146,12681,0.6306,5627,0.7053,14409,0.7162,6395,3710,0.465,0.3979,3190.0,0.647,0.564,0.856
41207,鹿島市,27844,9124,1265,462.0,9116,27836,5603,0.6146,16341,0.587,5934,0.6504,17503,0.6286,7699,4351,0.4769,0.2024,1850.0,0.329,0.311,0.424
18481,高浜町,10181,3266,442,473.0,3266,10181,2007,0.6145,6699,0.658,2534,0.7759,8123,0.7979,2937,1494,0.4574,0.4283,1407.0,0.697,0.552,0.936
