市区町村コード,市区町村名,総人口,総65歳以上人口,居住125mメッシュ数,高齢者密度_人per_km2,道路距離対象_65歳以上人口,道路距離対象_総人口,圏外65歳以上人口_変種D,圏外率_変種D,圏外総人口_変種D,圏外率_変種D_総人口,圏外65歳以上人口_変種A,圏外率_変種A,圏外総人口_変種A,圏外率_変種A_総人口,圏外65歳以上人口_supermarketのみ,圏外65歳以上人口_変種C125,圏外率_変種C125,農水省_困難人口割合,農水省_困難人口,比_農水省÷変種D,比_農水省÷変種A,比_農水省÷変種C125
22342,長泉町,43377,9626,596,1034.0,9626,43377,2622,0.2724,9862,0.2274,3308,0.3437,13304,0.3067,6689,1298,0.1348,0.2318,2215.0,0.851,0.675,1.719
27301,島本町,31129,8482,233,2330.0,8482,31129,2277,0.2685,8431,0.2708,3407,0.4017,12246,0.3934,5379,1615,0.1904,0.2695,2288.0,1.004,0.671,1.415
26204,宇治市,179393,53723,1404,2449.0,53723,179393,14325,0.2666,47745,0.2661,19866,0.3698,64321,0.3585,37148,4880,0.0908,0.2758,14838.0,1.034,0.746,3.036
47325,嘉手納町,13374,3247,115,1807.0,3247,13374,864,0.2661,3358,0.2511,1738,0.5353,7227,0.5404,2514,475,0.1463,0.1825,597.0,0.686,0.341,1.248
04100,仙台市,1095511,256987,11646,1412.0,256987,1095511,68188,0.2653,248444,0.2268,94126,0.3663,346681,0.3165,183463,30709,0.1195,0.2791,71785.0,1.052,0.762,2.335
27226,藤井寺市,63971,18089,447,2590.0,18089,63971,4775,0.264,16953,0.265,8754,0.4839,31448,0.4916,13397,1483,0.082,0.2282,4125.0,0.865,0.472,2.784
23225,知立市,72060,14309,793,1155.0,14309,72060,3767,0.2633,19141,0.2656,5738,0.401,29028,0.4028,10138,1645,0.115,0.2974,4271.0,1.13,0.742,2.587
01217,江別市,121055,36730,2112,1113.0,36730,121055,9651,0.2628,32437,0.268,17221,0.4689,56656,0.468,31326,4008,0.1091,0.3083,11339.0,1.173,0.657,2.825
13303,瑞穂町,31662,9442,540,1119.0,9442,31662,2470,0.2616,7847,0.2478,4503,0.4769,14711,0.4646,7995,1404,0.1487,0.424,4035.0,1.621,0.889,2.851
11231,桶川市,74701,22122,1110,1276.0,22122,74701,5780,0.2613,16955,0.227,7739,0.3498,24107,0.3227,15727,2160,0.0976,0.2272,5027.0,0.87,0.649,2.327
27202,岸和田市,190386,53418,1993,1715.0,53418,190385,13924,0.2607,44144,0.2319,20323,0.3805,67481,0.3544,38413,6504,0.1218,0.2978,15933.0,1.143,0.783,2.446
23238,長久手市,60100,10120,731,886.0,10120,60100,2607,0.2576,11826,0.1968,4131,0.4082,21127,0.3515,8472,1247,0.1232,0.3026,2978.0,1.175,0.741,2.456
37386,宇多津町,18610,3947,331,763.0,3947,18610,1016,0.2574,4482,0.2408,1394,0.3532,5754,0.3092,2664,549,0.1391,0.2854,1131.0,1.109,0.808,2.052
26322,久御山町,15344,4944,301,1051.0,4944,15344,1267,0.2563,3568,0.2325,2059,0.4165,6085,0.3966,3799,780,0.1578,0.1849,902.0,0.722,0.444,1.172
27221,柏原市,68098,19834,613,2071.0,19834,68098,5066,0.2554,15976,0.2346,8271,0.417,26091,0.3831,13930,2429,0.1225,0.3369,6726.0,1.319,0.808,2.751
11243,吉川市,71942,17377,1094,1017.0,17377,71942,4423,0.2545,14608,0.2031,6496,0.3738,28234,0.3925,12140,2577,0.1483,0.2698,4672.0,1.06,0.722,1.819
01202,函館市,250494,89043,4510,1264.0,88980,250239,22509,0.253,59699,0.2386,31288,0.3514,84138,0.3359,67147,12160,0.1366,0.2331,20807.0,0.922,0.663,1.707
23205,半田市,117524,28418,1591,1143.0,28418,117524,7183,0.2528,26799,0.228,11363,0.3999,44033,0.3747,22783,3040,0.107,0.2376,6792.0,0.94,0.594,2.221
17365,内灘町,26759,7131,373,1224.0,7131,26759,1795,0.2517,7005,0.2618,2942,0.4126,11509,0.4301,4618,878,0.1231,0.1974,1397.0,0.784,0.478,1.603
27207,高槻市,353156,102590,2436,2695.0,102590,353156,25815,0.2516,77567,0.2196,36882,0.3595,112597,0.3188,65246,12010,0.1171,0.2624,26822.0,1.043,0.73,2.241
01207,帯広市,166529,49008,3338,940.0,49008,166529,12273,0.2504,41837,0.2512,19651,0.401,67356,0.4045,37861,5330,0.1088,0.2184,10699.0,0.872,0.545,2.008
21302,岐南町,25361,5732,452,812.0,5732,25361,1427,0.249,6568,0.259,2298,0.4009,10097,0.3981,4669,239,0.0417,0.1724,1004.0,0.693,0.43,4.135
12224,鎌ケ谷市,109262,31654,1020,1986.0,31654,109262,7791,0.2461,25276,0.2313,11557,0.3651,35326,0.3233,22241,2103,0.0664,0.2804,8829.0,1.139,0.768,4.22
12221,八千代市,198674,50353,1839,1752.0,50353,198674,12388,0.246,49617,0.2497,15707,0.3119,59418,0.2991,34107,4195,0.0833,0.2743,13847.0,1.115,0.879,3.292
11233,北本市,65139,21141,945,1432.0,21141,65139,5198,0.2459,16416,0.252,8525,0.4032,26773,0.411,14539,2118,0.1002,0.217,4596.0,0.882,0.538,2.166
01402,岩内町,11663,4366,382,731.0,4366,11663,1072,0.2455,2807,0.2407,1837,0.4208,4801,0.4116,3450,841,0.1926,0.3526,1539.0,1.436,0.838,1.831
23424,大治町,32180,6707,357,1202.0,6707,32180,1640,0.2445,8168,0.2538,2175,0.3243,11213,0.3484,5690,792,0.1181,0.329,2193.0,1.345,1.014,2.786
14206,小田原市,188843,56609,2575,1407.0,56609,188838,13833,0.2444,42222,0.2236,21291,0.3761,67458,0.3572,41053,8000,0.1413,0.3081,17437.0,1.261,0.819,2.18
23227,高浜市,45981,8885,579,982.0,8879,45948,2160,0.2433,10702,0.2329,4008,0.4511,20068,0.4364,7645,252,0.0284,0.2295,2042.0,0.944,0.509,8.093
23222,東海市,113507,24993,1336,1197.0,24993,113507,6076,0.2431,23809,0.2098,9471,0.3789,39268,0.346,19450,1272,0.0509,0.2849,7125.0,1.172,0.752,5.599
01204,旭川市,329269,112383,6807,1057.0,112383,329269,27098,0.2411,77093,0.2341,49519,0.4406,145006,0.4404,85581,13328,0.1186,0.2485,27929.0,1.03,0.564,2.095
04209,多賀城市,63116,15429,720,1371.0,15429,63116,3684,0.2388,13635,0.216,5447,0.353,21567,0.3417,12396,926,0.06,0.2527,3914.0,1.058,0.716,4.21
22100,静岡市,693345,209603,9283,1445.0,209603,693334,50016,0.2386,145513,0.2099,70305,0.3354,214438,0.3093,136550,26657,0.1272,0.2525,52929.0,1.058,0.753,1.985
44202,別府市,115283,39011,1567,1593.0,38942,115142,9255,0.2377,26415,0.2294,13453,0.3449,37799,0.3279,25736,4174,0.107,0.2505,9775.0,1.054,0.726,2.341
28382,播磨町,33555,9263,338,1754.0,9259,33547,2186,0.2361,8446,0.2518,3649,0.3939,13691,0.408,6860,753,0.0813,0.2302,2109.0,0.975,0.584,2.832
01224,千歳市,97964,22686,1630,891.0,22686,97964,5342,0.2355,23796,0.2429,9527,0.42,41381,0.4224,19211,2834,0.1249,0.2203,4999.0,0.936,0.525,1.763
10524,大泉町,41306,9402,713,844.0,9402,41306,2194,0.2334,9600,0.2324,3186,0.3389,13404,0.3245,6121,1271,0.1352,0.2014,1906.0,0.863,0.594,1.49
12100,千葉市,975733,250079,9373,1708.0,250079,975733,57861,0.2314,198483,0.2034,81498,0.3259,287742,0.2949,162291,19843,0.0793,0.2531,63275.0,1.094,0.777,3.19
47207,石垣市,47566,10452,1086,616.0,10449,47534,2414,0.231,10386,0.2185,3826,0.3661,16858,0.3544,5297,1731,0.1656,0.3156,3308.0,1.366,0.862,1.906
11208,所沢市,342299,87050,3076,1811.0,87050,342299,20019,0.23,65624,0.1917,29369,0.3374,105014,0.3068,59707,7924,0.091,0.2529,22015.0,1.1,0.75,2.778
13212,日野市,190644,45579,1359,2146.0,45579,190644,10446,0.2292,37598,0.1972,17493,0.3838,65374,0.3429,33740,2010,0.0441,0.3353,15308.0,1.463,0.874,7.604
17201,金沢市,461973,120705,6128,1261.0,120705,461973,27576,0.2285,94708,0.205,45057,0.3733,160972,0.3484,88306,13750,0.1139,0.1985,24065.0,0.869,0.532,1.743
28203,明石市,303138,79205,2267,2236.0,79182,303035,17905,0.2261,62319,0.2056,28656,0.3618,98265,0.3242,58810,5341,0.0674,0.2652,21112.0,1.173,0.733,3.932
11237,三郷市,141747,38399,1396,1760.0,38399,141747,8643,0.2251,31508,0.2223,13981,0.3641,53812,0.3796,30228,2188,0.057,0.2489,9609.0,1.106,0.684,4.369
11301,伊奈町,44537,10819,673,1029.0,10819,44537,2428,0.2244,9287,0.2085,4224,0.3904,17124,0.3845,9533,1736,0.1605,0.2785,3042.0,1.241,0.713,1.736
08309,大洗町,15798,5263,447,754.0,5263,15798,1180,0.2242,3505,0.2219,1815,0.3449,6228,0.3942,3490,962,0.1828,0.2183,1141.0,0.974,0.633,1.195
13209,町田市,431760,116720,3477,2148.0,116720,431760,25368,0.2173,93842,0.2173,37145,0.3182,134344,0.3112,76947,8567,0.0734,0.3201,37283.0,1.473,1.006,4.361
23234,北名古屋市,86588,20718,979,1354.0,20718,86588,4501,0.2173,18348,0.2119,7206,0.3478,30632,0.3538,16607,1248,0.0602,0.2811,5845.0,1.294,0.808,4.666
28206,芦屋市,95414,27827,644,2765.0,27778,95178,5984,0.2154,20922,0.2198,8938,0.3212,27215,0.2852,19637,2737,0.0984,0.2065,5710.0,0.958,0.643,2.099
11214,春日部市,230336,68772,2802,1571.0,68772,230336,14744,0.2144,47117,0.2046,25127,0.3654,80823,0.3509,47631,6084,0.0885,0.2424,16645.0,1.131,0.663,2.74
14218,綾瀬市,83875,23183,853,1739.0,23183,83875,4959,0.2139,16184,0.193,7962,0.3434,29141,0.3474,18565,1511,0.0652,0.3164,7337.0,1.479,0.921,4.855
27211,茨木市,287700,68457,1975,2218.0,68457,287700,14568,0.2128,52344,0.1819,19123,0.2793,69702,0.2423,44868,5741,0.0839,0.2851,19586.0,1.34,1.021,3.4
11219,上尾市,228035,61601,2345,1681.0,61601,228035,12981,0.2107,45240,0.1984,22233,0.3609,79001,0.3464,43965,4627,0.0751,0.2337,14309.0,1.109,0.648,3.112
28204,西宮市,484948,115707,2803,2642.0,115701,484945,24352,0.2105,82686,0.1705,30674,0.2651,109449,0.2257,68743,10131,0.0876,0.2381,27605.0,1.131,0.898,2.719
12204,船橋市,646105,153564,3945,2491.0,153562,646069,32153,0.2094,117774,0.1823,38904,0.2533,146785,0.2272,94196,7674,0.05,0.2869,43832.0,1.37,1.132,5.741
23209,碧南市,72656,17291,1091,1014.0,17291,72656,3577,0.2069,14594,0.2009,7078,0.4093,28071,0.3864,12654,1808,0.1046,0.2171,3745.0,1.05,0.53,2.076
27140,堺市,825041,232994,6097,2446.0,232994,825038,47816,0.2052,155282,0.1882,65711,0.282,213784,0.2591,141956,14483,0.0622,0.2644,61635.0,1.288,0.937,4.253
23210,刈谷市,154232,31081,1908,1043.0,31081,154232,6363,0.2047,28541,0.1851,11581,0.3726,52171,0.3383,25058,2463,0.0792,0.3024,9382.0,1.477,0.812,3.816
27218,大東市,118488,31094,739,2693.0,31094,118488,6359,0.2045,24527,0.207,7670,0.2467,28285,0.2387,19565,532,0.0171,0.1948,6126.0,0.952,0.79,11.384
47348,与那原町,19579,3857,185,1334.0,3819,19194,780,0.2042,3897,0.203,823,0.2134,3201,0.1635,1930,196,0.0508,0.131,511.0,0.641,0.614,2.578
27220,箕面市,135826,35100,1080,2080.0,35100,135826,7042,0.2006,28710,0.2114,10829,0.3085,40357,0.2971,22729,2533,0.0722,0.2278,8032.0,1.135,0.738,3.157
14100,横浜市,3776521,920503,21282,2768.0,920240,3775557,174927,0.1901,639315,0.1693,264616,0.2875,976509,0.2586,560176,33164,0.036,0.2432,223886.0,1.279,0.846,6.75
47205,宜野湾市,99545,18831,713,1690.0,18831,99545,3566,0.1894,17019,0.171,5269,0.2798,30366,0.305,11368,323,0.0172,0.1555,2944.0,0.821,0.556,9.069
14203,平塚市,258328,72444,2547,1820.0,72444,258328,13508,0.1865,42780,0.1656,18675,0.2578,65231,0.2525,48789,4373,0.0604,0.2694,19537.0,1.445,1.045,4.464
14150,相模原市,724347,185014,6306,1878.0,185014,724347,34449,0.1862,107003,0.1477,55615,0.3006,188641,0.2604,125964,17949,0.097,0.2767,51247.0,1.486,0.92,2.852
14205,藤沢市,438440,106906,3406,2009.0,106906,438440,19726,0.1845,73890,0.1685,37686,0.3525,143741,0.3278,75053,4577,0.0428,0.2759,29393.0,1.496,0.783,6.445
11222,越谷市,341137,87079,3039,1834.0,87079,341137,16044,0.1842,52753,0.1546,23657,0.2717,85764,0.2514,54682,4069,0.0467,0.2352,20491.0,1.277,0.866,5.033
19384,昭和町,20886,4070,423,616.0,4070,20886,746,0.1833,4349,0.2082,1679,0.4125,8182,0.3917,3067,120,0.0295,0.1953,778.0,1.065,0.473,6.622
11234,八潮市,93344,21329,924,1477.0,21329,93344,3870,0.1814,13779,0.1476,6301,0.2954,25022,0.2681,17049,1536,0.072,0.2866,6099.0,1.579,0.97,3.979
47211,沖縄市,142698,28945,1331,1392.0,28942,142657,5094,0.176,24415,0.1711,5994,0.2071,31239,0.2189,17634,921,0.0318,0.1676,4835.0,0.952,0.809,5.266
27217,松原市,117300,34993,832,2692.0,34993,117300,6087,0.1739,20399,0.1739,10404,0.2973,34023,0.2901,21817,722,0.0206,0.2891,10196.0,1.662,0.972,14.013
14215,海老名市,136696,33831,1152,1880.0,33831,136696,5776,0.1707,23781,0.174,10665,0.3152,40014,0.2927,23888,1479,0.0437,0.3287,11117.0,1.925,1.043,7.518
11241,鶴ヶ島市,70967,20590,836,1576.0,20590,70967,3448,0.1675,10821,0.1525,5221,0.2536,17860,0.2517,12510,825,0.0401,0.2074,4197.0,1.238,0.818,5.175
11100,さいたま市,1323624,304869,10128,1927.0,304869,1323624,50074,0.1642,171132,0.1293,77817,0.2552,291833,0.2205,188289,19255,0.0632,0.2323,70859.0,1.415,0.91,3.679
11230,新座市,165146,41937,1163,2308.0,41937,165146,6859,0.1636,26925,0.163,8889,0.212,34064,0.2063,26499,719,0.0171,0.2068,8721.0,1.264,0.975,12.059
47208,浦添市,115850,23303,736,2026.0,23303,115848,3780,0.1622,15957,0.1377,3594,0.1542,16565,0.143,10504,506,0.0217,0.1373,3183.0,0.847,0.89,6.324
13213,東村山市,151801,40808,960,2721.0,40808,151801,6600,0.1617,23940,0.1577,10861,0.2661,40618,0.2676,22740,1162,0.0285,0.2518,10261.0,1.557,0.946,8.843
12216,習志野市,176074,40258,926,2782.0,40258,176074,6503,0.1615,28365,0.1611,12513,0.3108,51748,0.2939,25421,207,0.0051,0.2975,12044.0,1.842,0.957,57.86
27205,吹田市,387504,89121,1788,3190.0,89121,387504,14382,0.1614,61692,0.1592,19893,0.2232,83253,0.2148,51208,1395,0.0157,0.2226,19698.0,1.379,0.997,14.218
27224,摂津市,86949,21916,645,2175.0,21916,86949,3538,0.1614,13678,0.1573,5558,0.2536,23059,0.2652,15698,1337,0.061,0.2929,6472.0,1.814,1.155,4.801
23228,岩倉市,47918,11990,516,1487.0,11990,47918,1931,0.1611,8122,0.1695,3736,0.3116,13692,0.2857,8690,205,0.0171,0.2618,3140.0,1.626,0.84,15.313
13221,清瀬市,75940,21431,561,2445.0,21431,75940,3408,0.159,13360,0.1759,5015,0.234,21097,0.2778,15993,439,0.0205,0.4347,9337.0,2.733,1.857,21.219
40130,福岡市,1612410,338711,10257,2113.0,338477,1611161,53338,0.1576,190585,0.1183,71891,0.2122,268970,0.1668,183518,19256,0.0569,0.229,77618.0,1.453,1.079,4.028
22341,清水町,31332,8198,434,1209.0,8198,31332,1274,0.1554,4365,0.1393,2702,0.3296,10477,0.3344,5862,366,0.0446,0.2061,1707.0,1.326,0.625,4.616
12203,市川市,493377,102231,2542,2574.0,102231,493377,15694,0.1535,60232,0.1221,23708,0.2319,95377,0.1933,56374,2711,0.0265,0.2593,26806.0,1.689,1.118,9.78
01100,札幌市,1973273,541415,17000,2038.0,541415,1973273,82588,0.1525,262352,0.133,148142,0.2736,486957,0.2468,351569,30440,0.0562,0.2359,127665.0,1.546,0.862,4.195
14207,茅ヶ崎市,242442,64930,1721,2415.0,64930,242442,9888,0.1523,33868,0.1397,15288,0.2355,55079,0.2272,40861,2624,0.0404,0.2597,16849.0,1.705,1.103,6.426
11235,富士見市,110313,26889,857,2008.0,26889,110313,4025,0.1497,13346,0.121,6299,0.2343,21847,0.198,14323,636,0.0237,0.1901,5164.0,1.27,0.811,8.036
26208,向日市,57598,15322,367,2672.0,15322,57598,2270,0.1482,8639,0.15,4624,0.3018,17944,0.3115,10495,893,0.0583,0.2584,3918.0,1.744,0.856,4.433
12207,松戸市,497906,127637,3244,2518.0,127637,497906,18548,0.1453,67270,0.1351,30132,0.2361,114686,0.2303,73204,2654,0.0208,0.2238,28561.0,1.54,0.948,10.765
26100,京都市,1462888,394178,10519,2398.0,394178,1462888,56944,0.1445,187699,0.1283,88690,0.225,294200,0.2011,194196,28659,0.0727,0.2421,95488.0,1.676,1.076,3.33
40218,春日市,112016,24534,732,2145.0,24534,112016,3499,0.1426,12964,0.1157,5663,0.2308,23954,0.2138,14815,461,0.0188,0.1665,4059.0,1.168,0.721,8.862
11228,志木市,74789,18743,428,2803.0,18743,74789,2663,0.1421,10335,0.1382,2923,0.156,12446,0.1664,11789,146,0.0078,0.2534,4735.0,1.783,1.625,32.526
27215,寝屋川市,231488,68748,1265,3478.0,68748,231488,9635,0.1401,31851,0.1376,14505,0.211,47801,0.2065,40431,1920,0.0279,0.2223,15129.0,1.586,1.054,7.96
13214,国分寺市,129953,27378,683,2565.0,27378,129953,3811,0.1392,17384,0.1338,4449,0.1625,20222,0.1556,16579,182,0.0066,0.2468,6709.0,1.773,1.519,37.126
13222,東久留米市,115276,32587,757,2755.0,32587,115276,4519,0.1387,18087,0.1569,6796,0.2085,26160,0.2269,16521,1779,0.0546,0.1798,5886.0,1.296,0.862,3.293
28207,伊丹市,198603,51607,1159,2850.0,51607,198603,7110,0.1378,26196,0.1319,11228,0.2176,41853,0.2107,30095,2304,0.0446,0.2664,13712.0,1.933,1.224,5.967
13202,立川市,183010,45596,1167,2501.0,45596,183010,6220,0.1364,26557,0.1451,9156,0.2008,35272,0.1927,24297,366,0.008,0.3014,13723.0,2.21,1.501,37.554
27225,高石市,55759,15668,357,2809.0,15668,55759,2040,0.1302,7309,0.1311,5353,0.3417,17782,0.3189,10359,270,0.0172,0.286,4480.0,2.196,0.837,16.594
13220,東大和市,83540,22726,590,2465.0,22726,83540,2919,0.1284,11147,0.1334,3850,0.1694,13790,0.1651,14945,1202,0.0529,0.1984,4548.0,1.545,1.171,3.751
17212,野々市市,58250,11744,671,1120.0,11744,58250,1502,0.1279,5322,0.0914,4250,0.3619,17870,0.3068,8476,735,0.0626,0.1682,1884.0,1.315,0.465,2.687
12227,浦安市,171847,30036,684,2810.0,30029,171787,3733,0.1243,23011,0.134,5589,0.1861,31759,0.1848,16303,329,0.011,0.2277,6823.0,1.831,1.223,20.784
14216,座間市,130992,33371,809,2640.0,33371,130992,4076,0.1221,15326,0.117,6200,0.1858,24013,0.1833,16827,1038,0.0311,0.2251,7571.0,1.843,1.211,7.236
11245,ふじみ野市,114392,29302,774,2423.0,29302,114392,3570,0.1218,11068,0.0968,6676,0.2278,24230,0.2118,14699,1233,0.0421,0.141,4134.0,1.157,0.619,3.351
13211,小平市,200523,45491,1156,2519.0,45491,200523,5540,0.1218,25001,0.1247,7215,0.1586,35426,0.1767,26266,112,0.0025,0.2296,10346.0,1.885,1.448,93.257
27212,八尾市,265361,75139,1854,2594.0,75139,265361,8890,0.1183,30888,0.1164,16937,0.2254,56158,0.2116,43450,2576,0.0343,0.2491,18660.0,2.105,1.105,7.266
11203,川口市,594608,137970,3491,2529.0,137970,594608,15543,0.1127,58137,0.0978,23017,0.1668,90497,0.1522,71593,3469,0.0251,0.1911,26351.0,1.696,1.145,7.599
21421,北方町,17732,4419,254,1113.0,4419,17732,493,0.1116,1799,0.1015,1223,0.2768,4483,0.2528,3494,22,0.005,0.2579,1149.0,2.311,0.932,51.797
11227,朝霞市,141979,27810,792,2247.0,27810,141979,3056,0.1099,14067,0.0991,3223,0.1159,14456,0.1018,14954,422,0.0152,0.1928,5308.0,1.754,1.663,12.705
14213,大和市,239037,56526,1437,2518.0,56526,239037,6131,0.1085,25784,0.1079,9298,0.1645,38361,0.1605,30841,789,0.014,0.2651,15029.0,2.444,1.611,18.991
13215,国立市,76296,17483,446,2509.0,17483,76296,1878,0.1074,7631,0.1,4769,0.2728,19642,0.2574,9860,437,0.025,0.2911,5167.0,2.71,1.067,11.646
13223,武蔵村山市,71483,19084,680,1796.0,19084,71483,2009,0.1053,8115,0.1135,4219,0.2211,16350,0.2287,13957,304,0.0159,0.3305,6229.0,3.14,1.495,20.749
13210,小金井市,127215,25931,617,2690.0,25931,127215,2720,0.1049,12231,0.0961,6247,0.2409,30577,0.2404,15692,276,0.0106,0.2704,6919.0,2.578,1.122,25.402
13206,府中市,262684,56730,1373,2644.0,56730,262684,5599,0.0987,23381,0.089,13424,0.2366,54130,0.2061,37125,1333,0.0235,0.3465,19671.0,3.511,1.464,14.748
23100,名古屋市,2330794,565144,16246,2226.0,565144,2330789,55519,0.0982,220056,0.0944,119982,0.2123,487705,0.2092,355545,11882,0.021,0.2415,136704.0,2.458,1.137,11.485
23342,豊山町,15826,3705,211,1124.0,3705,15826,362,0.0977,1314,0.083,1026,0.2769,4747,0.2999,2869,3,0.0008,0.2202,758.0,2.254,0.795,271.958
13207,昭島市,114135,29993,721,2662.0,29993,114135,2849,0.095,11735,0.1028,7205,0.2402,27800,0.2436,17546,440,0.0147,0.2465,7397.0,2.595,1.026,16.805
14130,川崎市,1539244,301183,6376,3023.0,301183,1539244,28414,0.0943,120887,0.0785,53859,0.1788,230153,0.1495,148951,7816,0.026,0.1739,52383.0,1.844,0.973,6.703
27206,泉大津市,75061,19022,510,2387.0,19022,75061,1793,0.0943,7217,0.0961,3243,0.1705,13019,0.1734,10900,237,0.0125,0.2165,4100.0,2.296,1.27,17.374
11221,草加市,248615,61652,1530,2579.0,61652,248615,5660,0.0918,21781,0.0876,7535,0.1222,29279,0.1178,33783,86,0.0014,0.2237,13795.0,2.437,1.83,160.374
11229,和光市,85257,15415,445,2217.0,15415,85257,1299,0.0843,7815,0.0917,1925,0.1249,8764,0.1028,9062,364,0.0236,0.3474,5225.0,4.123,2.782,14.713
13227,羽村市,54441,14736,456,2068.0,14736,54441,1231,0.0835,3689,0.0678,2843,0.1929,9618,0.1767,9687,373,0.0253,0.2346,3455.0,2.808,1.216,9.269
13219,狛江市,84970,20010,365,3509.0,20010,84970,1656,0.0828,7881,0.0928,5941,0.2969,24775,0.2916,12096,116,0.0058,0.2254,4499.0,2.724,0.759,38.883
47201,那覇市,315745,71640,1617,2835.0,71640,315743,5668,0.0791,24262,0.0768,7707,0.1076,32291,0.1023,29724,280,0.0039,0.1453,10503.0,1.837,1.351,37.176
27227,東大阪市,494394,135800,2824,3078.0,135800,494394,10141,0.0747,35440,0.0717,17781,0.1309,62628,0.1267,83569,1017,0.0075,0.2205,29938.0,2.952,1.684,29.439
13229,西東京市,206910,48333,949,3260.0,48333,206910,3470,0.0718,14930,0.0722,6225,0.1288,23905,0.1155,29003,381,0.0079,0.2429,11767.0,3.383,1.886,30.814
13208,調布市,242740,50349,1135,2839.0,50349,242740,3533,0.0702,15509,0.0639,7680,0.1525,35341,0.1456,26461,202,0.004,0.2166,10919.0,3.087,1.42,53.986
27203,豊中市,401823,105132,1909,3525.0,105132,401823,7384,0.0702,27700,0.0689,16792,0.1597,61679,0.1535,56332,1487,0.0141,0.1691,17821.0,2.408,1.059,11.956
28202,尼崎市,460092,120292,2229,3454.0,120292,460092,7761,0.0645,27394,0.0595,15621,0.1299,56265,0.1223,55883,1081,0.009,0.1768,21235.0,2.74,1.361,19.673
13218,福生市,56685,15238,414,2356.0,15238,56685,928,0.0609,4177,0.0737,2968,0.1948,10497,0.1852,8957,228,0.015,0.2289,3469.0,3.759,1.175,15.298
27209,守口市,143332,41006,641,4094.0,41006,143332,2303,0.0562,7853,0.0548,5644,0.1376,19013,0.1327,16773,497,0.0121,0.1636,6689.0,2.913,1.189,13.498
27223,門真市,118799,35270,679,3324.0,35270,118799,1865,0.0529,5779,0.0486,5228,0.1482,17245,0.1452,21855,256,0.0073,0.2099,7468.0,3.97,1.416,28.923
13123,江戸川区,697549,145750,2406,3877.0,145750,697549,7132,0.0489,31753,0.0455,19412,0.1332,84800,0.1216,55976,174,0.0012,0.1322,19270.0,2.702,0.993,110.736
13204,三鷹市,195183,41572,932,2855.0,41572,195183,1819,0.0438,9183,0.047,5158,0.1241,22610,0.1158,22175,311,0.0075,0.2271,9452.0,5.19,1.83,30.354
13120,練馬区,752871,159531,2873,3554.0,159531,752871,6475,0.0406,26852,0.0357,20504,0.1285,88665,0.1178,75044,139,0.0009,0.1622,25830.0,3.995,1.262,186.101
13112,世田谷区,942246,189398,3385,3581.0,189398,942246,7411,0.0391,36864,0.0391,21304,0.1125,100231,0.1064,84273,1380,0.0073,0.1334,25357.0,3.41,1.186,18.313
13115,杉並区,591285,117378,2054,3657.0,117378,591285,4493,0.0383,19062,0.0322,10587,0.0902,49260,0.0833,50192,56,0.0005,0.1359,15905.0,3.549,1.506,284.767
13203,武蔵野市,149113,31475,617,3265.0,31475,149113,1158,0.0368,5062,0.0339,4395,0.1396,19724,0.1323,16481,56,0.0018,0.225,7137.0,6.115,1.611,126.444
13121,足立区,693806,170144,2901,3754.0,170144,693806,6106,0.0359,22362,0.0322,19283,0.1133,74021,0.1067,78946,618,0.0036,0.1547,26341.0,4.311,1.365,42.593
11224,戸田市,139096,22826,752,1943.0,22826,139096,726,0.0318,3149,0.0226,1768,0.0775,10778,0.0775,11533,364,0.0159,0.1989,4587.0,6.252,2.567,12.47
13117,北区,358993,87980,1110,5073.0,87980,358993,2516,0.0286,9045,0.0252,6432,0.0731,23505,0.0655,28024,0,0.0,0.0876,7652.0,3.062,1.198,
13122,葛飾区,454516,111921,1833,3908.0,111921,454516,2708,0.0242,10912,0.024,12347,0.1103,47251,0.104,37962,552,0.0049,0.1477,16530.0,6.106,1.339,29.953
27100,大阪市,2750381,676534,9922,4364.0,676534,2750381,15839,0.0234,55383,0.0201,48873,0.0722,180993,0.0658,256640,3157,0.0047,0.1356,91788.0,5.793,1.877,29.062
13119,板橋区,583958,132383,1787,4741.0,132383,583958,2383,0.018,9130,0.0156,6619,0.05,26114,0.0447,41773,16,0.0001,0.0841,11148.0,4.67,1.681,695.606
13108,江東区,524757,110180,1312,5375.0,110008,524354,1938,0.0176,9846,0.0188,2928,0.0266,15023,0.0286,29939,31,0.0003,0.0834,9172.0,4.733,3.137,296.337
