市区町村コード,市区町村名,総65歳以上人口,居住125mメッシュ数,高齢者密度_人per_km2,圏外65歳以上人口_変種A,圏外率_変種A,圏外65歳以上人口_supermarketのみ,圏外65歳以上人口_変種C125,圏外率_変種C125,農水省_困難人口割合,農水省_困難人口,比_農水省÷変種A,比_農水省÷変種C125
23562,東栄町,1455,399,233.0,1257,0.8639,1455,1034,0.7107,0.4176,622.0,0.483,0.588
24214,いなべ市,12292,2201,357.0,10611,0.8632,11752,8329,0.6776,0.2206,2713.0,0.256,0.326
40610,福智町,7981,955,535.0,6885,0.8627,7813,5656,0.7087,0.3056,2465.0,0.354,0.431
18501,若狭町,5093,933,349.0,4393,0.8626,4929,3661,0.7188,0.3736,1907.0,0.433,0.52
11348,鳩山町,6260,535,749.0,5399,0.8625,5703,4155,0.6637,0.2604,1621.0,0.302,0.392
20583,信濃町,3398,849,256.0,2930,0.8623,3386,2530,0.7446,0.2421,827.0,0.281,0.325
13361,大島町,2713,752,231.0,2339,0.8621,2416,1614,0.5949,0.5547,1505.0,0.643,0.932
08212,常陸太田市,18824,3582,336.0,16218,0.8616,17788,14099,0.749,0.2664,5011.0,0.309,0.356
12424,白子町,4187,889,301.0,3607,0.8615,4055,2887,0.6895,0.2118,882.0,0.246,0.307
03214,八幡平市,9937,2448,260.0,8560,0.8614,9082,6872,0.6916,0.2422,2408.0,0.281,0.35
33622,勝央町,3502,788,284.0,3016,0.8612,3364,2625,0.7496,0.2965,1027.0,0.344,0.396
39304,安田町,1102,207,341.0,949,0.8612,1102,732,0.6642,0.3448,373.0,0.4,0.519
07465,中島村,1460,373,251.0,1257,0.861,1443,1123,0.7692,0.141,209.0,0.164,0.183
29401,高取町,2763,344,514.0,2377,0.8603,2763,2166,0.7839,0.3161,879.0,0.367,0.403
10448,昭和村,2277,631,231.0,1956,0.859,2277,1444,0.6342,0.2238,511.0,0.261,0.353
43423,南小国町,1506,425,227.0,1293,0.8586,1466,1206,0.8008,0.3641,550.0,0.424,0.455
46533,和泊町,2257,513,282.0,1937,0.8582,2257,1657,0.7342,0.5456,1237.0,0.636,0.743
06382,川西町,5676,1484,245.0,4870,0.858,5406,4086,0.7199,0.1745,991.0,0.203,0.242
12463,鋸南町,3367,534,404.0,2889,0.858,3280,2221,0.6596,0.3366,1131.0,0.392,0.51
01430,月形町,1374,363,242.0,1178,0.8574,1239,979,0.7125,0.3116,429.0,0.363,0.437
11383,神川町,4409,781,361.0,3779,0.8571,4148,2921,0.6625,0.2009,880.0,0.234,0.303
20430,大桑村,1476,302,313.0,1264,0.8564,1394,988,0.6694,0.3264,484.0,0.381,0.488
45209,えびの市,7467,1699,281.0,6393,0.8562,6811,5239,0.7016,0.3007,2247.0,0.351,0.429
28301,猪名川町,9390,796,755.0,8037,0.8559,8262,6087,0.6482,0.3568,3358.0,0.417,0.55
02209,つがる市,12009,1923,400.0,10276,0.8557,11518,8899,0.741,0.3894,4673.0,0.455,0.525
09215,那須烏山市,9306,2481,240.0,7963,0.8557,9044,6574,0.7064,0.2537,2368.0,0.297,0.359
08302,茨城町,10953,2484,282.0,9370,0.8555,10413,6918,0.6316,0.2245,2466.0,0.262,0.355
15224,佐渡市,21531,4435,311.0,18417,0.8554,19458,15303,0.7107,0.3268,7166.0,0.382,0.46
06426,三川町,2677,348,492.0,2287,0.8543,2632,2172,0.8114,0.2125,566.0,0.249,0.262
28228,加東市,10979,2055,342.0,9376,0.854,10199,6189,0.5637,0.3778,4064.0,0.442,0.67
20602,栄村,890,211,270.0,760,0.8539,835,731,0.8213,0.4098,370.0,0.48,0.499
20543,高山村,2456,379,415.0,2097,0.8538,2456,1994,0.8119,0.1607,392.0,0.188,0.198
19209,北杜市,17615,4549,248.0,15037,0.8536,16804,11969,0.6795,0.349,6149.0,0.409,0.514
07303,国見町,3626,588,395.0,3094,0.8533,3482,2840,0.7832,0.2247,818.0,0.263,0.287
20413,天龍村,752,160,301.0,641,0.8524,752,288,0.383,0.4523,331.0,0.531,1.181
07561,新地町,2599,726,229.0,2215,0.8523,2442,1521,0.5852,0.2196,570.0,0.258,0.375
08225,常陸大宮市,14602,3624,258.0,12432,0.8514,13817,10043,0.6878,0.2668,3903.0,0.313,0.388
42323,波佐見町,4600,798,369.0,3916,0.8513,4367,2934,0.6378,0.3749,1724.0,0.44,0.588
40348,久山町,2472,304,520.0,2102,0.8503,2224,1295,0.5239,0.2901,717.0,0.341,0.554
31372,北栄町,5007,643,498.0,4257,0.8502,4860,3182,0.6355,0.2314,1171.0,0.272,0.364
07504,浅川町,2054,477,276.0,1746,0.85,2027,1219,0.5935,0.188,386.0,0.221,0.317
12238,いすみ市,15045,3166,304.0,12787,0.8499,14036,10375,0.6896,0.2718,4094.0,0.32,0.394
18423,越前町,7100,1074,423.0,6034,0.8499,6618,4972,0.7003,0.3081,2212.0,0.363,0.44
09342,益子町,7017,1684,267.0,5957,0.8489,6849,4542,0.6473,0.2343,1650.0,0.276,0.362
36468,つるぎ町,3586,860,267.0,3041,0.848,3281,2422,0.6754,0.3812,1371.0,0.45,0.564
08521,八千代町,6489,1585,262.0,5500,0.8476,6309,4503,0.6939,0.1885,1218.0,0.222,0.272
12423,長生村,4740,1003,302.0,4017,0.8475,4740,3218,0.6789,0.2355,1116.0,0.278,0.347
10522,明和町,3300,561,376.0,2794,0.8467,3206,1568,0.4752,0.2322,770.0,0.274,0.489
20323,御代田町,4307,760,363.0,3646,0.8465,3997,2285,0.5305,0.2634,1139.0,0.311,0.496
01694,羅臼町,1419,295,308.0,1201,0.8464,1388,993,0.6998,0.2776,412.0,0.328,0.397
03366,西和賀町,2617,712,235.0,2215,0.8464,2321,2072,0.7917,0.2801,734.0,0.331,0.354
36206,阿波市,13200,2760,306.0,11169,0.8461,12528,8739,0.662,0.2654,3504.0,0.314,0.401
08236,小美玉市,14485,3431,270.0,12256,0.8461,13714,9668,0.6674,0.2085,3069.0,0.246,0.312
11347,吉見町,6138,999,393.0,5192,0.8459,5893,3728,0.6074,0.1954,1201.0,0.231,0.322
39412,四万十町,6990,1834,244.0,5913,0.8459,6684,5240,0.7496,0.2755,1923.0,0.326,0.368
01663,浜中町,1755,574,196.0,1483,0.845,1640,1154,0.6575,0.2347,413.0,0.278,0.357
28586,新温泉町,5464,658,531.0,4617,0.845,5446,3839,0.7026,0.3772,2061.0,0.446,0.537
21221,海津市,11239,1708,421.0,9495,0.8448,10376,7690,0.6842,0.2305,2595.0,0.273,0.337
21361,垂井町,8277,765,692.0,6982,0.8435,7969,4871,0.5885,0.2638,2184.0,0.313,0.448
39424,大月町,2146,559,246.0,1810,0.8434,2045,1759,0.8197,0.3136,682.0,0.372,0.383
20423,南木曽町,1685,453,238.0,1421,0.8433,1609,1180,0.7003,0.3375,568.0,0.4,0.482
34210,庄原市,14456,4636,200.0,12191,0.8433,13374,10440,0.7222,0.2994,4365.0,0.355,0.415
39411,津野町,2390,673,227.0,2015,0.8431,2390,1762,0.7372,0.2385,570.0,0.283,0.324
10521,板倉町,4724,848,357.0,3981,0.8427,4554,2937,0.6217,0.2076,983.0,0.246,0.334
39306,馬路村,305,76,257.0,257,0.8426,257,201,0.659,0.2598,79.0,0.308,0.394
20451,朝日村,1382,228,388.0,1164,0.8423,1382,1032,0.7467,0.1301,179.0,0.154,0.174
02446,階上町,4266,989,276.0,3593,0.8422,4135,3199,0.7499,0.4686,2006.0,0.556,0.625
32209,雲南市,14418,3666,252.0,12138,0.8419,13531,11034,0.7653,0.2238,3228.0,0.266,0.292
02303,今別町,1258,196,411.0,1059,0.8418,1258,895,0.7114,0.6002,774.0,0.713,0.844
46529,喜界町,2658,447,381.0,2237,0.8416,2463,1742,0.6554,0.6068,1616.0,0.721,0.926
01431,浦臼町,782,233,215.0,658,0.8414,782,627,0.8018,0.3973,309.0,0.472,0.496
05206,男鹿市,11797,1507,501.0,9917,0.8406,11204,8402,0.7122,0.3914,4622.0,0.466,0.55
04301,蔵王町,4377,1275,220.0,3677,0.8401,4060,3119,0.7126,0.2242,979.0,0.267,0.315
38442,伊方町,3934,498,506.0,3304,0.8399,3783,2842,0.7224,0.4479,1782.0,0.533,0.62
46217,曽於市,13759,3466,254.0,11553,0.8397,13026,9488,0.6896,0.3669,5062.0,0.437,0.532
28227,宍粟市,12646,2426,334.0,10612,0.8392,11817,8956,0.7082,0.3317,4195.0,0.395,0.468
20432,木曽町,4425,1022,277.0,3711,0.8386,4087,2951,0.6669,0.2985,1321.0,0.356,0.448
10443,片品村,1634,372,281.0,1370,0.8384,1585,1234,0.7552,0.2122,348.0,0.253,0.281
43511,五木村,458,133,220.0,384,0.8384,458,300,0.655,0.3997,178.0,0.477,0.61
21521,御嵩町,5552,720,494.0,4655,0.8384,5285,3454,0.6221,0.2794,1555.0,0.333,0.449
12443,御宿町,3567,392,582.0,2989,0.838,3241,2167,0.6075,0.3717,1327.0,0.444,0.612
11361,横瀬町,2626,394,427.0,2200,0.8378,2626,1519,0.5784,0.2305,625.0,0.275,0.399
11363,長瀞町,2698,432,400.0,2260,0.8377,2643,2067,0.7661,0.1996,538.0,0.238,0.26
06341,大石田町,2639,372,454.0,2209,0.8371,2537,1572,0.5957,0.2082,548.0,0.249,0.35
01585,安平町,2717,623,279.0,2274,0.837,2644,1717,0.6319,0.295,800.0,0.352,0.467
01602,平取町,1657,593,179.0,1386,0.8365,1657,930,0.5613,0.3071,516.0,0.367,0.547
42208,松浦市,7715,1671,295.0,6450,0.836,7508,5129,0.6648,0.442,3466.0,0.529,0.665
41345,上峰町,2361,304,497.0,1973,0.8357,2257,704,0.2982,0.2175,527.0,0.26,0.729
33663,久米南町,2025,655,198.0,1692,0.8356,1924,1237,0.6109,0.3584,729.0,0.429,0.587
23427,飛島村,1414,282,321.0,1181,0.8352,1414,811,0.5736,0.1466,208.0,0.175,0.256
21207,美濃市,6961,922,483.0,5812,0.8349,6552,4303,0.6182,0.2576,1796.0,0.308,0.417
46468,大崎町,4896,1413,222.0,4087,0.8348,4446,3652,0.7459,0.3972,1934.0,0.476,0.533
08231,桜川市,13516,2924,296.0,11283,0.8348,13020,8845,0.6544,0.1859,2496.0,0.223,0.284
04606,南三陸町,4619,968,305.0,3855,0.8346,4441,3203,0.6934,0.2522,1187.0,0.302,0.364
21218,本巣市,9842,1481,425.0,8214,0.8346,9159,5555,0.5644,0.2477,2487.0,0.297,0.439
32528,隠岐の島町,5517,941,375.0,4604,0.8345,5219,3433,0.6223,0.4601,2563.0,0.551,0.739
40448,東峰村,875,226,248.0,730,0.8343,730,727,0.8309,0.3386,294.0,0.406,0.408
15307,聖籠町,3706,591,401.0,3089,0.8335,3693,2662,0.7183,0.1482,551.0,0.178,0.206
02362,大鰐町,3778,408,593.0,3149,0.8335,3260,2225,0.5889,0.3717,1402.0,0.446,0.631
29361,川西町,2826,195,928.0,2355,0.8333,2398,1828,0.6469,0.3123,877.0,0.375,0.483
01395,ニセコ町,1318,541,156.0,1098,0.8331,1318,773,0.5865,0.3547,464.0,0.426,0.605
07367,只見町,1911,394,310.0,1592,0.8331,1824,1351,0.707,0.3882,740.0,0.466,0.549
43510,相良村,1742,359,311.0,1450,0.8324,1638,1206,0.6923,0.316,554.0,0.38,0.456
01425,上砂川町,1468,157,598.0,1222,0.8324,1468,634,0.4319,0.506,738.0,0.608,1.172
44208,竹田市,9837,2650,238.0,8185,0.8321,8744,7565,0.769,0.2997,2939.0,0.36,0.39
07502,玉川村,2024,611,212.0,1684,0.832,1895,1571,0.7762,0.1126,228.0,0.135,0.145
15342,弥彦村,2497,351,455.0,2076,0.8314,2490,1756,0.7032,0.1477,365.0,0.178,0.21
01632,士幌町,1959,539,233.0,1626,0.83,1913,1316,0.6718,0.245,475.0,0.295,0.365
02307,外ヶ浜町,2616,386,434.0,2171,0.8299,2497,1884,0.7202,0.5458,1501.0,0.658,0.758
42209,対馬市,10523,1819,370.0,8733,0.8299,9548,7551,0.7176,0.5007,5502.0,0.603,0.698
01409,赤井川村,364,143,163.0,302,0.8297,364,291,0.7995,0.3721,134.0,0.448,0.465
39305,北川村,493,147,215.0,409,0.8296,493,362,0.7343,0.3023,153.0,0.364,0.412
26407,京丹波町,5707,1389,263.0,4734,0.8295,5530,4111,0.7203,0.3082,1759.0,0.372,0.428
43447,山都町,6777,1753,247.0,5617,0.8288,6397,4683,0.691,0.352,2384.0,0.425,0.509
31384,日吉津村,980,104,603.0,812,0.8286,812,411,0.4194,0.2011,198.0,0.243,0.479
01520,幌延町,682,186,235.0,565,0.8284,597,376,0.5513,0.2622,179.0,0.316,0.476
07368,南会津町,6045,1137,340.0,5007,0.8283,5602,4474,0.7401,0.3059,1850.0,0.369,0.413
12234,南房総市,16857,3146,343.0,13963,0.8283,16047,10120,0.6003,0.314,5306.0,0.379,0.523
07482,矢祭町,2134,505,270.0,1767,0.828,1917,1534,0.7188,0.21,447.0,0.254,0.292
29212,宇陀市,11794,2095,360.0,9759,0.8275,10633,7683,0.6514,0.2947,3476.0,0.356,0.452
21341,養老町,9198,1300,453.0,7608,0.8271,9124,6470,0.7034,0.2159,1978.0,0.261,0.307
02321,鰺ヶ沢町,4012,621,413.0,3317,0.8268,3524,2561,0.6383,0.4487,1810.0,0.543,0.703
10429,東吾妻町,5229,1292,259.0,4323,0.8267,4883,3445,0.6588,0.2139,1124.0,0.259,0.325
03208,遠野市,10280,2640,249.0,8497,0.8266,9525,6588,0.6409,0.2459,2529.0,0.298,0.384
40647,築上町,6564,1120,375.0,5425,0.8265,6436,3880,0.5911,0.3552,2332.0,0.43,0.601
03303,岩手町,4901,1263,248.0,4048,0.826,4526,3316,0.6766,0.2835,1388.0,0.343,0.419
05368,大潟村,954,97,629.0,788,0.826,840,540,0.566,0.2943,281.0,0.356,0.52
36207,美馬市,10933,2366,296.0,9031,0.826,10323,7099,0.6493,0.31,3395.0,0.375,0.477
20411,下條村,1242,391,203.0,1025,0.8253,1126,840,0.6763,0.1793,223.0,0.217,0.265
01483,苫前町,1190,291,262.0,982,0.8252,1190,680,0.5714,0.4327,513.0,0.524,0.757
19365,身延町,5062,1002,323.0,4177,0.8252,4635,3509,0.6932,0.34,1722.0,0.412,0.491
29362,三宅町,2306,170,868.0,1903,0.8252,2306,1110,0.4814,0.4132,963.0,0.501,0.858
40226,宮若市,9660,1446,428.0,7971,0.8252,9165,5911,0.6119,0.3303,3185.0,0.4,0.54
40402,鞍手町,5932,696,545.0,4892,0.8247,5315,3871,0.6526,0.2871,1698.0,0.348,0.44
01517,礼文町,843,202,267.0,695,0.8244,703,636,0.7544,0.5373,489.0,0.652,0.712
46482,東串良町,2296,479,307.0,1892,0.824,2196,1646,0.7169,0.4093,936.0,0.497,0.571
12410,横芝光町,8317,1549,344.0,6852,0.8239,7918,5139,0.6179,0.2045,1696.0,0.248,0.331
23563,豊根村,528,193,175.0,435,0.8239,528,417,0.7898,0.3597,192.0,0.437,0.455
46404,長島町,3493,1036,216.0,2878,0.8239,3395,2427,0.6948,0.4,1418.0,0.485,0.576
20417,大鹿村,465,189,157.0,383,0.8237,425,278,0.5978,0.4132,192.0,0.502,0.691
07447,会津美里町,7528,1036,465.0,6200,0.8236,7152,4883,0.6486,0.2033,1530.0,0.247,0.313
29402,明日香村,2135,291,470.0,1758,0.8234,1992,1213,0.5681,0.3199,682.0,0.388,0.563
46490,錦江町,3130,642,312.0,2576,0.823,2911,1942,0.6204,0.399,1290.0,0.485,0.643
01581,厚真町,1618,609,170.0,1331,0.8226,1548,897,0.5544,0.323,521.0,0.393,0.583
24470,度会町,2835,505,359.0,2332,0.8226,2645,1999,0.7051,0.1547,438.0,0.188,0.219
25214,米原市,11052,1562,453.0,9091,0.8226,10438,6595,0.5967,0.3182,3519.0,0.387,0.533
32205,大田市,13196,2886,293.0,10855,0.8226,11754,9200,0.6972,0.3334,4422.0,0.405,0.478
01519,利尻富士町,928,192,309.0,763,0.8222,850,535,0.5765,0.5339,502.0,0.649,0.926
21501,坂祝町,2277,311,469.0,1872,0.8221,2274,1400,0.6148,0.2866,646.0,0.349,0.466
46224,伊佐市,10154,2484,262.0,8345,0.8218,9928,7154,0.7045,0.3899,3964.0,0.474,0.553
01550,置戸町,1255,303,265.0,1031,0.8215,1085,789,0.6287,0.2935,365.0,0.357,0.467
08542,五霞町,2725,524,333.0,2238,0.8213,2705,1557,0.5714,0.2306,630.0,0.281,0.404
02301,平内町,4111,592,444.0,3376,0.8212,3820,2628,0.6393,0.4603,1917.0,0.561,0.72
43506,湯前町,1609,390,264.0,1321,0.821,1468,1062,0.66,0.3209,514.0,0.391,0.486
28224,南あわじ市,15969,2882,355.0,13105,0.8207,14891,10086,0.6316,0.4053,6467.0,0.494,0.642
25212,高島市,16641,2493,427.0,13646,0.82,15712,10659,0.6405,0.383,6375.0,0.467,0.598
38422,内子町,6274,1338,300.0,5144,0.8199,5928,4022,0.6411,0.3054,1914.0,0.372,0.476
16343,朝日町,4955,713,445.0,4062,0.8198,4779,3190,0.6438,0.2602,1285.0,0.317,0.404
31390,伯耆町,4209,694,388.0,3448,0.8192,3969,2384,0.5664,0.2315,982.0,0.283,0.409
01398,喜茂別町,802,193,266.0,657,0.8192,780,390,0.4863,0.3893,313.0,0.475,0.801
37387,綾川町,8152,1856,281.0,6675,0.8188,7527,4783,0.5867,0.1961,1606.0,0.239,0.334
40447,筑前町,9259,1027,577.0,7580,0.8187,8853,4878,0.5268,0.2937,2713.0,0.359,0.558
20446,麻績村,1179,246,307.0,965,0.8185,1023,761,0.6455,0.234,272.0,0.286,0.363
21220,下呂市,12299,2282,345.0,10064,0.8183,11163,8254,0.6711,0.3569,4389.0,0.436,0.532
46535,与論町,1782,569,200.0,1458,0.8182,1633,1135,0.6369,0.6199,1111.0,0.758,0.973
08226,那珂市,17234,2893,381.0,14093,0.8177,16238,9659,0.5605,0.255,4385.0,0.312,0.455
20407,阿智村,2284,608,240.0,1866,0.817,2179,1366,0.5981,0.1633,369.0,0.2,0.273
01432,新十津川町,2653,556,305.0,2167,0.8168,2497,1379,0.5198,0.3422,912.0,0.419,0.658
25209,甲賀市,24938,3447,463.0,20370,0.8168,23739,14360,0.5758,0.3324,8279.0,0.407,0.577
01641,大樹町,1976,464,273.0,1614,0.8168,1838,1283,0.6493,0.2798,555.0,0.343,0.431
01456,愛別町,1206,285,271.0,985,0.8167,1069,871,0.7222,0.3009,363.0,0.368,0.417
03461,大槌町,4239,502,540.0,3462,0.8167,4173,2949,0.6957,0.2916,1224.0,0.357,0.419
01546,清里町,1497,357,268.0,1222,0.8163,1392,714,0.477,0.2503,371.0,0.307,0.525
01649,浦幌町,1844,487,242.0,1505,0.8162,1763,994,0.539,0.1801,336.0,0.221,0.334
20362,富士見町,5126,989,332.0,4183,0.816,4577,3654,0.7128,0.2533,1296.0,0.31,0.355
33213,赤磐市,14395,2182,422.0,11745,0.8159,13654,8590,0.5967,0.2969,4268.0,0.364,0.497
13308,奥多摩町,2410,378,408.0,1965,0.8154,2103,1839,0.7631,0.5383,1297.0,0.66,0.705
01367,奥尻町,973,193,323.0,793,0.815,871,695,0.7143,0.4681,467.0,0.574,0.655
03402,平泉町,2879,721,256.0,2346,0.8149,2711,1786,0.6204,0.1705,487.0,0.209,0.275
08215,北茨城市,14335,1931,475.0,11681,0.8149,13211,8855,0.6177,0.2883,4133.0,0.354,0.467
40229,みやま市,13587,1970,441.0,11068,0.8146,12143,8964,0.6597,0.2915,4007.0,0.358,0.442
47361,久米島町,2140,371,369.0,1743,0.8145,2014,1416,0.6617,0.392,841.0,0.481,0.592
02442,五戸町,6457,1170,353.0,5259,0.8145,6173,4559,0.7061,0.4024,2602.0,0.494,0.57
44209,豊後高田市,8557,1846,297.0,6969,0.8144,8083,5752,0.6722,0.3349,2863.0,0.411,0.498
05303,小坂町,2149,368,374.0,1750,0.8143,1941,1460,0.6794,0.3896,836.0,0.478,0.573
21502,富加町,1813,277,419.0,1476,0.8141,1804,1179,0.6503,0.2516,457.0,0.309,0.387
17384,志賀町,8259,1607,329.0,6723,0.814,7613,5325,0.6448,0.1997,1660.0,0.245,0.31
26465,与謝野町,7509,903,532.0,6111,0.8138,6582,4176,0.5561,0.2956,2230.0,0.363,0.532
40227,嘉麻市,14331,1753,523.0,11662,0.8138,13414,8480,0.5917,0.3204,4595.0,0.394,0.541
30343,九度山町,1780,247,461.0,1448,0.8135,1661,1083,0.6084,0.3317,594.0,0.408,0.545
15226,南魚沼市,18394,2875,409.0,14960,0.8133,16682,11995,0.6521,0.2289,4209.0,0.281,0.351
05209,鹿角市,11838,2042,371.0,9627,0.8132,11099,6699,0.5659,0.3714,4398.0,0.457,0.656
40604,糸田町,3177,271,750.0,2583,0.813,2864,2090,0.6579,0.3614,1162.0,0.444,0.549
19442,小菅村,310,70,283.0,252,0.8129,310,252,0.8129,0.5264,163.0,0.648,0.648
03381,金ケ崎町,4763,1553,196.0,3869,0.8123,4402,2813,0.5906,0.2443,1164.0,0.301,0.414
43367,南関町,3514,889,253.0,2853,0.8119,3318,2293,0.6525,0.3127,1104.0,0.385,0.479
01586,むかわ町,3110,846,235.0,2524,0.8116,2870,1753,0.5637,0.2758,861.0,0.34,0.489
35305,周防大島町,7887,1222,413.0,6400,0.8115,7552,4996,0.6334,0.3909,3155.0,0.482,0.617
46525,瀬戸内町,3221,409,504.0,2614,0.8115,2902,2257,0.7007,0.5129,1667.0,0.632,0.732
12237,山武市,17360,3309,336.0,14085,0.8113,16465,10351,0.5963,0.1908,3307.0,0.235,0.32
05463,羽後町,5438,1131,308.0,4411,0.8111,5012,4059,0.7464,0.3173,1725.0,0.391,0.425
32501,津和野町,3348,758,283.0,2713,0.8103,2713,2494,0.7449,0.4121,1375.0,0.509,0.553
15217,妙高市,11328,1698,427.0,9178,0.8102,10579,6591,0.5818,0.2241,2537.0,0.277,0.385
37208,三豊市,22547,4056,356.0,18265,0.8101,20878,12438,0.5516,0.1882,4247.0,0.232,0.341
27382,河南町,4884,411,761.0,3955,0.8098,4527,2485,0.5088,0.4566,2238.0,0.564,0.897
21505,八百津町,4118,856,308.0,3333,0.8094,3739,2508,0.609,0.2777,1138.0,0.343,0.456
20384,飯島町,3308,897,236.0,2677,0.8093,3308,2024,0.6119,0.2139,712.0,0.264,0.35
06402,白鷹町,4986,1115,286.0,4034,0.8091,4539,3414,0.6847,0.2085,1041.0,0.258,0.305
20450,山形村,2454,343,458.0,1983,0.8081,2387,1563,0.6369,0.1593,388.0,0.197,0.25
16321,舟橋村,551,106,333.0,445,0.8076,551,323,0.5862,0.2735,173.0,0.339,0.467
02406,横浜町,1678,354,303.0,1355,0.8075,1678,1048,0.6246,0.5247,887.0,0.65,0.84
18442,美浜町,3265,482,434.0,2636,0.8074,3265,2181,0.668,0.4363,1437.0,0.54,0.653
33214,真庭市,17084,3690,296.0,13788,0.8071,15544,10717,0.6273,0.2603,4441.0,0.323,0.415
36404,板野町,4392,594,473.0,3545,0.8071,4251,1952,0.4444,0.3021,1322.0,0.374,0.68
03507,洋野町,6263,1588,252.0,5054,0.807,5611,4180,0.6674,0.2748,1724.0,0.34,0.412
33461,矢掛町,5189,1073,310.0,4187,0.8069,4683,3728,0.7184,0.2851,1485.0,0.353,0.397
21381,神戸町,6010,624,616.0,4848,0.8067,5820,3556,0.5917,0.2727,1629.0,0.338,0.461
17386,宝達志水町,4810,776,397.0,3879,0.8064,4512,3338,0.694,0.1606,770.0,0.199,0.231
25383,日野町,6416,855,480.0,5174,0.8064,6173,4483,0.6987,0.3124,2007.0,0.387,0.447
05207,湯沢市,16927,2515,431.0,13646,0.8062,15523,10449,0.6173,0.3325,5627.0,0.412,0.539
19206,大月市,9107,1240,470.0,7337,0.8056,8499,5566,0.6112,0.3438,3126.0,0.427,0.563
07547,浪江町,576,364,101.0,464,0.8056,531,342,0.5938,0.058,33.0,0.072,0.098
45402,新富町,5223,986,339.0,4207,0.8055,4967,2556,0.4894,0.1994,1048.0,0.248,0.407
01396,真狩村,698,226,198.0,562,0.8052,659,441,0.6318,0.2859,202.0,0.355,0.453
05212,大仙市,29923,6219,308.0,24095,0.8052,27164,19254,0.6435,0.3171,9471.0,0.394,0.493
31371,琴浦町,6028,855,451.0,4851,0.8047,5532,3978,0.6599,0.2327,1403.0,0.289,0.353
39211,香南市,10513,1540,437.0,8456,0.8043,9678,6338,0.6029,0.2298,2402.0,0.286,0.381
29446,天川村,602,133,290.0,484,0.804,562,378,0.6279,0.3564,213.0,0.443,0.568
32204,益田市,17014,2810,388.0,13677,0.8039,15271,10470,0.6154,0.3179,5410.0,0.396,0.517
35343,田布施町,5238,1014,331.0,4210,0.8037,4830,3398,0.6487,0.1838,961.0,0.229,0.283
11362,皆野町,3575,640,358.0,2873,0.8036,3214,1908,0.5337,0.1804,645.0,0.224,0.338
07501,石川町,5450,1399,249.0,4378,0.8033,5181,3741,0.6864,0.2044,1110.0,0.254,0.298
21210,恵那市,16811,3809,282.0,13504,0.8033,15953,10448,0.6215,0.2905,4897.0,0.362,0.467
01514,枝幸町,2687,547,314.0,2158,0.8031,2485,1327,0.4939,0.2659,717.0,0.331,0.538
42211,五島市,13775,2282,386.0,11051,0.8023,12948,8678,0.63,0.5258,7363.0,0.655,0.835
07461,西郷村,5131,1162,283.0,4114,0.8018,5006,3213,0.6262,0.2126,1103.0,0.265,0.34
33211,備前市,12666,1690,480.0,10151,0.8014,11665,8116,0.6408,0.3337,4248.0,0.416,0.521
08223,潮来市,9084,1372,424.0,7277,0.8011,8624,5336,0.5874,0.2355,2138.0,0.294,0.401
40214,豊前市,9140,1344,435.0,7322,0.8011,8586,5316,0.5816,0.3462,3160.0,0.432,0.595
03441,住田町,2288,600,244.0,1832,0.8007,2149,1566,0.6844,0.2879,658.0,0.36,0.421
03503,野田村,1506,374,258.0,1205,0.8001,1400,999,0.6633,0.3078,466.0,0.385,0.464
35344,平生町,5123,650,504.0,4095,0.7993,4753,3600,0.7027,0.2178,1119.0,0.272,0.31
01601,日高町,4081,1069,244.0,3260,0.7988,3951,2650,0.6494,0.3211,1304.0,0.402,0.495
01405,積丹町,859,180,305.0,686,0.7986,859,522,0.6077,0.454,390.0,0.569,0.747
04362,山元町,4944,940,337.0,3947,0.7983,4823,2954,0.5975,0.2718,1344.0,0.34,0.455
46392,さつま町,8444,2249,240.0,6738,0.798,7548,5327,0.6309,0.3899,3293.0,0.489,0.618
45406,都農町,3856,837,295.0,3075,0.7975,3450,2233,0.5791,0.221,848.0,0.277,0.382
07214,本宮市,8582,1812,303.0,6843,0.7974,7794,4795,0.5587,0.173,1484.0,0.217,0.31
02408,東北町,6365,1484,275.0,5072,0.7969,6000,3868,0.6077,0.4025,2536.0,0.505,0.662
15227,胎内市,10267,1254,524.0,8180,0.7967,9872,6621,0.6449,0.198,2031.0,0.248,0.307
07408,猪苗代町,5372,872,394.0,4279,0.7965,4910,3737,0.6956,0.2225,1193.0,0.279,0.32
17207,羽咋市,8208,1003,524.0,6535,0.7962,7752,3922,0.4778,0.2096,1725.0,0.263,0.439
33210,新見市,11614,2994,248.0,9247,0.7962,10756,7747,0.667,0.3528,4095.0,0.443,0.529
04212,登米市,27022,6039,286.0,21509,0.796,25242,17689,0.6546,0.2047,5518.0,0.257,0.313
22344,小山町,5586,772,463.0,4445,0.7957,5214,2952,0.5285,0.252,1404.0,0.317,0.477
37406,まんのう町,6671,1811,236.0,5308,0.7957,6347,3902,0.5849,0.2088,1387.0,0.262,0.357
01394,蘭越町,1817,598,194.0,1444,0.7947,1803,966,0.5316,0.3482,637.0,0.438,0.655
25425,愛荘町,4595,687,428.0,3650,0.7943,4262,2930,0.6376,0.3091,1420.0,0.389,0.485
27366,岬町,5961,432,883.0,4735,0.7943,5655,3174,0.5325,0.4188,2498.0,0.527,0.786
