市区町村コード,市区町村名,総人口,総65歳以上人口,居住125mメッシュ数,高齢者密度_人per_km2,道路距離対象_65歳以上人口,道路距離対象_総人口,圏外65歳以上人口,圏外率,圏外総人口,圏外率_総人口,スーパー圏外65歳以上人口,スーパー圏外率,農水省_困難人口割合,農水省_困難人口,比_農水省÷本推計
12230,八街市,67136,20879,2612,512.0,20879,67136,12514,0.5994,39102,0.5824,17655,0.8456,0.2143,4481.0,0.358
37404,多度津町,22200,7182,757,607.0,7182,22192,4301,0.5989,12937,0.583,5905,0.8222,0.255,1847.0,0.426
06213,南陽市,30439,10339,1305,507.0,10339,30439,6190,0.5987,16910,0.5555,8237,0.7967,0.1833,1895.0,0.306
28464,太子町,33729,9131,729,802.0,9131,33729,5467,0.5987,19316,0.5727,7872,0.8621,0.2946,2665.0,0.492
06207,上山市,29135,11500,1200,613.0,11500,29135,6872,0.5976,16223,0.5568,9784,0.8508,0.2118,2411.0,0.354
47215,南城市,44277,11498,1230,598.0,11477,44112,6856,0.5974,25108,0.5692,8937,0.7787,0.2419,2759.0,0.405
01485,初山別村,1075,417,128,209.0,417,1075,249,0.5971,646,0.6009,389,0.9329,0.419,176.0,0.702
01209,夕張市,7334,3839,628,391.0,3839,7334,2292,0.597,4325,0.5897,2766,0.7205,0.4126,1579.0,0.691
12421,一宮町,11784,3860,650,380.0,3860,11784,2303,0.5966,6982,0.5925,3035,0.7863,0.3002,1168.0,0.503
27362,田尻町,8524,2060,107,1232.0,2060,8524,1229,0.5966,5250,0.6159,1632,0.7922,0.4401,879.0,0.738
20218,千曲市,58822,19589,1856,675.0,19589,58822,11684,0.5965,34284,0.5828,16288,0.8315,0.1867,3664.0,0.313
24207,鈴鹿市,195491,47978,4438,692.0,47969,195448,28605,0.5963,108077,0.553,41137,0.8576,0.2265,10867.0,0.38
01547,小清水町,4623,1765,466,242.0,1765,4623,1051,0.5955,2834,0.613,1765,1.0,0.2336,414.0,0.392
15213,燕市,77043,24029,2162,711.0,24029,77043,14309,0.5955,42670,0.5538,18276,0.7606,0.1661,3996.0,0.279
24205,桑名市,138413,37029,2825,839.0,37029,138413,22036,0.5951,78209,0.565,29294,0.7911,0.2506,9293.0,0.421
08232,神栖市,95464,22162,3642,389.0,22162,95464,13184,0.5949,53049,0.5557,19682,0.8881,0.2654,5882.0,0.446
43202,八代市,122989,42099,4805,561.0,42099,122989,25039,0.5948,69290,0.5634,32863,0.7806,0.3271,13781.0,0.55
33423,早島町,12419,3602,279,826.0,3602,12419,2142,0.5947,6623,0.5333,2846,0.7901,0.3328,1143.0,0.56
43204,荒尾市,50815,18252,1633,715.0,18252,50815,10843,0.5941,30312,0.5965,13948,0.7642,0.2872,5240.0,0.483
19205,山梨市,33520,11421,1608,455.0,11421,33520,6782,0.5938,19408,0.579,10096,0.884,0.2974,3389.0,0.501
46204,枕崎市,20027,8175,933,561.0,8167,20006,4845,0.5932,11701,0.5849,5853,0.7167,0.3261,2671.0,0.55
21217,飛騨市,22523,9098,1280,455.0,9098,22523,5392,0.5927,13358,0.5931,6467,0.7108,0.3184,2898.0,0.537
13363,新島村,2433,967,139,445.0,967,2433,573,0.5926,1370,0.5631,573,0.5926,0.5058,489.0,0.854
09209,真岡市,78283,21226,4058,335.0,21226,78283,12577,0.5925,43247,0.5524,18006,0.8483,0.2138,4535.0,0.361
12205,館山市,45100,17744,2166,524.0,17731,45080,10502,0.5923,25736,0.5709,14102,0.7953,0.2813,4988.0,0.475
01347,長万部町,5109,2091,418,320.0,2091,5109,1238,0.5921,3112,0.6091,1590,0.7604,0.3999,835.0,0.675
01234,北広島市,58273,19264,1173,1051.0,19264,58273,11400,0.5918,32631,0.56,16356,0.849,0.2957,5730.0,0.5
30203,橋本市,60811,20133,2017,639.0,20133,60811,11915,0.5918,37355,0.6143,16470,0.8181,0.3303,6644.0,0.558
21203,高山市,84423,28096,3937,457.0,28096,84423,16603,0.5909,50819,0.602,20993,0.7472,0.2641,7420.0,0.447
25210,野洲市,50647,13210,977,865.0,13210,50647,7806,0.5909,25727,0.508,11035,0.8354,0.3327,4388.0,0.563
18206,勝山市,22150,8274,1038,510.0,8274,22150,4888,0.5908,12700,0.5734,6214,0.751,0.317,2624.0,0.537
38203,宇和島市,69415,27623,2961,597.0,27571,69277,16287,0.5907,38982,0.5627,21627,0.7844,0.3281,9251.0,0.555
03322,矢巾町,28175,7365,1205,391.0,7365,28175,4345,0.59,14448,0.5128,6115,0.8303,0.2033,1498.0,0.345
30421,那智勝浦町,14016,6155,717,549.0,6112,13910,3605,0.5898,8193,0.589,4255,0.6962,0.4668,2894.0,0.791
03211,釜石市,32072,12778,1280,639.0,12778,32069,7532,0.5895,19349,0.6034,10663,0.8345,0.3258,4164.0,0.553
40216,小郡市,59475,16689,1234,866.0,16689,59475,9836,0.5894,34971,0.588,13203,0.7911,0.3481,5859.0,0.591
23235,弥富市,42816,11172,1217,588.0,11172,42816,6584,0.5893,23447,0.5476,9842,0.881,0.315,3547.0,0.535
01434,秩父別町,2329,981,235,267.0,981,2329,578,0.5892,1265,0.5432,834,0.8502,0.2372,234.0,0.403
01332,福島町,3663,1791,233,492.0,1775,3636,1044,0.5882,2151,0.5916,1554,0.8755,0.3866,716.0,0.657
36383,牟岐町,3716,2008,272,472.0,2008,3708,1181,0.5881,2257,0.6087,1557,0.7754,0.3859,778.0,0.656
02202,弘前市,168451,53921,4570,755.0,53921,168451,31662,0.5872,90435,0.5369,46497,0.8623,0.3532,19047.0,0.602
01228,深川市,20043,8528,1338,408.0,8528,20043,5003,0.5867,11196,0.5586,7154,0.8389,0.3482,2975.0,0.594
11343,小川町,28489,11083,1185,599.0,11083,28489,6502,0.5867,16725,0.5871,9446,0.8523,0.2568,2848.0,0.438
43403,大津町,35181,7626,1000,488.0,7626,35181,4471,0.5863,17312,0.4921,6320,0.8287,0.283,2160.0,0.483
17209,かほく市,34859,10308,1107,596.0,10308,34859,6041,0.586,19660,0.564,8340,0.8091,0.1686,1739.0,0.288
25204,近江八幡市,80916,22471,1700,846.0,22471,80916,13158,0.5856,43694,0.54,18419,0.8197,0.322,7244.0,0.55
40230,糸島市,98927,29553,2764,684.0,29536,98843,17285,0.5852,50813,0.5141,23051,0.7804,0.3134,9270.0,0.536
02207,三沢市,39178,10294,1297,508.0,10294,39178,6024,0.5852,21724,0.5545,8680,0.8432,0.344,3573.0,0.588
23215,犬山市,73042,21397,1419,965.0,21397,73042,12490,0.5837,41285,0.5652,18670,0.8726,0.3422,7329.0,0.586
11207,秩父市,59696,20435,2734,478.0,20435,59696,11926,0.5836,35031,0.5868,17232,0.8433,0.2186,4447.0,0.375
42391,佐々町,13901,3918,513,489.0,3918,13901,2286,0.5835,8256,0.5939,3165,0.8078,0.3859,1514.0,0.661
01564,大空町,6775,2502,637,251.0,2502,6775,1459,0.5831,4285,0.6325,2073,0.8285,0.1369,343.0,0.235
15202,長岡市,266820,83365,8218,649.0,83365,266820,48572,0.5826,144236,0.5406,63941,0.767,0.2234,18621.0,0.383
01469,美深町,4145,1696,365,297.0,1696,4145,987,0.582,2388,0.5761,1248,0.7358,0.2637,448.0,0.453
01555,遠軽町,19241,7236,1047,442.0,7236,19241,4211,0.582,11264,0.5854,6250,0.8637,0.3184,2302.0,0.547
01664,標茶町,7238,2465,770,205.0,2465,7238,1434,0.5817,4231,0.5846,2094,0.8495,0.2185,541.0,0.376
29425,王寺町,23976,6731,294,1465.0,6731,23976,3914,0.5815,13259,0.553,4781,0.7103,0.334,2249.0,0.574
15209,加茂市,25485,9398,879,684.0,9398,25485,5457,0.5807,14910,0.5851,7528,0.801,0.1898,1776.0,0.327
11465,松伏町,28288,8451,566,956.0,8451,28288,4904,0.5803,15633,0.5526,6851,0.8107,0.254,2135.0,0.438
42202,佐世保市,242263,76909,7041,699.0,76689,241268,44465,0.5798,136678,0.5665,62463,0.8145,0.3857,29763.0,0.665
19204,都留市,30950,8765,1079,520.0,8765,30950,5081,0.5797,17124,0.5533,7532,0.8593,0.3619,3174.0,0.624
19208,南アルプス市,69517,19304,2353,525.0,19304,69517,11174,0.5788,41395,0.5955,16936,0.8773,0.2532,4887.0,0.437
15204,三条市,94692,31251,3132,639.0,31251,94692,18085,0.5787,54259,0.573,24297,0.7775,0.1585,4955.0,0.274
11464,杉戸町,43851,14442,1068,865.0,14442,43851,8353,0.5784,24246,0.5529,10063,0.6968,0.2561,3689.0,0.443
23216,常滑市,58462,14658,1218,770.0,14650,58426,8468,0.578,30727,0.5259,12331,0.8417,0.3456,5092.0,0.598
15211,見附市,39279,12944,1106,749.0,12944,39279,7480,0.5779,21965,0.5592,10788,0.8334,0.17,2199.0,0.294
29206,桜井市,54542,17416,1409,791.0,17416,54542,10049,0.577,29556,0.5419,13705,0.7869,0.3065,5361.0,0.531
34213,廿日市市,113570,34832,2497,893.0,34832,113556,20070,0.5762,57643,0.5076,26740,0.7677,0.2592,9061.0,0.45
38206,西条市,104798,34396,4050,544.0,34396,104792,19808,0.5759,56404,0.5382,27862,0.81,0.2734,9406.0,0.475
01370,今金町,5072,2078,494,269.0,2078,5072,1196,0.5756,2811,0.5542,1844,0.8874,0.3674,767.0,0.638
22213,掛川市,115013,32091,4311,476.0,32091,115013,18471,0.5756,63417,0.5514,26358,0.8214,0.2631,8431.0,0.457
26214,木津川市,77781,19182,1355,906.0,19182,77781,11034,0.5752,39742,0.5109,14114,0.7358,0.3089,5927.0,0.537
22208,伊東市,65459,27965,2519,711.0,27958,65447,16079,0.5751,35446,0.5416,20088,0.7185,0.3602,10072.0,0.626
34205,尾道市,130379,47342,4845,625.0,47178,129895,27128,0.575,70875,0.5456,38316,0.8122,0.3134,14930.0,0.545
06209,長井市,26540,9435,1560,387.0,9435,26540,5421,0.5746,14564,0.5488,8165,0.8654,0.2249,2125.0,0.391
38215,東温市,34127,10246,1398,469.0,10246,34127,5885,0.5744,16819,0.4928,8848,0.8636,0.3186,3255.0,0.555
30205,御坊市,23559,7350,833,565.0,7350,23559,4221,0.5743,13923,0.591,5897,0.8023,0.3092,2267.0,0.538
01429,栗山町,11272,4616,794,372.0,4616,11272,2650,0.5741,6187,0.5489,3878,0.8401,0.2483,1151.0,0.433
22224,菊川市,47965,12865,1971,418.0,12865,47965,7382,0.5738,24985,0.5209,9703,0.7542,0.2628,3381.0,0.458
22216,袋井市,87844,21133,2491,543.0,21133,87844,12120,0.5735,46788,0.5326,17654,0.8354,0.2701,5756.0,0.471
01303,当別町,15931,5578,991,360.0,5578,15931,3197,0.5731,9044,0.5677,4911,0.8804,0.3511,1950.0,0.613
01633,上士幌町,4775,1686,369,292.0,1686,4775,966,0.573,3088,0.6467,1290,0.7651,0.2571,435.0,0.449
01644,池田町,6294,2725,572,305.0,2725,6294,1560,0.5725,3458,0.5494,2075,0.7615,0.2652,727.0,0.463
24343,朝日町,11118,2134,195,700.0,2134,11118,1221,0.5722,6853,0.6164,1632,0.7648,0.277,583.0,0.484
08204,古河市,138932,39732,4342,586.0,39732,138932,22717,0.5718,75834,0.5458,33728,0.8489,0.2623,10411.0,0.459
01428,長沼町,10273,3964,998,254.0,3964,10273,2259,0.5699,6229,0.6063,3588,0.9051,0.2311,917.0,0.405
34211,大竹市,26058,9331,606,985.0,9331,26058,5314,0.5695,13204,0.5067,8268,0.8861,0.3188,2999.0,0.56
11385,上里町,30424,8320,930,573.0,8320,30424,4731,0.5686,16936,0.5567,7046,0.8469,0.1943,1617.0,0.342
38402,砥部町,20371,6966,621,718.0,6966,20371,3959,0.5683,10371,0.5091,5872,0.843,0.2549,1781.0,0.449
12210,茂原市,86807,28788,3377,546.0,28788,86807,16360,0.5683,46571,0.5365,24266,0.8429,0.2411,6937.0,0.424
47362,八重瀬町,30744,6757,675,641.0,6757,30744,3838,0.568,14697,0.478,5081,0.752,0.2463,1705.0,0.434
11218,深谷市,141508,41020,4750,553.0,41020,141508,23284,0.5676,77317,0.5464,32788,0.7993,0.2192,8961.0,0.386
11202,熊谷市,194466,57348,5021,731.0,57348,194466,32539,0.5674,103345,0.5314,45236,0.7888,0.2364,13536.0,0.417
20205,飯田市,98129,31959,4407,464.0,31959,98129,18130,0.5673,55001,0.5605,25254,0.7902,0.2059,6586.0,0.363
47315,伊江村,4108,1419,269,338.0,1419,4108,805,0.5673,2249,0.5475,970,0.6836,0.2653,378.0,0.468
22325,函南町,37021,12147,991,784.0,12147,37021,6890,0.5672,18183,0.4912,10572,0.8703,0.2985,3602.0,0.526
04202,石巻市,139925,46478,4926,604.0,46478,139911,26335,0.5666,75865,0.5422,37287,0.8023,0.2411,11213.0,0.426
39403,越知町,5200,2448,329,476.0,2448,5200,1387,0.5666,2804,0.5392,1403,0.5731,0.2633,643.0,0.465
01396,真狩村,2045,698,226,198.0,698,2045,395,0.5659,1139,0.557,490,0.702,0.2859,202.0,0.505
34202,呉市,212733,74806,4347,1101.0,74708,212305,42231,0.5653,104983,0.4945,56311,0.7537,0.3365,25477.0,0.595
25441,豊郷町,7133,1994,238,536.0,1994,7133,1127,0.5652,4197,0.5884,1641,0.823,0.3147,624.0,0.557
04203,塩竈市,52320,17820,773,1475.0,17813,52301,10065,0.565,28310,0.5413,14136,0.7936,0.261,4614.0,0.462
29427,河合町,17628,6769,336,1289.0,6769,17628,3822,0.5646,10562,0.5992,5643,0.8337,0.3861,2538.0,0.684
38401,松前町,29643,9282,758,784.0,9282,29643,5239,0.5644,15557,0.5248,8243,0.8881,0.2868,2658.0,0.508
47303,東村,1593,585,182,206.0,585,1593,330,0.5641,1006,0.6315,430,0.735,0.2803,165.0,0.497
29203,大和郡山市,83495,27523,1343,1312.0,27523,83495,15520,0.5639,43334,0.519,21454,0.7795,0.2895,7904.0,0.513
36403,藍住町,35140,9043,768,754.0,9043,35140,5099,0.5639,20515,0.5838,7020,0.7763,0.256,2302.0,0.454
22205,熱海市,34116,16341,921,1136.0,16312,34083,9191,0.5635,18280,0.5363,11623,0.7125,0.4409,7220.0,0.783
11342,嵐山町,17929,5879,651,578.0,5879,17929,3309,0.5629,9297,0.5185,4659,0.7925,0.3095,1816.0,0.55
16204,魚津市,40368,13799,1632,541.0,13787,40350,7760,0.5628,23894,0.5922,11330,0.8218,0.2215,3080.0,0.393
04214,東松島市,39209,11608,1499,496.0,11608,39207,6533,0.5628,19988,0.5098,9487,0.8173,0.2627,3044.0,0.467
06202,米沢市,81270,25270,3035,533.0,25270,81270,14213,0.5624,43015,0.5293,20067,0.7941,0.2333,5894.0,0.415
18205,大野市,31286,11680,1539,486.0,11680,31286,6568,0.5623,16985,0.5429,8476,0.7257,0.2869,3351.0,0.51
01398,喜茂別町,2156,802,193,266.0,802,2156,451,0.5623,1027,0.4763,548,0.6833,0.3893,313.0,0.692
38213,四国中央市,82650,26613,3000,568.0,26613,82650,14947,0.5616,44900,0.5433,21973,0.8256,0.2477,6602.0,0.441
01545,斜里町,11414,3834,685,358.0,3834,11414,2153,0.5616,6500,0.5695,2804,0.7314,0.2618,1005.0,0.466
16211,射水市,90734,27724,2541,698.0,27717,90706,15563,0.5615,48419,0.5338,22537,0.8131,0.217,6021.0,0.386
08202,日立市,174395,56480,3686,981.0,56475,174374,31706,0.5614,88787,0.5092,46868,0.8299,0.2813,15898.0,0.501
29204,天理市,63922,16885,1508,717.0,16885,63922,9480,0.5614,32446,0.5076,15221,0.9015,0.3612,6096.0,0.643
15206,新発田市,94913,30644,3289,596.0,30644,94913,17197,0.5612,47574,0.5012,25269,0.8246,0.193,5916.0,0.344
17203,小松市,106386,30477,2846,685.0,30477,106386,17088,0.5607,57289,0.5385,24523,0.8046,0.1764,5370.0,0.315
34215,江田島市,20964,9182,1137,517.0,9160,20938,5134,0.5605,11644,0.5561,7977,0.8709,0.4216,4036.0,0.752
19211,笛吹市,66882,19838,2717,467.0,19838,66882,11114,0.5602,36698,0.5487,15579,0.7853,0.2827,5618.0,0.505
12233,富里市,50131,14177,1527,594.0,14177,50131,7938,0.5599,25238,0.5034,12601,0.8888,0.2542,3568.0,0.454
46219,いちき串木野市,27437,10168,1262,516.0,10168,27437,5681,0.5587,14756,0.5378,7894,0.7764,0.3098,3152.0,0.555
37204,善通寺市,31785,9733,1286,484.0,9733,31785,5430,0.5579,16988,0.5345,8295,0.8523,0.2583,2497.0,0.463
47314,金武町,10809,3011,281,686.0,3005,10745,1676,0.5577,5899,0.549,2437,0.811,0.3466,1042.0,0.621
21213,各務原市,144721,41007,2716,966.0,41007,144721,22833,0.5568,73752,0.5096,34261,0.8355,0.2747,11250.0,0.493
35207,下松市,55805,16476,1292,816.0,16433,55725,9147,0.5566,29093,0.5221,14404,0.8765,0.2175,3593.0,0.391
21209,羽島市,65687,18151,1891,614.0,18151,65687,10094,0.5561,33148,0.5046,15476,0.8526,0.2513,4558.0,0.452
35206,防府市,113956,35014,3155,710.0,34995,113899,19452,0.5559,59216,0.5199,27292,0.7799,0.1787,6260.0,0.321
33202,倉敷市,474726,125582,9782,822.0,125497,474410,69765,0.5559,248750,0.5243,101526,0.809,0.2743,34432.0,0.493
01453,東神楽町,10094,2932,491,382.0,2932,10094,1627,0.5549,6101,0.6044,2449,0.8353,0.1529,448.0,0.276
01481,増毛町,3864,1723,298,370.0,1723,3863,956,0.5548,1947,0.504,1375,0.798,0.3639,629.0,0.656
20207,須坂市,49515,16002,1480,692.0,16002,49515,8875,0.5546,26233,0.5298,13169,0.823,0.1952,3127.0,0.352
12225,君津市,82326,26378,2948,573.0,26378,82326,14624,0.5544,39528,0.4801,22664,0.8592,0.2486,6554.0,0.448
23442,東浦町,49417,12797,763,1073.0,12797,49417,7089,0.554,26570,0.5377,10412,0.8136,0.2836,3640.0,0.512
41201,佐賀市,233312,64863,5876,706.0,64863,233312,35911,0.5536,116622,0.4999,52502,0.8094,0.2428,15735.0,0.439
23446,美浜町,22366,6797,704,618.0,6797,22366,3756,0.5526,11858,0.5302,5450,0.8018,0.3732,2545.0,0.675
08203,土浦市,142169,40955,3518,745.0,40955,142169,22615,0.5522,75641,0.532,32896,0.8032,0.2698,11035.0,0.489
39303,田野町,2472,1039,127,524.0,1039,2472,573,0.5515,1466,0.593,862,0.8296,0.2095,222.0,0.38
01423,南幌町,7319,2552,544,300.0,2552,7319,1407,0.5513,3931,0.5371,2391,0.9369,0.2059,526.0,0.373
01631,音更町,43567,12886,1537,537.0,12886,43567,7098,0.5508,22977,0.5274,11456,0.889,0.241,3111.0,0.438
11209,飯能市,80496,25282,2029,797.0,25282,80496,13923,0.5507,40540,0.5036,21045,0.8324,0.3196,8054.0,0.58
14217,南足柄市,41010,13461,912,945.0,13461,41010,7405,0.5501,20954,0.5109,10830,0.8045,0.2796,3757.0,0.508
20202,松本市,241137,66723,6481,659.0,66723,241137,36698,0.55,124080,0.5146,54044,0.81,0.2495,16631.0,0.454
34307,熊野町,22768,8132,603,863.0,8132,22768,4465,0.5491,12064,0.5299,6264,0.7703,0.2424,1972.0,0.441
30206,田辺市,69827,23434,3124,480.0,23434,69824,12866,0.549,38554,0.5522,15987,0.6822,0.3402,7971.0,0.62
09216,下野市,59296,14844,1929,492.0,14844,59296,8140,0.5484,29767,0.502,12195,0.8215,0.2817,4201.0,0.514
19424,忍野村,9097,1766,358,316.0,1766,9097,968,0.5481,5009,0.5506,1375,0.7786,0.2508,454.0,0.458
09204,佐野市,116105,35517,4297,529.0,35517,116105,19463,0.548,57888,0.4986,26320,0.7411,0.2745,9776.0,0.501
40381,芦屋町,13613,4336,270,1028.0,4336,13613,2376,0.548,7659,0.5626,3408,0.786,0.3332,1454.0,0.608
46222,奄美市,41194,13378,1045,819.0,13374,41118,7329,0.548,20149,0.49,8182,0.6118,0.3824,5140.0,0.698
47214,宮古島市,52880,14058,2032,443.0,14053,52843,7689,0.5471,27050,0.5119,9407,0.6694,0.3186,4485.0,0.582
30209,岩出市,53409,12742,984,829.0,12742,53409,6967,0.5468,27334,0.5118,11190,0.8782,0.2765,3553.0,0.506
23230,日進市,92031,18248,1339,872.0,18248,92031,9974,0.5466,39994,0.4346,14893,0.8161,0.2948,5319.0,0.539
42203,島原市,42891,15326,1681,584.0,15266,42767,8343,0.5465,23454,0.5484,10808,0.708,0.3952,6135.0,0.723
35201,下関市,254744,90264,7472,773.0,89926,254181,49084,0.5458,133290,0.5244,68993,0.7672,0.2498,22561.0,0.458
42307,長与町,41275,11216,734,978.0,11216,41275,6122,0.5458,20891,0.5061,8438,0.7523,0.3526,3916.0,0.646
06206,寒河江市,40207,12857,1230,669.0,12857,40207,7003,0.5447,19294,0.4799,10281,0.7996,0.1749,2249.0,0.321
27228,泉南市,60155,17750,886,1282.0,17750,60155,9669,0.5447,31443,0.5227,13947,0.7857,0.4074,7242.0,0.748
06205,新庄市,34440,11402,1445,505.0,11402,34440,6211,0.5447,17642,0.5123,8708,0.7637,0.2218,2522.0,0.407
35202,宇部市,162595,53846,4490,768.0,53832,162569,29279,0.5439,87200,0.5364,42242,0.7847,0.2077,11217.0,0.382
01692,中標津町,23006,6151,1084,363.0,6151,23006,3342,0.5433,11829,0.5142,5331,0.8667,0.2595,1596.0,0.478
14342,二宮町,27689,9739,387,1611.0,9739,27689,5284,0.5426,14645,0.5289,7150,0.7342,0.3128,3028.0,0.576
04401,松島町,13287,5189,706,470.0,5189,13287,2815,0.5425,7240,0.5449,4376,0.8433,0.2977,1552.0,0.549
40341,宇美町,37549,10322,599,1103.0,10322,37549,5598,0.5423,19835,0.5282,7433,0.7201,0.2374,2471.0,0.438
01220,士別市,17858,7344,1233,381.0,7344,17858,3978,0.5417,9418,0.5274,5359,0.7297,0.3282,2412.0,0.606
01465,剣淵町,2926,1199,399,192.0,1199,2926,649,0.5413,1588,0.5427,890,0.7423,0.3441,412.0,0.636
23501,幸田町,42349,9168,953,616.0,9168,42349,4955,0.5405,19388,0.4578,8072,0.8805,0.2875,2644.0,0.532
27232,阪南市,50914,17047,759,1437.0,17047,50914,9208,0.5402,26357,0.5177,15053,0.883,0.3979,6793.0,0.737
47329,西原町,35629,7600,479,1015.0,7600,35629,4100,0.5395,19388,0.5442,5590,0.7355,0.224,1683.0,0.415
18207,鯖江市,68346,18778,1971,610.0,18778,68346,10128,0.5394,35663,0.5218,14952,0.7963,0.2808,5268.0,0.521
08219,牛久市,84541,24559,1647,954.0,24559,84541,13245,0.5393,41325,0.4888,19254,0.784,0.2616,6426.0,0.485
11242,日高市,54615,17965,1485,774.0,17965,54615,9664,0.5379,28311,0.5184,13507,0.7519,0.28,5031.0,0.521
09361,壬生町,39487,11446,1806,406.0,11446,39487,6156,0.5378,21874,0.554,8901,0.7777,0.2574,2946.0,0.479
01226,砂川市,16504,6415,716,573.0,6415,16504,3449,0.5376,8980,0.5441,5682,0.8857,0.3189,2042.0,0.593
43203,人吉市,31076,11629,1432,520.0,11629,31076,6247,0.5372,15759,0.5071,8895,0.7649,0.2711,3158.0,0.505
23302,東郷町,43875,10473,679,987.0,10473,43875,5618,0.5364,19663,0.4482,8869,0.8468,0.2671,2726.0,0.498
01337,七飯町,27719,9732,1170,532.0,9732,27719,5219,0.5363,14751,0.5322,8108,0.8331,0.2544,2472.0,0.474
11238,蓮田市,61469,19911,1149,1109.0,19911,61469,10673,0.536,31676,0.5153,16817,0.8446,0.3105,6179.0,0.579
43404,菊陽町,43662,9034,791,731.0,9034,43662,4831,0.5348,19589,0.4487,7506,0.8309,0.2685,2428.0,0.502
38202,今治市,150958,53714,5594,615.0,53662,150814,28637,0.5337,75216,0.4987,40976,0.7636,0.2995,16164.0,0.561
12322,酒々井町,21048,6704,493,870.0,6704,21048,3578,0.5337,11014,0.5233,5476,0.8168,0.2647,1803.0,0.496
39386,いの町,21371,8413,1175,458.0,8413,21371,4489,0.5336,10271,0.4806,6328,0.7522,0.193,1622.0,0.362
02201,青森市,275167,84797,5130,1058.0,84667,274872,45167,0.5335,141091,0.5133,68598,0.8102,0.349,29593.0,0.654
24202,四日市市,306070,78808,5651,893.0,78808,306070,41879,0.5314,151822,0.496,60743,0.7708,0.2322,18259.0,0.437
39401,中土佐町,5972,2882,519,355.0,2882,5967,1528,0.5302,3206,0.5373,1771,0.6145,0.2755,798.0,0.52
01643,幕別町,25774,8653,1209,458.0,8653,25774,4586,0.53,12922,0.5014,6397,0.7393,0.1962,1699.0,0.37
22211,磐田市,166654,47577,4727,644.0,47577,166654,25179,0.5292,84673,0.5081,38498,0.8092,0.2685,12775.0,0.507
26343,井手町,7301,2528,172,941.0,2528,7301,1335,0.5281,3821,0.5234,1863,0.7369,0.4353,1115.0,0.824
24203,伊勢市,122565,39044,2996,834.0,39044,122565,20612,0.5279,66596,0.5434,29553,0.7569,0.2173,8496.0,0.412
23211,豊田市,422939,97455,10285,606.0,97455,422939,51439,0.5278,198488,0.4693,80070,0.8216,0.2594,25264.0,0.491
02203,八戸市,223545,69359,5598,793.0,69359,223545,36589,0.5275,111551,0.499,55171,0.7954,0.3381,23437.0,0.641
37203,坂出市,50628,18173,1889,616.0,18150,50544,9568,0.5272,24701,0.4887,13434,0.7402,0.2299,4177.0,0.436
04323,柴田町,38213,11001,1077,654.0,11001,38213,5798,0.527,18221,0.4768,8359,0.7598,0.2327,2567.0,0.442
17210,白山市,110695,30854,2626,752.0,30854,110695,16254,0.5268,53715,0.4853,25860,0.8381,0.1428,4413.0,0.271
22220,裾野市,51038,13680,1307,670.0,13680,51038,7204,0.5266,24783,0.4856,11800,0.8626,0.2741,3746.0,0.521
08224,守谷市,68110,15767,1111,908.0,15767,68110,8299,0.5264,30311,0.445,12242,0.7764,0.2958,4687.0,0.562
45206,日向市,59704,19298,1969,627.0,19298,59702,10149,0.5259,28431,0.4762,14233,0.7375,0.2061,3971.0,0.392
40621,苅田町,37896,8913,780,731.0,8913,37893,4681,0.5252,17691,0.4669,7648,0.8581,0.3613,3208.0,0.688
37202,丸亀市,109448,31404,3477,578.0,31393,109394,16423,0.5231,54818,0.5011,23169,0.738,0.2283,7178.0,0.436
01561,興部町,3620,1213,291,267.0,1213,3620,631,0.5202,1766,0.4878,766,0.6315,0.3541,428.0,0.681
38205,新居浜市,115922,37337,2581,926.0,37331,115866,19419,0.5202,56306,0.486,28236,0.7564,0.247,9218.0,0.475
