市区町村コード,市区町村名,総人口,総65歳以上人口,居住125mメッシュ数,高齢者密度_人per_km2,道路距離対象_65歳以上人口,道路距離対象_総人口,圏外65歳以上人口,圏外率,圏外総人口,圏外率_総人口,スーパー圏外65歳以上人口,スーパー圏外率,農水省_困難人口割合,農水省_困難人口,比_農水省÷本推計
43213,宇城市,57249,19992,2922,438.0,19864,56987,13645,0.6869,35681,0.6261,17683,0.8902,0.285,5677.0,0.415
02205,五所川原市,51385,18351,2237,525.0,18351,51385,12595,0.6863,33536,0.6526,16033,0.8737,0.3773,6928.0,0.55
09214,さくら市,44470,11715,2312,324.0,11715,44470,8034,0.6858,30233,0.6799,11081,0.9459,0.2781,3263.0,0.405
18322,永平寺町,18921,5624,723,498.0,5624,18921,3855,0.6855,12609,0.6664,4639,0.8249,0.4179,2357.0,0.61
40383,岡垣町,30988,10295,826,798.0,10295,30988,7051,0.6849,20407,0.6585,8840,0.8587,0.3494,3601.0,0.51
29211,葛城市,36659,10286,852,773.0,10286,36659,7042,0.6846,24014,0.6551,8606,0.8367,0.3121,3227.0,0.456
32441,川本町,3257,1458,398,234.0,1458,3257,998,0.6845,2266,0.6957,1187,0.8141,0.3667,525.0,0.536
01304,新篠津村,3038,1134,360,202.0,1134,3038,776,0.6843,1953,0.6429,989,0.8721,0.226,258.0,0.33
01585,安平町,7340,2717,623,279.0,2717,7340,1859,0.6842,4991,0.68,2564,0.9437,0.295,800.0,0.431
39307,芸西村,3689,1401,210,427.0,1401,3689,957,0.6831,2335,0.633,1066,0.7609,0.2648,394.0,0.388
15216,糸魚川市,40566,16242,1854,561.0,16242,40543,11080,0.6822,25807,0.6365,13433,0.8271,0.2581,4206.0,0.378
35210,光市,49627,17773,1793,634.0,17772,49613,12123,0.6821,31467,0.6342,15861,0.8925,0.2223,3965.0,0.326
03205,花巻市,93207,32251,7355,281.0,32251,93207,21994,0.682,59482,0.6382,27105,0.8404,0.1974,6361.0,0.289
43211,宇土市,35936,10833,1291,537.0,10833,35929,7380,0.6813,24048,0.6693,9785,0.9033,0.276,3004.0,0.405
15212,村上市,57218,22540,2541,568.0,22488,57133,15316,0.6811,36832,0.6447,18934,0.842,0.2277,5149.0,0.334
40211,筑後市,49070,13547,1393,622.0,13547,49070,9223,0.6808,31409,0.6401,12157,0.8974,0.2822,3762.0,0.415
20563,野沢温泉村,3279,1256,152,529.0,1256,3279,855,0.6807,2135,0.6511,1256,1.0,0.2874,361.0,0.422
28212,赤穂市,45767,15039,1235,779.0,15029,45750,10220,0.68,28183,0.616,12183,0.8106,0.4014,6059.0,0.59
47328,中城村,22845,4341,474,586.0,4341,22841,2952,0.68,11594,0.5076,3683,0.8484,0.2719,1118.0,0.4
39209,土佐清水市,12262,6133,780,503.0,6133,12261,4168,0.6796,8284,0.6756,4849,0.7906,0.3198,2002.0,0.471
08235,つくばみらい市,50096,13176,1724,489.0,13176,50096,8953,0.6795,30226,0.6034,12321,0.9351,0.3095,4071.0,0.456
40213,行橋市,71231,21612,2165,639.0,21612,71230,14683,0.6794,47289,0.6639,18401,0.8514,0.3317,7180.0,0.488
20210,駒ヶ根市,32208,9953,1734,367.0,9953,32208,6761,0.6793,20851,0.6474,8832,0.8874,0.2029,2013.0,0.299
07308,川俣町,12158,5064,1117,290.0,5064,12158,3439,0.6791,8260,0.6794,4523,0.8932,0.2128,1085.0,0.313
08220,つくば市,241488,45669,7082,413.0,45669,241488,31001,0.6788,134128,0.5554,41496,0.9086,0.3785,17297.0,0.558
44205,佐伯市,66340,27134,3342,520.0,27085,66249,18384,0.6788,40339,0.6089,21672,0.8001,0.2764,7560.0,0.407
46218,霧島市,122999,33781,5442,397.0,33781,122999,22927,0.6787,75659,0.6151,28226,0.8356,0.3271,11090.0,0.482
40384,遠賀町,18774,6513,546,763.0,6513,18774,4420,0.6786,12342,0.6574,5977,0.9177,0.2849,1851.0,0.42
37206,さぬき市,46835,17336,2789,398.0,17329,46830,11755,0.6783,30640,0.6543,14294,0.8249,0.2545,4420.0,0.375
14361,中井町,9310,3294,348,606.0,3294,9310,2232,0.6776,6059,0.6508,2995,0.9092,0.2906,960.0,0.429
08546,境町,24226,7018,1309,343.0,7018,24226,4751,0.677,16027,0.6616,6171,0.8793,0.1898,1332.0,0.28
39204,南国市,46686,14857,2067,460.0,14857,46686,10056,0.6769,28352,0.6073,13273,0.8934,0.2081,3091.0,0.308
39210,四万十市,32688,12010,2132,361.0,12010,32688,8120,0.6761,21123,0.6462,9483,0.7896,0.251,3017.0,0.371
06211,東根市,47757,13435,1510,569.0,13435,47757,9076,0.6755,30737,0.6436,10917,0.8126,0.234,3145.0,0.346
12443,御宿町,6872,3567,392,582.0,3567,6863,2409,0.6754,4449,0.6483,3088,0.8657,0.3717,1327.0,0.55
08205,石岡市,72991,24109,4084,378.0,24109,72991,16270,0.6749,47890,0.6561,20742,0.8603,0.2486,5960.0,0.368
30202,海南市,48256,17670,1710,661.0,17606,48137,11868,0.6741,31664,0.6578,14409,0.8184,0.3336,5912.0,0.495
01520,幌延町,2371,682,186,235.0,682,2371,459,0.673,1535,0.6474,491,0.7199,0.2622,179.0,0.39
21208,瑞浪市,37145,11640,1775,420.0,11640,37145,7830,0.6727,22243,0.5988,10445,0.8973,0.2857,3326.0,0.425
33208,総社市,69037,19426,2408,516.0,19426,69037,13054,0.672,40957,0.5933,16545,0.8517,0.3119,6052.0,0.464
12239,大網白里市,48070,15743,1952,516.0,15743,48070,10576,0.6718,29710,0.6181,13321,0.8462,0.2639,4162.0,0.393
21214,可児市,100011,27843,2294,777.0,27843,100011,18688,0.6712,61310,0.613,23266,0.8356,0.2729,7576.0,0.407
07207,須賀川市,74907,21153,3318,408.0,21153,74907,14196,0.6711,47896,0.6394,18637,0.8811,0.1884,3992.0,0.281
35216,山陽小野田市,60216,20438,2193,596.0,20433,60182,13711,0.671,38561,0.6407,17112,0.8375,0.2066,4225.0,0.308
22344,小山町,18600,5586,772,463.0,5586,18600,3745,0.6704,10836,0.5826,4761,0.8523,0.252,1404.0,0.376
02401,野辺地町,12343,4713,533,566.0,4713,12343,3156,0.6696,8056,0.6527,4133,0.8769,0.3994,1883.0,0.597
16205,氷見市,43755,17333,2428,457.0,17333,43751,11591,0.6687,29318,0.6701,14049,0.8105,0.2124,3694.0,0.318
32203,出雲市,172668,51880,8283,401.0,51880,172665,34643,0.6678,106262,0.6154,42502,0.8192,0.2499,12980.0,0.374
41204,多久市,18283,6743,989,436.0,6743,18283,4502,0.6677,12000,0.6563,5934,0.88,0.2285,1543.0,0.342
20521,坂城町,14004,5054,591,547.0,5054,14004,3374,0.6676,9401,0.6713,4585,0.9072,0.1884,945.0,0.282
02206,十和田市,60385,20312,3087,421.0,20312,60385,13556,0.6674,39235,0.6497,17265,0.85,0.3569,7253.0,0.535
47302,大宜味村,3051,1124,252,285.0,1111,3032,741,0.667,2140,0.7058,912,0.8209,0.3529,404.0,0.529
21362,関ケ原町,6603,2646,309,548.0,2646,6603,1762,0.6659,4245,0.6429,2646,1.0,0.318,842.0,0.477
24341,菰野町,40397,10516,1456,462.0,10516,40397,6999,0.6656,26243,0.6496,9154,0.8705,0.208,2211.0,0.312
41207,鹿島市,27844,9124,1265,462.0,9116,27836,6068,0.6656,18253,0.6557,7990,0.8765,0.2024,1850.0,0.304
30341,かつらぎ町,15980,6515,1016,410.0,6515,15980,4335,0.6654,10353,0.6479,4986,0.7653,0.328,2108.0,0.493
10464,玉村町,35900,9176,894,657.0,9176,35900,6104,0.6652,23928,0.6665,8492,0.9255,0.2116,1949.0,0.318
26201,福知山市,77303,22944,3501,419.0,22944,77303,15260,0.6651,45024,0.5824,18682,0.8142,0.3174,7292.0,0.477
39363,土佐町,3752,1802,423,273.0,1802,3752,1197,0.6643,2581,0.6879,1197,0.6643,0.2306,415.0,0.347
01361,江差町,7349,2798,372,481.0,2798,7349,1857,0.6637,4738,0.6447,2442,0.8728,0.3721,1059.0,0.561
42322,川棚町,13129,4342,548,507.0,4342,13129,2876,0.6624,8539,0.6504,3474,0.8001,0.3718,1640.0,0.561
47308,本部町,12400,4091,771,340.0,4091,12400,2709,0.6622,8322,0.6711,3011,0.736,0.2958,1215.0,0.447
16207,黒部市,39587,12506,1890,423.0,12489,39561,8268,0.662,24682,0.6239,10725,0.8588,0.2462,3081.0,0.372
34203,竹原市,23853,10026,1182,543.0,10026,23853,6634,0.6617,15856,0.6647,8624,0.8602,0.3188,3215.0,0.482
22219,下田市,20079,8489,1106,491.0,8478,20057,5609,0.6616,13259,0.6611,6750,0.7962,0.3778,3224.0,0.571
40204,直方市,56224,19085,1589,769.0,19085,56224,12617,0.6611,35827,0.6372,16269,0.8524,0.325,6176.0,0.492
15205,柏崎市,81485,27312,3450,507.0,27302,81463,18049,0.6611,50105,0.6151,24812,0.9088,0.2431,6661.0,0.368
31325,若桜町,2863,1393,205,435.0,1393,2863,920,0.6604,1984,0.693,920,0.6604,0.2863,399.0,0.433
17361,津幡町,36766,9006,998,578.0,9006,36766,5942,0.6598,22777,0.6195,7933,0.8809,0.1557,1407.0,0.236
19423,西桂町,4028,1229,141,558.0,1229,4028,810,0.6591,2829,0.7023,1229,1.0,0.2814,346.0,0.427
20211,中野市,42313,13651,1716,509.0,13651,42313,8979,0.6578,26389,0.6237,11921,0.8733,0.186,2542.0,0.283
07421,会津坂下町,15044,5520,739,478.0,5520,15044,3630,0.6576,9120,0.6062,5087,0.9216,0.2024,1118.0,0.308
18210,坂井市,88290,25366,2714,598.0,25366,88290,16671,0.6572,57385,0.65,21455,0.8458,0.3148,8007.0,0.479
26366,精華町,36588,9088,576,1010.0,9088,36588,5962,0.656,23237,0.6351,7944,0.8741,0.3576,3231.0,0.545
40642,吉富町,6486,2094,222,604.0,2094,6486,1373,0.6557,4015,0.619,1869,0.8926,0.3162,669.0,0.482
24212,熊野市,15941,7072,1102,411.0,7072,15938,4625,0.654,10253,0.6433,5582,0.7893,0.3806,2707.0,0.582
34204,三原市,90485,32173,4426,465.0,32119,90318,21002,0.6539,53590,0.5933,25309,0.788,0.2965,9541.0,0.453
19346,市川三郷町,14638,5521,625,565.0,5521,14638,3609,0.6537,9419,0.6435,4528,0.8201,0.305,1685.0,0.467
30204,有田市,26538,9263,804,737.0,9263,26538,6051,0.6532,16848,0.6349,7753,0.837,0.3226,2991.0,0.494
15461,湯沢町,7767,2958,412,459.0,2958,7767,1932,0.6531,4828,0.6216,2840,0.9601,0.3162,935.0,0.484
01546,清里町,3887,1497,357,268.0,1497,3887,977,0.6526,2494,0.6416,1335,0.8918,0.2503,371.0,0.383
46225,姶良市,76299,23932,2490,615.0,23932,76299,15617,0.6526,45764,0.5998,20805,0.8693,0.3201,7664.0,0.49
01693,標津町,5002,1569,413,243.0,1569,5002,1022,0.6514,3234,0.6465,1419,0.9044,0.2616,411.0,0.402
01607,浦河町,12017,4080,896,291.0,4065,12001,2647,0.6512,7435,0.6195,3853,0.9478,0.3375,1383.0,0.518
12226,富津市,42340,16068,2601,395.0,16068,42334,10454,0.6506,26371,0.6229,13434,0.8361,0.2714,4375.0,0.417
07212,南相馬市,58998,20778,3879,343.0,20778,58998,13515,0.6504,37953,0.6433,17439,0.8393,0.2405,5002.0,0.37
30422,太地町,2777,1253,127,631.0,1253,2771,815,0.6504,1964,0.7088,872,0.6959,0.4981,623.0,0.766
01544,津別町,4373,1981,388,327.0,1981,4373,1287,0.6497,2932,0.6705,1679,0.8476,0.3586,709.0,0.552
01638,中札内村,3884,1118,301,238.0,1118,3884,726,0.6494,2610,0.672,1075,0.9615,0.2618,293.0,0.403
33203,津山市,99905,30482,5294,369.0,30482,99905,19794,0.6494,58789,0.5884,25044,0.8216,0.2939,8978.0,0.453
12211,成田市,132463,31394,3830,525.0,31394,132463,20369,0.6488,71238,0.5378,27394,0.8726,0.2986,9360.0,0.46
33204,玉野市,56367,21731,1716,810.0,21669,56258,14032,0.6476,35212,0.6259,18788,0.867,0.2872,6254.0,0.444
27321,豊能町,18223,8626,444,1243.0,8626,18223,5580,0.6469,11937,0.6551,6049,0.7013,0.2968,2572.0,0.459
01578,白老町,16202,7438,926,514.0,7438,16202,4810,0.6467,10253,0.6328,6584,0.8852,0.361,2682.0,0.558
01424,奈井江町,5104,2169,336,413.0,2169,5104,1402,0.6464,3273,0.6413,1792,0.8262,0.259,567.0,0.401
01662,厚岸町,8892,3178,629,323.0,3178,8887,2054,0.6463,5908,0.6648,2771,0.8719,0.2782,885.0,0.43
15361,田上町,11260,4219,437,618.0,4219,11260,2726,0.6461,7424,0.6593,3582,0.849,0.1931,817.0,0.299
35208,岩国市,129110,46094,5230,564.0,46034,128978,29727,0.6458,74808,0.58,37113,0.8062,0.2457,11332.0,0.381
21212,土岐市,55379,17699,1766,641.0,17699,55379,11421,0.6453,34803,0.6285,15139,0.8554,0.2746,4858.0,0.426
22302,河津町,6828,2932,494,380.0,2926,6809,1887,0.6449,4121,0.6052,2467,0.8431,0.3907,1156.0,0.606
22223,御前崎市,31065,9559,1560,392.0,9559,31065,6158,0.6442,19669,0.6332,7187,0.7519,0.2422,2310.0,0.376
27216,河内長野市,101661,36027,1564,1474.0,36027,101661,23208,0.6442,60995,0.6,30768,0.854,0.381,13723.0,0.591
14364,山北町,9772,3882,406,612.0,3882,9772,2500,0.644,6263,0.6409,3417,0.8802,0.2948,1142.0,0.458
09213,那須塩原市,115030,31959,6094,336.0,31959,115030,20564,0.6434,72365,0.6291,27905,0.8731,0.2371,7591.0,0.368
36202,鳴門市,54470,19000,1977,615.0,18945,54230,12163,0.642,33626,0.6201,15026,0.7931,0.2988,5714.0,0.465
28443,福崎町,19038,5296,706,480.0,5296,19038,3399,0.6418,11435,0.6006,4528,0.855,0.3373,1840.0,0.526
18481,高浜町,10181,3266,442,473.0,3266,10181,2092,0.6405,6971,0.6847,2569,0.7866,0.4283,1407.0,0.669
01482,小平町,2974,1201,273,282.0,1201,2974,768,0.6395,1996,0.6711,1201,1.0,0.4315,518.0,0.675
03206,北上市,93003,25214,4715,342.0,25214,93003,16109,0.6389,52774,0.5674,22620,0.8971,0.2452,6189.0,0.384
39206,須崎市,20565,8368,1141,469.0,8294,20447,5299,0.6389,13165,0.6439,6543,0.7889,0.263,2198.0,0.412
11341,滑川町,19975,4687,782,384.0,4687,19975,2992,0.6384,11670,0.5842,4331,0.924,0.3211,1481.0,0.503
28215,三木市,75822,26761,2642,648.0,26761,75822,17070,0.6379,46921,0.6188,23406,0.8746,0.3324,8777.0,0.521
25211,湖南市,54385,13347,1002,853.0,13347,54385,8507,0.6374,32604,0.5995,11280,0.8451,0.3137,4200.0,0.492
41202,唐津市,116971,38150,4653,525.0,38120,116867,24298,0.6374,70069,0.5996,30733,0.8062,0.2415,9266.0,0.379
47327,北中城村,18139,4297,328,838.0,4297,18132,2739,0.6374,9941,0.5483,3505,0.8157,0.2766,1188.0,0.434
15218,五泉市,47597,17131,2083,526.0,17131,47597,10920,0.6374,29660,0.6231,15190,0.8867,0.1702,2918.0,0.267
08443,阿見町,48817,13402,1578,544.0,13402,48817,8522,0.6359,27471,0.5627,11695,0.8726,0.2822,3770.0,0.444
24204,松阪市,159204,47815,5145,595.0,47815,159202,30405,0.6359,94483,0.5935,40000,0.8366,0.2161,10326.0,0.34
47311,恩納村,10701,2587,390,425.0,2587,10701,1643,0.6351,6930,0.6476,2227,0.8608,0.2798,733.0,0.441
01346,八雲町,15748,5509,902,391.0,5496,15732,3488,0.6346,9158,0.5821,4930,0.897,0.3204,1773.0,0.505
32201,松江市,203378,59428,6421,592.0,59411,203339,37699,0.6345,116377,0.5723,46926,0.7899,0.2661,15831.0,0.419
10344,榛東村,14210,3784,685,354.0,3784,14210,2400,0.6342,9102,0.6405,3200,0.8457,0.1544,583.0,0.243
24201,津市,274408,80708,7486,690.0,80708,274406,51162,0.6339,164243,0.5985,66822,0.8279,0.2413,19485.0,0.381
03216,滝沢市,55481,14155,1826,496.0,14155,55481,8959,0.6329,31911,0.5752,12343,0.872,0.2519,3567.0,0.398
10210,富岡市,47503,16323,2189,477.0,16323,47503,10326,0.6326,29785,0.627,14226,0.8715,0.1978,3230.0,0.313
22222,伊豆市,28172,11988,1850,415.0,11988,28172,7584,0.6326,17246,0.6122,9768,0.8148,0.333,3996.0,0.526
40206,田川市,46042,15819,1504,673.0,15819,46042,10006,0.6325,29216,0.6346,13744,0.8688,0.3447,5494.0,0.545
01635,新得町,5817,2185,458,305.0,2185,5817,1379,0.6311,3906,0.6715,1841,0.8426,0.2955,650.0,0.468
44204,日田市,62676,22382,3226,444.0,22382,62676,14111,0.6305,35697,0.5695,17767,0.7938,0.2465,5517.0,0.391
09301,上三川町,31123,7373,1417,333.0,7373,31123,4648,0.6304,17907,0.5754,6496,0.8811,0.234,1699.0,0.371
26205,宮津市,16551,7180,766,600.0,7159,16513,4506,0.6294,9718,0.5885,5408,0.7554,0.3634,2633.0,0.577
01455,比布町,3520,1462,382,245.0,1462,3520,919,0.6286,2264,0.6432,1114,0.762,0.2887,422.0,0.459
45202,都城市,160610,50725,6786,478.0,50725,160610,31888,0.6286,93878,0.5845,40921,0.8067,0.2285,11576.0,0.363
40421,桂川町,12924,4526,448,647.0,4526,12924,2842,0.6279,8160,0.6314,3726,0.8232,0.3352,1516.0,0.534
01397,留寿都村,1911,499,183,175.0,499,1911,313,0.6273,1141,0.5971,381,0.7635,0.3795,187.0,0.605
45341,三股町,25625,7245,827,561.0,7245,25625,4544,0.6272,14886,0.5809,5834,0.8052,0.2245,1627.0,0.358
01514,枝幸町,7543,2687,547,314.0,2687,7543,1684,0.6267,4521,0.5994,2160,0.8039,0.2659,717.0,0.424
22305,松崎町,6038,2948,373,506.0,2920,5992,1829,0.6264,3691,0.616,2346,0.8034,0.4035,1190.0,0.644
41208,小城市,43953,12600,1650,489.0,12600,43953,7889,0.6261,27898,0.6347,10044,0.7971,0.1888,2379.0,0.302
01404,神恵内村,846,441,68,415.0,441,844,276,0.6259,456,0.5403,276,0.6259,0.4733,212.0,0.756
44203,中津市,82736,24804,3654,434.0,24804,82731,15510,0.6253,51147,0.6182,20784,0.8379,0.2945,7313.0,0.471
21205,関市,85366,26047,3250,513.0,26047,85366,16283,0.6251,51727,0.6059,21997,0.8445,0.2629,6836.0,0.421
40344,須惠町,28521,7788,437,1141.0,7788,28521,4867,0.6249,16863,0.5912,6360,0.8166,0.2356,1848.0,0.377
01371,せたな町,7328,3449,742,297.0,3449,7323,2155,0.6248,4585,0.6261,2504,0.726,0.4309,1500.0,0.69
01215,美唄市,20460,8691,1290,431.0,8691,20460,5427,0.6244,12089,0.5909,7758,0.8926,0.3789,3275.0,0.607
40224,福津市,67058,18897,1190,1016.0,18897,67058,11795,0.6242,35892,0.5352,15837,0.8381,0.3277,6190.0,0.525
06321,河北町,17635,6654,655,650.0,6654,17635,4152,0.624,10147,0.5754,5057,0.76,0.1966,1305.0,0.315
01471,中川町,1528,586,148,253.0,586,1528,365,0.6229,963,0.6302,491,0.8379,0.3365,200.0,0.54
04215,大崎市,127242,38725,7116,348.0,38725,127242,24110,0.6226,72720,0.5715,32441,0.8377,0.2492,9654.0,0.4
16206,滑川市,32255,9695,1467,423.0,9695,32255,6032,0.6222,20281,0.6288,8375,0.8638,0.231,2251.0,0.371
12213,東金市,58059,17091,2278,480.0,17091,58059,10631,0.622,33350,0.5744,14537,0.8506,0.2432,4174.0,0.391
01364,乙部町,3334,1531,215,456.0,1531,3332,952,0.6218,1876,0.563,1531,1.0,0.4095,635.0,0.658
11210,加須市,111848,33302,4176,510.0,33302,111848,20703,0.6217,68765,0.6148,29330,0.8807,0.2465,8205.0,0.397
07204,いわき市,332954,102301,11351,577.0,102292,332917,63578,0.6215,196829,0.5912,88918,0.8693,0.2517,25755.0,0.405
40205,飯塚市,126429,39746,3620,703.0,39746,126429,24689,0.6212,76443,0.6046,33123,0.8334,0.319,12675.0,0.514
12329,栄町,20068,7820,684,732.0,7820,20068,4857,0.6211,12712,0.6334,6691,0.8556,0.2411,1890.0,0.388
01602,平取町,4770,1657,593,179.0,1657,4770,1029,0.621,3209,0.6727,1331,0.8033,0.3071,516.0,0.494
09205,鹿沼市,93966,28475,4732,385.0,28475,93966,17669,0.6205,53134,0.5655,22804,0.8008,0.2375,6770.0,0.383
47359,伊平屋村,1106,329,70,301.0,329,1102,204,0.6201,705,0.6397,251,0.7629,0.3918,130.0,0.632
36388,海陽町,8269,3829,699,351.0,3829,8269,2370,0.619,5421,0.6556,2884,0.7532,0.4382,1697.0,0.708
04421,大和町,29062,6577,1025,411.0,6577,29062,4067,0.6184,14566,0.5012,5593,0.8504,0.2583,1679.0,0.418
02204,黒石市,31904,10906,1075,649.0,10906,31904,6741,0.6181,20006,0.6271,9142,0.8383,0.3284,3593.0,0.531
19213,甲州市,29192,10721,1664,412.0,10721,29192,6626,0.618,17357,0.5946,8911,0.8312,0.2785,2985.0,0.451
33445,里庄町,11164,3537,411,551.0,3537,11164,2185,0.6178,6371,0.5707,2903,0.8208,0.3312,1144.0,0.536
37205,観音寺市,57355,19418,2520,493.0,19418,57355,11982,0.6171,33967,0.5922,15610,0.8039,0.2174,4225.0,0.352
01458,東川町,8318,2752,668,264.0,2752,8318,1698,0.617,4952,0.5953,2142,0.7783,0.2971,820.0,0.482
15222,上越市,188009,61444,7571,519.0,61436,187995,37863,0.6163,109763,0.5839,50969,0.8296,0.2197,13500.0,0.356
20541,小布施町,10673,3746,351,683.0,3746,10673,2308,0.6161,6472,0.6064,3472,0.9269,0.2121,795.0,0.344
20208,小諸市,41027,13774,1902,463.0,13774,41027,8484,0.6159,25923,0.6319,10797,0.7839,0.2045,2816.0,0.332
38210,伊予市,35081,11938,1621,471.0,11929,35069,7337,0.6151,20005,0.5704,9932,0.8326,0.2668,3200.0,0.434
07342,鏡石町,12387,3418,582,376.0,3418,12387,2102,0.615,6983,0.5637,2898,0.8479,0.1607,553.0,0.261
17206,加賀市,63198,22677,2205,658.0,22677,63193,13943,0.6149,39531,0.6256,17829,0.7862,0.179,4059.0,0.291
01516,豊富町,3974,1354,330,263.0,1354,3974,832,0.6145,2541,0.6394,931,0.6876,0.274,372.0,0.446
01483,苫前町,2930,1190,291,262.0,1190,2930,731,0.6143,1793,0.6119,1190,1.0,0.4327,513.0,0.704
10345,吉岡町,21794,5223,708,472.0,5223,21794,3206,0.6138,14154,0.6494,4683,0.8966,0.2029,1058.0,0.331
18209,越前市,80567,23708,2704,561.0,23708,80567,14548,0.6136,48797,0.6057,19102,0.8057,0.304,7216.0,0.495
01637,芽室町,18049,5528,997,355.0,5528,18049,3390,0.6132,10546,0.5843,4754,0.86,0.1804,998.0,0.294
35215,周南市,137612,44783,4609,622.0,44729,137505,27429,0.6132,76378,0.5555,35716,0.7985,0.2298,10280.0,0.375
36203,小松島市,36311,12588,1341,601.0,12581,36289,7706,0.6125,22652,0.6242,10592,0.8419,0.2749,3444.0,0.449
10209,藤岡市,63263,20506,2380,551.0,20506,63263,12557,0.6124,36583,0.5783,17817,0.8689,0.2005,4108.0,0.328
28219,三田市,109151,28831,2555,722.0,28831,109151,17652,0.6123,64668,0.5925,22047,0.7647,0.3666,10577.0,0.599
20203,上田市,154041,47117,5268,572.0,47117,154041,28835,0.612,93893,0.6095,39829,0.8453,0.2162,10191.0,0.353
05202,能代市,49959,20769,2007,662.0,20769,49959,12707,0.6118,29908,0.5987,17160,0.8262,0.3384,7028.0,0.553
01401,共和町,5731,1816,584,199.0,1816,5731,1109,0.6107,3547,0.6189,1806,0.9945,0.3733,682.0,0.611
31203,倉吉市,46672,16080,1993,516.0,16080,46672,9812,0.6102,27381,0.5867,12695,0.7895,0.2419,3879.0,0.396
35203,山口市,193836,56284,7445,484.0,56253,193819,34315,0.61,105380,0.5437,46504,0.8267,0.2197,12343.0,0.36
29363,田原本町,31219,9998,702,911.0,9998,31219,6096,0.6097,17265,0.553,7761,0.7763,0.2704,2693.0,0.443
39302,奈半利町,3001,1404,173,519.0,1399,2984,853,0.6097,1681,0.5633,1119,0.7999,0.3658,519.0,0.6
34208,府中市,37675,14406,1794,514.0,14406,37675,8768,0.6086,21637,0.5743,10430,0.724,0.2386,3429.0,0.392
35321,和木町,5931,1622,122,851.0,1622,5931,987,0.6085,3210,0.5412,1494,0.9211,0.2578,424.0,0.424
17211,能美市,48400,12659,1273,636.0,12659,48400,7696,0.6079,27746,0.5733,10639,0.8404,0.1783,2262.0,0.293
19212,上野原市,22660,8252,1077,490.0,8252,22660,5016,0.6079,12743,0.5624,6498,0.7874,0.3461,2857.0,0.569
47360,伊是名村,1307,408,85,307.0,408,1307,248,0.6078,815,0.6236,328,0.8039,0.4244,173.0,0.698
20215,塩尻市,67267,19157,2142,572.0,19157,67267,11643,0.6078,36989,0.5499,15759,0.8226,0.2397,4592.0,0.394
39205,土佐市,25638,9413,1189,507.0,9413,25638,5718,0.6075,15394,0.6004,7055,0.7495,0.1855,1755.0,0.305
24344,川越町,14790,2773,283,627.0,2773,14790,1684,0.6073,9099,0.6152,2587,0.9329,0.2769,789.0,0.456
21404,池田町,23370,6934,885,501.0,6934,23370,4209,0.607,14788,0.6328,5476,0.7897,0.2459,1699.0,0.405
08207,結城市,50494,15155,2023,479.0,15155,50494,9169,0.605,28715,0.5687,13043,0.8606,0.2459,3784.0,0.406
18204,小浜市,28793,9207,1196,493.0,9207,28793,5570,0.605,16657,0.5785,7413,0.8051,0.3676,3411.0,0.608
39212,香美市,26440,10100,1558,415.0,10100,26440,6104,0.6044,14222,0.5379,7823,0.7746,0.325,3290.0,0.538
45401,高鍋町,19898,6502,905,460.0,6502,19898,3929,0.6043,11199,0.5628,4973,0.7648,0.236,1534.0,0.391
19214,中央市,31318,7543,750,644.0,7543,31318,4558,0.6043,17412,0.556,5899,0.782,0.2892,2183.0,0.479
30404,上富田町,15107,4081,636,411.0,4081,15107,2465,0.604,9089,0.6016,3079,0.7545,0.3362,1383.0,0.557
06203,鶴岡市,122216,42957,4641,592.0,42906,122123,25900,0.6036,69762,0.5712,32402,0.7552,0.2232,9597.0,0.37
22226,牧之原市,43382,13773,2054,429.0,13773,43382,8307,0.6031,25438,0.5864,10539,0.7652,0.2319,3208.0,0.384
17202,七尾市,49934,19220,2778,443.0,19183,49815,11560,0.6026,29669,0.5956,14422,0.7518,0.2229,4317.0,0.37
01668,白糠町,7286,3038,519,375.0,3035,7268,1828,0.6023,4353,0.5989,2529,0.8333,0.2794,856.0,0.464
01233,伊達市,32802,12594,1422,567.0,12594,32798,7584,0.6022,18574,0.5663,10932,0.868,0.3386,4267.0,0.562
01334,木古内町,3774,1895,318,381.0,1880,3750,1132,0.6021,2335,0.6227,1286,0.684,0.3021,576.0,0.502
11216,羽生市,52887,15840,1974,514.0,15840,52887,9536,0.602,30925,0.5847,12198,0.7701,0.2354,3724.0,0.391
40382,水巻町,27888,9263,448,1323.0,9263,27888,5574,0.6017,18656,0.669,7702,0.8315,0.3345,3113.0,0.556
29362,三宅町,6404,2306,170,868.0,2306,6404,1386,0.601,3848,0.6009,2306,1.0,0.4132,963.0,0.688
01216,芦別市,12555,6007,776,495.0,6007,12555,3608,0.6006,7092,0.5649,4901,0.8159,0.3381,2027.0,0.563
01636,清水町,9092,3388,763,284.0,3388,9092,2034,0.6004,5824,0.6406,2853,0.8421,0.243,823.0,0.405
09203,栃木市,155549,49199,6899,456.0,49199,155549,29532,0.6003,88697,0.5702,41326,0.84,0.2557,12576.0,0.426
08341,東海村,37941,9494,1157,525.0,9494,37941,5692,0.5995,19801,0.5219,8483,0.8935,0.2881,2741.0,0.48
29209,生駒市,116693,33372,1635,1306.0,33372,116693,20007,0.5995,66587,0.5706,24952,0.7477,0.331,11065.0,0.552
