市区町村コード,市区町村名,総65歳以上人口,圏外65歳以上人口_変種A,圏外率_変種A,圏外65歳以上人口_supermarketのみ,圏外65歳以上人口_変種C125,圏外率_変種C125,農水省_困難人口割合,農水省_困難人口,比_農水省÷変種A,比_農水省÷変種C125
11383,神川町,4409,3664,0.831,3997,2527,0.5731,0.2009,880.0,0.242,0.35
40402,鞍手町,5932,4926,0.8304,5315,4031,0.6795,0.2871,1698.0,0.346,0.422
01483,苫前町,1190,988,0.8303,1190,660,0.5546,0.4327,513.0,0.521,0.78
08230,かすみがうら市,12836,10657,0.8302,12066,7299,0.5686,0.2367,3025.0,0.285,0.416
46392,さつま町,8444,7009,0.8301,7548,5759,0.682,0.3899,3293.0,0.47,0.572
01632,士幌町,1959,1626,0.83,1913,1316,0.6718,0.245,475.0,0.295,0.365
06361,金山町,1876,1557,0.83,1846,1418,0.7559,0.2172,408.0,0.262,0.287
27382,河南町,4884,4053,0.8299,4527,2993,0.6128,0.4566,2238.0,0.55,0.745
36208,三好市,10896,9040,0.8297,9915,7575,0.6952,0.3613,3927.0,0.436,0.52
08542,五霞町,2725,2259,0.829,2705,1673,0.6139,0.2306,630.0,0.278,0.376
42207,平戸市,11996,9945,0.829,10863,8546,0.7124,0.4573,5557.0,0.552,0.642
06365,大蔵村,1180,978,0.8288,1134,903,0.7653,0.2358,280.0,0.285,0.308
40227,嘉麻市,14331,11875,0.8286,13357,8827,0.6159,0.3204,4595.0,0.387,0.52
31384,日吉津村,980,812,0.8286,871,400,0.4082,0.2011,198.0,0.243,0.493
20213,飯山市,7434,6159,0.8285,6982,4811,0.6472,0.2062,1535.0,0.249,0.319
01520,幌延町,682,565,0.8284,597,455,0.6672,0.2622,179.0,0.316,0.393
01345,森町,5520,4572,0.8283,5047,3116,0.5645,0.278,1538.0,0.336,0.492
08216,笠間市,23406,19387,0.8283,22194,14644,0.6257,0.261,6114.0,0.315,0.417
01559,湧別町,3246,2688,0.8281,3174,2003,0.6171,0.279,906.0,0.337,0.452
39206,須崎市,8368,6929,0.828,7801,4720,0.5641,0.263,2198.0,0.318,0.466
01550,置戸町,1255,1039,0.8279,1085,794,0.6327,0.2935,365.0,0.354,0.464
12410,横芝光町,8317,6885,0.8278,7891,5059,0.6083,0.2045,1696.0,0.247,0.336
43432,西原村,2014,1667,0.8277,1847,1291,0.641,0.1907,386.0,0.23,0.298
03321,紫波町,10110,8363,0.8272,9536,6711,0.6638,0.1676,1691.0,0.203,0.253
01464,和寒町,1411,1167,0.8271,1307,534,0.3785,0.3369,476.0,0.407,0.89
08215,北茨城市,14335,11855,0.827,13298,9036,0.6303,0.2883,4133.0,0.349,0.457
40647,築上町,6564,5428,0.8269,6436,3942,0.6005,0.3552,2332.0,0.429,0.591
16321,舟橋村,551,455,0.8258,551,376,0.6824,0.2735,173.0,0.331,0.401
46221,志布志市,10548,8711,0.8258,9721,7098,0.6729,0.3655,3842.0,0.443,0.543
03209,一関市,41318,34114,0.8256,37190,28746,0.6957,0.2211,9134.0,0.268,0.318
16342,入善町,8746,7220,0.8255,8380,6087,0.696,0.2419,2124.0,0.293,0.348
23561,設楽町,2268,1872,0.8254,2176,1464,0.6455,0.349,790.0,0.423,0.541
01370,今金町,2078,1715,0.8253,2078,1311,0.6309,0.3674,767.0,0.445,0.582
06382,川西町,5676,4684,0.8252,5406,4137,0.7289,0.1745,991.0,0.211,0.239
29362,三宅町,2306,1903,0.8252,2306,1422,0.6167,0.4132,963.0,0.501,0.67
07547,浪江町,576,475,0.8247,531,322,0.559,0.058,33.0,0.07,0.104
01517,礼文町,843,695,0.8244,703,691,0.8197,0.5373,489.0,0.652,0.655
21219,郡上市,14608,12042,0.8243,13534,9973,0.6827,0.2994,4375.0,0.363,0.439
06401,小国町,2882,2375,0.8241,2609,2088,0.7245,0.3347,965.0,0.406,0.462
01452,鷹栖町,2293,1889,0.8238,2031,1368,0.5966,0.2716,617.0,0.33,0.455
47355,粟国村,244,201,0.8238,244,120,0.4918,0.6207,154.0,0.753,1.262
07447,会津美里町,7528,6200,0.8236,7152,4883,0.6486,0.2033,1530.0,0.247,0.313
06461,遊佐町,5489,4520,0.8235,4731,4149,0.7559,0.2227,1227.0,0.27,0.295
03207,久慈市,11025,9079,0.8235,10220,7447,0.6755,0.3157,3475.0,0.383,0.467
29402,明日香村,2135,1758,0.8234,1992,1214,0.5686,0.3199,682.0,0.388,0.563
25425,愛荘町,4595,3783,0.8233,4464,3128,0.6807,0.3091,1420.0,0.375,0.454
01581,厚真町,1618,1332,0.8232,1548,1020,0.6304,0.323,521.0,0.392,0.512
37322,土庄町,5453,4488,0.823,4768,3094,0.5674,0.3266,1805.0,0.397,0.576
20450,山形村,2454,2019,0.8227,2387,1833,0.7469,0.1593,388.0,0.194,0.213
33209,高梁市,11925,9807,0.8224,11308,8438,0.7076,0.4531,5394.0,0.551,0.64
04324,川崎町,3213,2642,0.8223,3099,2165,0.6738,0.2015,647.0,0.245,0.299
31302,岩美町,4036,3318,0.8221,3672,2986,0.7398,0.2587,1049.0,0.315,0.35
04444,色麻町,2339,1922,0.8217,2262,1588,0.6789,0.1791,420.0,0.218,0.264
37341,三木町,8429,6921,0.8211,7840,5165,0.6128,0.2428,2050.0,0.296,0.396
43506,湯前町,1609,1321,0.821,1468,1111,0.6905,0.3209,514.0,0.391,0.465
02384,鶴田町,4562,3744,0.8207,4272,3270,0.7168,0.4164,1905.0,0.507,0.581
02210,平川市,10779,8845,0.8206,10035,6612,0.6134,0.3695,3982.0,0.45,0.602
05463,羽後町,5438,4459,0.82,5012,4133,0.76,0.3173,1725.0,0.387,0.418
43215,天草市,30138,24709,0.8199,26589,21462,0.7121,0.3836,11897.0,0.468,0.539
46213,西之表市,5587,4579,0.8196,5233,4098,0.7335,0.4407,2467.0,0.538,0.601
07214,本宮市,8582,7028,0.8189,8049,4980,0.5803,0.173,1484.0,0.211,0.298
40605,川崎町,5917,4840,0.818,5402,3734,0.6311,0.328,1946.0,0.401,0.52
11347,吉見町,6138,5020,0.8179,5893,4367,0.7115,0.1954,1201.0,0.239,0.275
29443,下市町,2352,1923,0.8176,2270,1295,0.5506,0.3417,806.0,0.418,0.621
01471,中川町,586,479,0.8174,516,358,0.6109,0.3365,200.0,0.412,0.551
32204,益田市,17014,13901,0.817,15271,10462,0.6149,0.3179,5410.0,0.389,0.517
04362,山元町,4944,4039,0.8169,4823,3049,0.6167,0.2718,1344.0,0.333,0.441
01641,大樹町,1976,1614,0.8168,1838,1266,0.6407,0.2798,555.0,0.343,0.437
01456,愛別町,1206,985,0.8167,1069,871,0.7222,0.3009,363.0,0.368,0.417
46215,薩摩川内市,29684,24244,0.8167,28141,18302,0.6166,0.3634,10793.0,0.445,0.589
35211,長門市,14159,11562,0.8166,12907,10101,0.7134,0.2653,3799.0,0.325,0.372
01608,様似町,1703,1390,0.8162,1484,1011,0.5937,0.2784,476.0,0.341,0.469
12235,匝瑳市,12707,10371,0.8162,11448,7661,0.6029,0.1815,2283.0,0.222,0.301
31371,琴浦町,6028,4920,0.8162,5532,3975,0.6594,0.2327,1403.0,0.285,0.353
33461,矢掛町,5189,4233,0.8158,4683,3769,0.7263,0.2851,1485.0,0.35,0.393
20220,安曇野市,29858,24343,0.8153,27389,18453,0.618,0.2105,6302.0,0.258,0.341
01396,真狩村,698,569,0.8152,659,472,0.6762,0.2859,202.0,0.351,0.423
45205,小林市,16233,13233,0.8152,15337,10957,0.675,0.2768,4492.0,0.34,0.41
01367,奥尻町,973,793,0.815,871,695,0.7143,0.4681,467.0,0.574,0.655
33216,浅口市,11949,9735,0.8147,11047,6857,0.5739,0.3111,3748.0,0.382,0.542
40229,みやま市,13587,11068,0.8146,12143,8951,0.6588,0.2915,4007.0,0.358,0.442
45208,西都市,10829,8820,0.8145,9829,7368,0.6804,0.254,2750.0,0.312,0.373
20422,上松町,1763,1436,0.8145,1698,1215,0.6892,0.319,559.0,0.392,0.463
05303,小坂町,2149,1750,0.8143,1941,1498,0.6971,0.3896,836.0,0.478,0.559
07210,二本松市,18377,14965,0.8143,16663,11839,0.6442,0.2031,3739.0,0.249,0.315
30381,美浜町,2580,2101,0.8143,2508,1652,0.6403,0.3215,825.0,0.395,0.502
01362,上ノ国町,1859,1513,0.8139,1647,1337,0.7192,0.4079,762.0,0.501,0.567
36489,東みよし町,4986,4057,0.8137,4440,2691,0.5397,0.2938,1460.0,0.361,0.544
41401,有田町,6718,5466,0.8136,6201,3704,0.5514,0.2352,1580.0,0.289,0.427
02406,横浜町,1678,1365,0.8135,1678,1048,0.6246,0.5247,887.0,0.645,0.84
17463,能登町,7742,6298,0.8135,6928,5357,0.6919,0.2416,1911.0,0.297,0.349
37207,東かがわ市,11939,9709,0.8132,11278,6660,0.5578,0.2619,3140.0,0.322,0.469
05207,湯沢市,16927,13761,0.813,15523,10828,0.6397,0.3325,5627.0,0.409,0.52
02442,五戸町,6457,5246,0.8125,6173,4500,0.6969,0.4024,2602.0,0.495,0.577
03213,二戸市,9511,7728,0.8125,8837,6207,0.6526,0.2944,2800.0,0.362,0.451
16209,小矢部市,10841,8805,0.8122,10572,6608,0.6095,0.1928,2086.0,0.237,0.316
22219,下田市,8489,6895,0.8122,7165,5811,0.6845,0.3778,3224.0,0.465,0.552
01584,洞爺湖町,3663,2974,0.8119,3496,2356,0.6432,0.4112,1513.0,0.506,0.639
01649,浦幌町,1844,1497,0.8118,1763,1068,0.5792,0.1801,336.0,0.222,0.311
01586,むかわ町,3110,2524,0.8116,2870,1863,0.599,0.2758,861.0,0.34,0.46
12239,大網白里市,15743,12773,0.8113,14407,9634,0.612,0.2639,4162.0,0.325,0.431
01549,訓子府町,1817,1474,0.8112,1751,1147,0.6313,0.2449,448.0,0.302,0.388
16323,立山町,8302,6733,0.811,7799,5161,0.6217,0.2459,2034.0,0.303,0.396
35210,光市,17773,14397,0.81,17061,10310,0.5801,0.2223,3965.0,0.274,0.383
25442,甲良町,2107,1706,0.8097,1835,1228,0.5828,0.2879,610.0,0.356,0.494
34209,三次市,18556,15008,0.8088,16317,12363,0.6663,0.269,4959.0,0.333,0.404
03441,住田町,2288,1850,0.8086,2149,1744,0.7622,0.2879,658.0,0.356,0.378
32206,安来市,13834,11181,0.8082,13276,8851,0.6398,0.2208,3055.0,0.273,0.345
47353,渡嘉敷村,146,118,0.8082,118,114,0.7808,0.5116,75.0,0.633,0.655
45382,国富町,6861,5543,0.8079,5940,4490,0.6544,0.2377,1629.0,0.294,0.363
05212,大仙市,29923,24164,0.8075,27307,19674,0.6575,0.3171,9471.0,0.393,0.482
10208,渋川市,26290,21220,0.8072,24766,15186,0.5776,0.1868,4910.0,0.231,0.323
12218,勝浦市,7261,5860,0.8071,6702,4788,0.6594,0.381,2777.0,0.472,0.578
43428,高森町,2498,2015,0.8066,2120,1383,0.5536,0.3346,837.0,0.415,0.604
02361,藤崎町,4766,3843,0.8063,4414,2200,0.4616,0.3751,1799.0,0.465,0.813
11363,長瀞町,2698,2175,0.8062,2463,1765,0.6542,0.1996,538.0,0.248,0.305
20403,高森町,4176,3364,0.8056,3866,2604,0.6236,0.1894,788.0,0.235,0.304
46505,屋久島町,4283,3449,0.8053,3833,2746,0.6411,0.4741,2046.0,0.589,0.739
35344,平生町,5123,4125,0.8052,4753,3777,0.7373,0.2178,1119.0,0.27,0.295
26212,京丹後市,19245,15489,0.8048,16993,12407,0.6447,0.2928,5649.0,0.364,0.454
29446,天川村,602,484,0.804,562,378,0.6279,0.3564,213.0,0.443,0.568
05209,鹿角市,11838,9515,0.8038,11173,6953,0.5873,0.3714,4398.0,0.462,0.632
43208,山鹿市,18611,14955,0.8036,17040,11869,0.6377,0.2967,5519.0,0.369,0.465
24211,鳥羽市,6702,5385,0.8035,5868,4445,0.6632,0.3087,2125.0,0.384,0.465
36205,吉野川市,14661,11776,0.8032,13031,8705,0.5938,0.3087,4528.0,0.384,0.52
32501,津和野町,3348,2688,0.8029,2713,2390,0.7139,0.4121,1375.0,0.513,0.577
38356,上島町,2881,2312,0.8025,2765,2088,0.7247,0.4907,1449.0,0.611,0.677
41206,武雄市,15076,12097,0.8024,13068,9656,0.6405,0.2066,3112.0,0.257,0.323
30401,白浜町,7978,6399,0.8021,7198,4937,0.6188,0.3979,3190.0,0.496,0.643
20561,山ノ内町,4766,3821,0.8017,4280,2824,0.5925,0.2448,1166.0,0.305,0.413
15361,田上町,4219,3382,0.8016,3797,2035,0.4823,0.1931,817.0,0.241,0.4
38207,大洲市,14911,11949,0.8014,13596,9210,0.6177,0.2849,4261.0,0.356,0.461
07213,伊達市,20901,16747,0.8013,19266,12094,0.5786,0.2008,4219.0,0.251,0.347
06364,真室川町,3015,2415,0.801,2752,2339,0.7758,0.2,601.0,0.25,0.258
20563,野沢温泉村,1256,1006,0.801,1256,843,0.6712,0.2874,361.0,0.359,0.428
06428,庄内町,7590,6079,0.8009,7191,4913,0.6473,0.2049,1553.0,0.256,0.317
43213,宇城市,19992,15995,0.8001,18444,11271,0.5638,0.285,5677.0,0.356,0.506
08214,高萩市,9916,7931,0.7998,8909,4970,0.5012,0.2918,2889.0,0.365,0.582
03203,大船渡市,13050,10434,0.7995,11916,7213,0.5527,0.2456,3206.0,0.307,0.444
12223,鴨川市,12310,9841,0.7994,11616,7680,0.6239,0.3432,4247.0,0.429,0.55
01646,本別町,2759,2205,0.7992,2487,1780,0.6452,0.2722,750.0,0.341,0.422
35204,萩市,19372,15479,0.799,16832,11497,0.5935,0.2666,5229.0,0.334,0.449
06212,尾花沢市,6225,4971,0.7986,5395,4412,0.7088,0.1936,1206.0,0.242,0.273
19207,韮崎市,8880,7089,0.7983,8314,5600,0.6306,0.2729,2430.0,0.342,0.433
12236,香取市,26660,21280,0.7982,24031,16425,0.6161,0.1728,4607.0,0.216,0.28
08211,常総市,18333,14628,0.7979,16003,11069,0.6038,0.2201,4032.0,0.276,0.365
07483,塙町,3171,2528,0.7972,2929,2330,0.7348,0.2009,642.0,0.252,0.273
28226,淡路市,16120,12849,0.7971,14264,9429,0.5849,0.4573,7439.0,0.574,0.782
44207,津久見市,7097,5654,0.7967,6763,4455,0.6277,0.3112,2252.0,0.391,0.496
32207,江津市,9012,7179,0.7966,8263,5346,0.5932,0.3404,3067.0,0.427,0.574
04212,登米市,27022,21512,0.7961,25321,17952,0.6643,0.2047,5518.0,0.257,0.308
28229,たつの市,22955,18275,0.7961,21363,14078,0.6133,0.3235,7427.0,0.406,0.527
04213,栗原市,26139,20806,0.796,23738,16870,0.6454,0.2297,6018.0,0.289,0.356
19425,山中湖村,1767,1406,0.7957,1725,1197,0.6774,0.1925,333.0,0.242,0.284
21383,安八町,4112,3271,0.7955,3707,2231,0.5426,0.1973,811.0,0.248,0.364
09214,さくら市,11715,9318,0.7954,11198,6848,0.5845,0.2781,3263.0,0.35,0.476
29345,安堵町,2331,1854,0.7954,2331,1208,0.5182,0.4515,1149.0,0.568,0.871
01459,美瑛町,3763,2992,0.7951,2992,2126,0.565,0.2851,1069.0,0.359,0.505
05215,仙北市,10534,8373,0.7949,9069,6827,0.6481,0.3384,3565.0,0.426,0.522
10382,下仁田町,3336,2651,0.7947,3028,1915,0.574,0.1895,633.0,0.238,0.33
28218,小野市,13857,11008,0.7944,13093,8829,0.6372,0.3612,5000.0,0.455,0.567
01436,雨竜町,1015,806,0.7941,1015,656,0.6463,0.2476,250.0,0.312,0.383
20482,松川村,3298,2618,0.7938,3223,2053,0.6225,0.1945,643.0,0.245,0.312
45207,串間市,7187,5704,0.7937,5806,4579,0.6371,0.3103,2232.0,0.391,0.487
01334,木古内町,1895,1504,0.7937,1535,995,0.5251,0.3021,576.0,0.381,0.575
24215,志摩市,18709,14850,0.7937,17149,11650,0.6227,0.2871,5403.0,0.362,0.461
07542,楢葉町,1388,1101,0.7932,1290,917,0.6607,0.1919,266.0,0.242,0.29
08228,坂東市,15781,12514,0.793,13979,9726,0.6163,0.1934,3050.0,0.244,0.314
45204,日南市,19556,15508,0.793,17534,11155,0.5704,0.2943,5769.0,0.371,0.516
04581,女川町,2336,1852,0.7928,2065,1099,0.4705,0.3776,881.0,0.476,0.803
11365,小鹿野町,4241,3362,0.7927,3831,2750,0.6484,0.218,926.0,0.275,0.336
26344,宇治田原町,2681,2125,0.7926,2320,1489,0.5554,0.2447,657.0,0.309,0.441
01454,当麻町,2669,2115,0.7924,2209,1489,0.5579,0.2834,754.0,0.358,0.508
18404,南越前町,3747,2968,0.7921,3590,2797,0.7465,0.296,1115.0,0.374,0.397
24210,亀山市,12762,10105,0.7918,11436,6961,0.5454,0.2322,2966.0,0.293,0.426
20210,駒ヶ根市,9953,7879,0.7916,8980,5484,0.551,0.2029,2013.0,0.256,0.368
33212,瀬戸内市,12378,9794,0.7912,11393,6990,0.5647,0.3186,3957.0,0.403,0.564
20521,坂城町,5054,3996,0.7907,4724,2028,0.4013,0.1884,945.0,0.238,0.469
05368,大潟村,954,754,0.7904,840,546,0.5723,0.2943,281.0,0.372,0.514
30341,かつらぎ町,6515,5149,0.7903,5717,3759,0.577,0.328,2108.0,0.415,0.569
14361,中井町,3294,2603,0.7902,3192,1965,0.5965,0.2906,960.0,0.368,0.487
21362,関ケ原町,2646,2091,0.7902,2646,1710,0.6463,0.318,842.0,0.402,0.492
07308,川俣町,5064,4000,0.7899,4649,2921,0.5768,0.2128,1085.0,0.269,0.369
46216,日置市,16604,13116,0.7899,14724,10516,0.6333,0.3346,5563.0,0.424,0.528
28213,西脇市,12971,10244,0.7898,12229,7530,0.5805,0.3176,4120.0,0.402,0.547
47303,東村,585,462,0.7897,507,251,0.4291,0.2803,165.0,0.355,0.653
39204,南国市,14857,11732,0.7897,14250,8923,0.6006,0.2081,3091.0,0.264,0.347
32441,川本町,1458,1151,0.7894,1304,974,0.668,0.3667,525.0,0.465,0.549
05211,潟上市,11220,8854,0.7891,10723,6458,0.5756,0.3696,4147.0,0.468,0.642
01601,日高町,4081,3217,0.7883,3951,2745,0.6726,0.3211,1304.0,0.407,0.477
07205,白河市,17597,13872,0.7883,15224,9579,0.5444,0.2219,3893.0,0.281,0.408
20217,佐久市,30208,23811,0.7882,27087,16118,0.5336,0.2291,6912.0,0.291,0.429
01547,小清水町,1765,1391,0.7881,1765,1081,0.6125,0.2336,414.0,0.296,0.381
46208,出水市,17328,13650,0.7877,15590,9331,0.5385,0.3364,5844.0,0.427,0.625
10421,中之条町,6302,4963,0.7875,5755,3838,0.609,0.2516,1584.0,0.32,0.413
26365,和束町,1651,1300,0.7874,1404,1104,0.6687,0.2549,422.0,0.324,0.381
20214,茅野市,17045,13419,0.7873,15585,9775,0.5735,0.2534,4324.0,0.322,0.442
12403,九十九里町,5958,4689,0.787,5519,3282,0.5509,0.2202,1304.0,0.28,0.4
11346,川島町,6965,5481,0.7869,6498,4166,0.5981,0.2153,1501.0,0.274,0.36
01555,遠軽町,7236,5693,0.7868,6581,3312,0.4577,0.3184,2302.0,0.405,0.696
35212,柳井市,11902,9363,0.7867,10693,7071,0.5941,0.2611,3134.0,0.332,0.44
01218,赤平市,4661,3666,0.7865,4159,2926,0.6278,0.3811,1779.0,0.485,0.607
44213,由布市,11177,8789,0.7863,9553,7163,0.6409,0.2565,2872.0,0.326,0.4
23221,新城市,16026,12592,0.7857,15110,9629,0.6008,0.2648,4245.0,0.337,0.441
06324,大江町,3035,2384,0.7855,3035,1903,0.627,0.225,683.0,0.286,0.359
39402,佐川町,5039,3957,0.7853,4408,3192,0.6335,0.2208,1117.0,0.281,0.349
25203,長浜市,32353,25402,0.7852,28925,20057,0.6199,0.3068,9925.0,0.391,0.495
01642,広尾町,2519,1978,0.7852,2296,1618,0.6423,0.2845,716.0,0.362,0.443
37206,さぬき市,17336,13608,0.785,15848,10739,0.6195,0.2545,4420.0,0.324,0.411
40220,宗像市,28248,22140,0.7838,24985,13893,0.4918,0.3466,9801.0,0.442,0.705
30362,広川町,2390,1872,0.7833,2390,1325,0.5544,0.3671,886.0,0.469,0.662
28221,丹波篠山市,13870,10861,0.7831,12451,8628,0.6221,0.3885,5385.0,0.496,0.625
01514,枝幸町,2687,2103,0.7827,2485,1538,0.5724,0.2659,717.0,0.34,0.465
43206,玉名市,22020,17235,0.7827,19813,13731,0.6236,0.2886,6345.0,0.369,0.463
12421,一宮町,3860,3021,0.7826,3544,1977,0.5122,0.3002,1168.0,0.384,0.586
34212,東広島市,45688,35743,0.7823,42058,27416,0.6001,0.3309,15134.0,0.423,0.551
39203,安芸市,6643,5197,0.7823,5417,4161,0.6264,0.2816,1869.0,0.36,0.45
33207,井原市,14335,11212,0.7821,12444,8766,0.6115,0.3062,4396.0,0.392,0.501
24212,熊野市,7072,5530,0.782,6435,3613,0.5109,0.3806,2707.0,0.487,0.745
43505,多良木町,3844,3006,0.782,3543,2429,0.6319,0.3159,1225.0,0.404,0.5
01485,初山別村,417,326,0.7818,389,281,0.6739,0.419,176.0,0.536,0.622
30391,みなべ町,3932,3072,0.7813,3603,2608,0.6633,0.3082,1211.0,0.394,0.465
44341,日出町,8453,6603,0.7811,7490,4922,0.5823,0.2581,2196.0,0.33,0.443
10210,富岡市,16323,12746,0.7809,14822,7473,0.4578,0.1978,3230.0,0.253,0.432
40604,糸田町,3177,2481,0.7809,2864,2147,0.6758,0.3614,1162.0,0.463,0.535
09210,大田原市,20792,16233,0.7807,18788,12106,0.5822,0.2852,5910.0,0.365,0.49
24208,名張市,24768,19329,0.7804,23057,14749,0.5955,0.2519,6257.0,0.323,0.423
41209,嬉野市,9203,7181,0.7803,8095,5708,0.6202,0.2263,2086.0,0.29,0.365
44462,玖珠町,5519,4304,0.7799,5017,3588,0.6501,0.2604,1439.0,0.334,0.401
24216,伊賀市,29010,22622,0.7798,26031,18404,0.6344,0.2474,7157.0,0.317,0.39
40225,うきは市,9863,7690,0.7797,9147,5669,0.5748,0.2665,2632.0,0.342,0.464
05361,五城目町,4099,3195,0.7795,3574,2684,0.6548,0.4078,1647.0,0.523,0.623
01482,小平町,1201,936,0.7794,1201,623,0.5187,0.4315,518.0,0.554,0.832
43210,菊池市,15728,12256,0.7792,15087,9927,0.6312,0.2802,4429.0,0.36,0.444
21215,山県市,9147,7123,0.7787,8262,5647,0.6174,0.2487,2267.0,0.319,0.403
16210,南砺市,18795,14633,0.7786,15974,12498,0.665,0.207,3881.0,0.266,0.311
01668,白糠町,3038,2364,0.7781,2883,1852,0.6096,0.2794,856.0,0.359,0.458
28208,相生市,10401,8093,0.7781,9753,5594,0.5378,0.3574,3722.0,0.459,0.665
30390,印南町,2849,2215,0.7775,2616,1956,0.6866,0.38,1085.0,0.489,0.554
01609,えりも町,1432,1113,0.7772,1309,1091,0.7619,0.2813,405.0,0.362,0.369
46214,垂水市,5852,4543,0.7763,5440,3676,0.6282,0.3933,2320.0,0.507,0.626
22306,西伊豆町,3557,2761,0.7762,3019,2066,0.5808,0.4508,1647.0,0.581,0.776
19429,鳴沢村,959,744,0.7758,918,438,0.4567,0.2129,204.0,0.274,0.466
02445,南部町,6715,5209,0.7757,6253,4084,0.6082,0.4104,2760.0,0.529,0.675
03215,奥州市,39989,31012,0.7755,35968,23548,0.5889,0.2069,8275.0,0.267,0.351
06362,最上町,3260,2526,0.7748,3046,2168,0.665,0.2315,755.0,0.299,0.348
05213,北秋田市,13440,10412,0.7747,12159,8792,0.6542,0.4026,5410.0,0.52,0.615
23232,愛西市,19481,15088,0.7745,16998,10238,0.5255,0.2981,5721.0,0.385,0.567
37205,観音寺市,19418,15039,0.7745,17136,9895,0.5096,0.2174,4225.0,0.281,0.427
15225,魚沼市,12898,9987,0.7743,10682,7419,0.5752,0.2383,3074.0,0.308,0.414
41424,江北町,2731,2114,0.7741,2617,1749,0.6404,0.2113,575.0,0.273,0.33
09206,日光市,27850,21543,0.7735,24704,15540,0.558,0.2768,7709.0,0.358,0.496
19212,上野原市,8252,6381,0.7733,7063,4100,0.4968,0.3461,2857.0,0.448,0.697
01644,池田町,2725,2105,0.7725,2419,1562,0.5732,0.2652,727.0,0.343,0.463
23231,田原市,16707,12904,0.7724,15295,9447,0.5655,0.2694,4498.0,0.349,0.476
40381,芦屋町,4336,3349,0.7724,3684,2164,0.4991,0.3332,1454.0,0.431,0.668
06381,高畠町,7594,5864,0.7722,6711,4569,0.6017,0.1939,1473.0,0.251,0.322
39341,本山町,1563,1206,0.7716,1310,890,0.5694,0.3137,489.0,0.407,0.551
03205,花巻市,32251,24882,0.7715,28641,18964,0.588,0.1974,6361.0,0.256,0.336
21205,関市,26047,20059,0.7701,23856,14528,0.5578,0.2629,6836.0,0.341,0.471
41204,多久市,6743,5191,0.7698,6161,3982,0.5905,0.2285,1543.0,0.297,0.387
08222,鹿嶋市,20718,15947,0.7697,19451,10618,0.5125,0.2993,6207.0,0.389,0.584
18322,永平寺町,5624,4326,0.7692,4751,3461,0.6154,0.4179,2357.0,0.543,0.679
19346,市川三郷町,5521,4247,0.7692,5037,2765,0.5008,0.305,1685.0,0.397,0.609
27321,豊能町,8626,6634,0.7691,7353,4573,0.5301,0.2968,2572.0,0.386,0.56
30406,すさみ町,1782,1370,0.7688,1558,1252,0.7026,0.4124,740.0,0.536,0.587
32202,浜田市,19395,14891,0.7678,17868,11741,0.6054,0.3446,6702.0,0.449,0.569
01438,沼田町,1242,953,0.7673,1065,852,0.686,0.3242,402.0,0.423,0.473
17211,能美市,12659,9712,0.7672,11642,5673,0.4481,0.1783,2262.0,0.232,0.398
15210,十日町市,19842,15215,0.7668,17751,11357,0.5724,0.2425,4810.0,0.316,0.424
16207,黒部市,12506,9588,0.7667,11307,6806,0.5442,0.2462,3081.0,0.321,0.452
20209,伊那市,20668,15846,0.7667,18680,12028,0.582,0.1978,4087.0,0.258,0.34
31325,若桜町,1393,1068,0.7667,1068,1005,0.7215,0.2863,399.0,0.373,0.397
09211,矢板市,10323,7911,0.7663,8876,6357,0.6158,0.2499,2583.0,0.326,0.406
33205,笠岡市,16998,13025,0.7663,15075,10251,0.6031,0.3198,5457.0,0.417,0.53
12226,富津市,16068,12312,0.7662,14542,9076,0.5648,0.2714,4375.0,0.354,0.481
01433,妹背牛町,1274,976,0.7661,1127,834,0.6546,0.3838,487.0,0.501,0.586
04322,村田町,3762,2882,0.7661,3456,2044,0.5433,0.2386,903.0,0.311,0.439
01461,中富良野町,1746,1337,0.7658,1576,1036,0.5934,0.276,478.0,0.36,0.465
11408,寄居町,10839,8292,0.765,10026,5477,0.5053,0.2202,2401.0,0.288,0.436
01662,厚岸町,3178,2428,0.764,3155,1855,0.5837,0.2782,885.0,0.364,0.477
41205,伊万里市,16922,12927,0.7639,15094,9527,0.563,0.2159,3653.0,0.283,0.383
02362,大鰐町,3778,2885,0.7636,3260,2349,0.6218,0.3717,1402.0,0.487,0.598
25211,湖南市,13347,10190,0.7635,12104,5982,0.4482,0.3137,4200.0,0.411,0.7
01407,仁木町,1276,974,0.7633,1265,775,0.6074,0.4137,530.0,0.542,0.681
28205,洲本市,15087,11513,0.7631,13261,7980,0.5289,0.4248,6444.0,0.557,0.803
39210,四万十市,12010,9164,0.763,10362,7418,0.6177,0.251,3017.0,0.329,0.406
45421,門川町,5915,4509,0.7623,5439,2645,0.4472,0.199,1183.0,0.261,0.445
46203,鹿屋市,29906,22787,0.762,26490,17131,0.5728,0.3647,10916.0,0.479,0.637
25213,東近江市,30175,22990,0.7619,27743,19136,0.6342,0.3229,9754.0,0.424,0.509
18481,高浜町,3266,2487,0.7615,2730,1636,0.5009,0.4283,1407.0,0.563,0.855
08210,下妻市,12052,9174,0.7612,11205,6835,0.5671,0.1644,1980.0,0.216,0.29
07481,棚倉町,4262,3243,0.7609,3721,2439,0.5723,0.1776,756.0,0.233,0.31
