市区町村コード,市区町村名,総65歳以上人口,圏外65歳以上人口_変種A,圏外率_変種A,圏外65歳以上人口_supermarketのみ,圏外65歳以上人口_変種C125,圏外率_変種C125,農水省_困難人口割合,農水省_困難人口,比_農水省÷変種A,比_農水省÷変種C125
29342,平群町,7055,5367,0.7607,6232,3462,0.4907,0.3509,2445.0,0.461,0.715
09386,高根沢町,7434,5653,0.7604,6598,4521,0.6082,0.2653,1966.0,0.349,0.436
22223,御前崎市,9559,7269,0.7604,7758,5065,0.5299,0.2422,2310.0,0.319,0.457
40212,大川市,11659,8860,0.7599,10672,5761,0.4941,0.2977,3511.0,0.392,0.603
06323,朝日町,2838,2156,0.7597,2587,1812,0.6385,0.2666,754.0,0.351,0.418
08220,つくば市,45669,34696,0.7597,41707,23083,0.5054,0.3785,17297.0,0.498,0.749
01544,津別町,1981,1505,0.7597,1762,1224,0.6179,0.3586,709.0,0.472,0.58
10345,吉岡町,5223,3967,0.7595,4797,2590,0.4959,0.2029,1058.0,0.267,0.409
02381,板柳町,4826,3662,0.7588,4139,2626,0.5441,0.3717,1792.0,0.49,0.683
01215,美唄市,8691,6592,0.7585,8249,4587,0.5278,0.3789,3275.0,0.5,0.718
26201,福知山市,22944,17401,0.7584,19891,12804,0.5581,0.3174,7292.0,0.418,0.569
15212,村上市,22540,17089,0.7582,19895,13043,0.5787,0.2277,5149.0,0.3,0.393
12215,旭市,19841,15031,0.7576,17522,10469,0.5276,0.1984,3936.0,0.262,0.376
01571,豊浦町,1525,1155,0.7574,1508,969,0.6354,0.4188,633.0,0.553,0.659
01458,東川町,2752,2084,0.7573,2397,1549,0.5629,0.2971,820.0,0.392,0.528
01227,歌志内市,1589,1203,0.7571,1533,716,0.4506,0.4301,685.0,0.568,0.955
01371,せたな町,3449,2611,0.757,2984,1994,0.5781,0.4309,1500.0,0.569,0.745
20388,宮田村,2529,1914,0.7568,2277,939,0.3713,0.1567,398.0,0.207,0.422
20541,小布施町,3746,2835,0.7568,3462,1925,0.5139,0.2121,795.0,0.28,0.413
40213,行橋市,21612,16348,0.7564,19169,10181,0.4711,0.3317,7180.0,0.438,0.704
31370,湯梨浜町,5138,3884,0.7559,4662,3006,0.5851,0.2593,1333.0,0.343,0.443
43424,小国町,2781,2102,0.7558,2505,1830,0.658,0.2811,780.0,0.372,0.427
05203,横手市,33397,25236,0.7556,31159,20584,0.6163,0.335,11188.0,0.443,0.543
41327,吉野ヶ里町,4036,3048,0.7552,3610,1837,0.4552,0.2132,846.0,0.282,0.468
43211,宇土市,10833,8180,0.7551,10185,5323,0.4914,0.276,3004.0,0.365,0.562
19368,富士川町,4942,3728,0.7544,4379,2518,0.5095,0.2783,1372.0,0.369,0.546
34203,竹原市,10026,7550,0.753,8775,5195,0.5182,0.3188,3215.0,0.423,0.615
28443,福崎町,5296,3986,0.7526,4576,2405,0.4541,0.3373,1840.0,0.448,0.743
01209,夕張市,3839,2889,0.7525,3164,2347,0.6114,0.4126,1579.0,0.548,0.675
36341,石井町,8195,6166,0.7524,7595,4597,0.561,0.2834,2324.0,0.377,0.505
43368,長洲町,5486,4123,0.7515,4697,2806,0.5115,0.3201,1758.0,0.426,0.626
37404,多度津町,7182,5386,0.7499,6480,2646,0.3684,0.255,1847.0,0.34,0.692
28212,赤穂市,15039,11274,0.7497,13390,7820,0.52,0.4014,6059.0,0.535,0.772
29426,広陵町,8789,6583,0.749,7680,3525,0.4011,0.3191,2824.0,0.426,0.796
18205,大野市,11680,8741,0.7484,9571,5420,0.464,0.2869,3351.0,0.383,0.618
01346,八雲町,5509,4120,0.7479,5435,2631,0.4776,0.3204,1773.0,0.428,0.671
20382,辰野町,6969,5209,0.7475,5769,4010,0.5754,0.1917,1342.0,0.256,0.333
30204,有田市,9263,6915,0.7465,8507,4263,0.4602,0.3226,2991.0,0.432,0.701
01634,鹿追町,1651,1232,0.7462,1479,1075,0.6511,0.227,370.0,0.304,0.349
08227,筑西市,31888,23774,0.7455,28957,18307,0.5741,0.2159,6909.0,0.29,0.376
07466,矢吹町,5451,4061,0.745,5027,3238,0.594,0.2074,1126.0,0.278,0.349
04505,美里町,8568,6383,0.745,8236,4512,0.5266,0.2642,2258.0,0.355,0.502
44206,臼杵市,14664,10915,0.7443,12399,8047,0.5488,0.2483,3682.0,0.334,0.452
01404,神恵内村,441,328,0.7438,328,251,0.5692,0.4733,212.0,0.636,0.832
01564,大空町,2502,1860,0.7434,2294,1297,0.5184,0.1369,343.0,0.184,0.264
08546,境町,7018,5216,0.7432,6114,3845,0.5479,0.1898,1332.0,0.255,0.346
33208,総社市,19426,14436,0.7431,17297,10099,0.5199,0.3119,6052.0,0.42,0.6
04406,利府町,8624,6404,0.7426,7371,3773,0.4375,0.21,1816.0,0.283,0.48
02208,むつ市,18155,13478,0.7424,16387,7955,0.4382,0.3752,6847.0,0.505,0.856
01434,秩父別町,981,728,0.7421,981,518,0.528,0.2372,234.0,0.32,0.449
33204,玉野市,21731,16115,0.7416,19809,10832,0.4985,0.2872,6254.0,0.387,0.576
01399,京極町,1110,823,0.7414,1110,813,0.7324,0.2714,302.0,0.366,0.371
19205,山梨市,11421,8467,0.7414,10857,5128,0.449,0.2974,3389.0,0.401,0.662
28585,香美町,6507,4821,0.7409,5385,4248,0.6528,0.3892,2542.0,0.525,0.596
10209,藤岡市,20506,15188,0.7407,18210,9264,0.4518,0.2005,4108.0,0.271,0.444
28209,豊岡市,26473,19603,0.7405,23780,14985,0.566,0.3458,9170.0,0.467,0.611
21209,羽島市,18151,13437,0.7403,16633,7514,0.414,0.2513,4558.0,0.339,0.607
01455,比布町,1462,1082,0.7401,1236,921,0.63,0.2887,422.0,0.39,0.458
07301,桑折町,4358,3223,0.7396,3955,2209,0.5069,0.198,861.0,0.268,0.391
07209,相馬市,10790,7978,0.7394,9417,5684,0.5268,0.2348,2533.0,0.317,0.446
20415,喬木村,2128,1573,0.7392,1947,1260,0.5921,0.1704,362.0,0.23,0.288
19204,都留市,8765,6478,0.7391,7799,4364,0.4979,0.3619,3174.0,0.49,0.727
40211,筑後市,13547,10011,0.739,12032,6348,0.4686,0.2822,3762.0,0.382,0.602
20211,中野市,13651,10086,0.7388,12550,7437,0.5448,0.186,2542.0,0.252,0.341
35216,山陽小野田市,20438,15097,0.7387,17345,10582,0.5178,0.2066,4225.0,0.28,0.399
34208,府中市,14406,10640,0.7386,12839,7549,0.524,0.2386,3429.0,0.323,0.455
09364,野木町,8282,6106,0.7373,7187,3004,0.3627,0.2706,2191.0,0.367,0.746
16206,滑川市,9695,7148,0.7373,8519,4694,0.4842,0.231,2251.0,0.313,0.477
10525,邑楽町,8268,6090,0.7366,7684,4305,0.5207,0.1806,1488.0,0.245,0.347
18208,あわら市,9382,6909,0.7364,8699,4861,0.5181,0.3,2805.0,0.407,0.579
21212,土岐市,17699,13033,0.7364,15069,9108,0.5146,0.2746,4858.0,0.373,0.534
01516,豊富町,1354,997,0.7363,1144,754,0.5569,0.274,372.0,0.372,0.492
28215,三木市,26761,19699,0.7361,24127,11522,0.4306,0.3324,8777.0,0.452,0.772
22224,菊川市,12865,9468,0.736,10727,6950,0.5402,0.2628,3381.0,0.357,0.486
01648,陸別町,901,663,0.7358,749,582,0.6459,0.2439,216.0,0.331,0.378
44205,佐伯市,27134,19960,0.7356,22956,15097,0.5564,0.2764,7560.0,0.376,0.497
01457,上川町,1547,1138,0.7356,1245,770,0.4977,0.2958,459.0,0.402,0.594
19214,中央市,7543,5547,0.7354,6558,2742,0.3635,0.2892,2183.0,0.393,0.796
30203,橋本市,20133,14803,0.7353,17992,10588,0.5259,0.3303,6644.0,0.449,0.628
07541,広野町,1542,1133,0.7348,1542,1068,0.6926,0.3637,567.0,0.495,0.525
36202,鳴門市,19000,13960,0.7347,16001,9313,0.4902,0.2988,5714.0,0.407,0.61
40210,八女市,22022,16177,0.7346,19659,11769,0.5344,0.2796,6162.0,0.381,0.523
40421,桂川町,4526,3324,0.7344,3992,2016,0.4454,0.3352,1516.0,0.456,0.753
15216,糸魚川市,16242,11926,0.7343,13791,8383,0.5161,0.2581,4206.0,0.351,0.5
18204,小浜市,9207,6761,0.7343,7583,5030,0.5463,0.3676,3411.0,0.501,0.673
15222,上越市,61444,45094,0.7339,55040,28422,0.4626,0.2197,13500.0,0.299,0.475
32203,出雲市,51880,38072,0.7338,44527,27163,0.5236,0.2499,12980.0,0.341,0.477
39386,いの町,8413,6170,0.7334,7152,3506,0.4167,0.193,1622.0,0.263,0.463
01228,深川市,8528,6253,0.7332,7950,4076,0.478,0.3482,2975.0,0.475,0.728
23216,常滑市,14658,10745,0.733,13273,6538,0.446,0.3456,5092.0,0.471,0.775
01364,乙部町,1531,1122,0.7329,1531,837,0.5467,0.4095,635.0,0.559,0.749
01303,当別町,5578,4086,0.7325,5414,3196,0.573,0.3511,1950.0,0.479,0.613
16211,射水市,27724,20304,0.7324,25182,13907,0.5016,0.217,6021.0,0.296,0.433
10344,榛東村,3784,2771,0.7323,3469,1713,0.4527,0.1544,583.0,0.211,0.341
04361,亘理町,10389,7604,0.7319,9594,5303,0.5104,0.2355,2446.0,0.322,0.461
03211,釜石市,12778,9347,0.7315,11317,6658,0.5211,0.3258,4164.0,0.445,0.625
42383,小値賀町,1162,850,0.7315,850,636,0.5473,0.6975,811.0,0.954,1.274
01216,芦別市,6007,4393,0.7313,5634,2668,0.4441,0.3381,2027.0,0.462,0.761
06213,南陽市,10339,7559,0.7311,9022,4838,0.4679,0.1833,1895.0,0.251,0.392
15213,燕市,24029,17565,0.731,20299,10199,0.4244,0.1661,3996.0,0.227,0.391
04421,大和町,6577,4806,0.7307,5764,2738,0.4163,0.2583,1679.0,0.353,0.62
11210,加須市,33302,24329,0.7306,30891,15995,0.4803,0.2465,8205.0,0.337,0.513
45341,三股町,7245,5292,0.7304,6692,3135,0.4327,0.2245,1627.0,0.307,0.519
33445,里庄町,3537,2583,0.7303,3170,1603,0.4532,0.3312,1144.0,0.454,0.731
40642,吉富町,2094,1529,0.7302,1794,1013,0.4838,0.3162,669.0,0.433,0.654
21214,可児市,27843,20327,0.7301,24150,12853,0.4616,0.2729,7576.0,0.374,0.591
01469,美深町,1696,1238,0.73,1349,545,0.3213,0.2637,448.0,0.361,0.82
18210,坂井市,25366,18515,0.7299,22404,12014,0.4736,0.3148,8007.0,0.431,0.665
38402,砥部町,6966,5083,0.7297,6548,3062,0.4396,0.2549,1781.0,0.349,0.58
40204,直方市,19085,13925,0.7296,16969,9010,0.4721,0.325,6176.0,0.445,0.688
11341,滑川町,4687,3418,0.7293,4367,2377,0.5071,0.3211,1481.0,0.44,0.633
02205,五所川原市,18351,13378,0.729,16624,8312,0.4529,0.3773,6928.0,0.518,0.833
01578,白老町,7438,5421,0.7288,6771,3641,0.4895,0.361,2682.0,0.495,0.737
40228,朝倉市,17505,12755,0.7286,15848,9085,0.519,0.2928,5130.0,0.402,0.564
46218,霧島市,33781,24611,0.7285,29320,17033,0.5042,0.3271,11090.0,0.449,0.649
19208,南アルプス市,19304,14060,0.7283,17370,8360,0.4331,0.2532,4887.0,0.348,0.585
39205,土佐市,9413,6854,0.7281,8429,5378,0.5713,0.1855,1755.0,0.255,0.325
24543,紀北町,6633,4827,0.7277,5543,3563,0.5372,0.3136,2097.0,0.431,0.584
09203,栃木市,49199,35783,0.7273,44139,24736,0.5028,0.2557,12576.0,0.352,0.509
16205,氷見市,17333,12602,0.7271,15514,10176,0.5871,0.2124,3694.0,0.292,0.362
26366,精華町,9088,6602,0.7265,8204,3735,0.411,0.3576,3231.0,0.492,0.87
08232,神栖市,22162,16096,0.7263,20205,8739,0.3943,0.2654,5882.0,0.365,0.673
01423,南幌町,2552,1853,0.7261,2270,1036,0.406,0.2059,526.0,0.284,0.507
46219,いちき串木野市,10168,7382,0.726,8556,4486,0.4412,0.3098,3152.0,0.427,0.702
26214,木津川市,19182,13927,0.726,16072,8806,0.4591,0.3089,5927.0,0.425,0.673
01487,天塩町,1099,797,0.7252,1021,510,0.4641,0.3128,343.0,0.431,0.674
12211,成田市,31394,22757,0.7249,27478,14371,0.4578,0.2986,9360.0,0.412,0.652
47328,中城村,4341,3147,0.7249,3781,2143,0.4937,0.2719,1118.0,0.375,0.551
29208,御所市,10170,7371,0.7248,8536,4813,0.4733,0.3272,3305.0,0.451,0.691
20218,千曲市,19589,14191,0.7244,17102,8751,0.4467,0.1867,3664.0,0.258,0.418
11362,皆野町,3575,2589,0.7242,2975,1889,0.5284,0.1804,645.0,0.249,0.341
07342,鏡石町,3418,2475,0.7241,2980,1254,0.3669,0.1607,553.0,0.222,0.438
01220,士別市,7344,5316,0.7239,6253,2409,0.328,0.3282,2412.0,0.453,1.0
05214,にかほ市,9137,6614,0.7239,8045,4838,0.5295,0.3116,2848.0,0.43,0.588
05210,由利本荘市,27786,20107,0.7236,23628,14849,0.5344,0.3162,8785.0,0.437,0.592
22226,牧之原市,13773,9965,0.7235,11676,7349,0.5336,0.2319,3208.0,0.32,0.435
01647,足寄町,2603,1883,0.7234,2188,1482,0.5693,0.2873,752.0,0.397,0.505
21404,池田町,6934,5016,0.7234,5811,2904,0.4188,0.2459,1699.0,0.34,0.587
07207,須賀川市,21153,15299,0.7233,19214,10562,0.4993,0.1884,3992.0,0.26,0.377
15205,柏崎市,27312,19749,0.7231,25186,14382,0.5266,0.2431,6661.0,0.336,0.462
19424,忍野村,1766,1277,0.7231,1591,994,0.5629,0.2508,454.0,0.347,0.446
01635,新得町,2185,1577,0.7217,1963,916,0.4192,0.2955,650.0,0.409,0.705
01563,雄武町,1407,1015,0.7214,1335,821,0.5835,0.3231,459.0,0.448,0.554
08341,東海村,9494,6845,0.721,8898,3456,0.364,0.2881,2741.0,0.4,0.791
25210,野洲市,13210,9522,0.7208,11817,6534,0.4946,0.3327,4388.0,0.462,0.673
47359,伊平屋村,329,237,0.7204,281,181,0.5502,0.3918,130.0,0.544,0.712
01693,標津町,1569,1130,0.7202,1463,744,0.4742,0.2616,411.0,0.363,0.552
22222,伊豆市,11988,8629,0.7198,10736,6097,0.5086,0.333,3996.0,0.463,0.655
34204,三原市,32173,23158,0.7198,26386,17630,0.548,0.2965,9541.0,0.412,0.541
17202,七尾市,19220,13832,0.7197,16010,10546,0.5487,0.2229,4317.0,0.31,0.406
33203,津山市,30482,21933,0.7195,26844,14066,0.4615,0.2939,8978.0,0.409,0.637
45383,綾町,2542,1829,0.7195,2109,1509,0.5936,0.2266,579.0,0.315,0.382
20203,上田市,47117,33901,0.7195,41396,21927,0.4654,0.2162,10191.0,0.301,0.465
43204,荒尾市,18252,13122,0.7189,15507,8409,0.4607,0.2872,5240.0,0.399,0.623
19211,笛吹市,19838,14259,0.7188,17162,8675,0.4373,0.2827,5618.0,0.393,0.647
20321,軽井沢町,6163,4430,0.7188,5585,3283,0.5327,0.2401,1476.0,0.334,0.451
03206,北上市,25214,18110,0.7183,23119,12367,0.4905,0.2452,6189.0,0.341,0.5
24343,朝日町,2134,1532,0.7179,1812,580,0.2718,0.277,583.0,0.386,1.019
10464,玉村町,9176,6586,0.7177,8602,4172,0.4547,0.2116,1949.0,0.295,0.465
36203,小松島市,12588,9033,0.7176,10880,5341,0.4243,0.2749,3444.0,0.383,0.648
08443,阿見町,13402,9616,0.7175,12305,5859,0.4372,0.2822,3770.0,0.393,0.645
24204,松阪市,47815,34302,0.7174,41296,22834,0.4775,0.2161,10326.0,0.301,0.453
30427,北山村,184,132,0.7174,184,132,0.7174,0.5518,100.0,0.769,0.769
03202,宮古市,19010,13634,0.7172,16997,10711,0.5634,0.3188,6070.0,0.444,0.566
24324,東員町,8101,5808,0.7169,7358,4510,0.5567,0.1778,1424.0,0.248,0.319
01545,斜里町,3834,2748,0.7167,3073,1454,0.3792,0.2618,1005.0,0.365,0.69
17206,加賀市,22677,16247,0.7165,20812,12157,0.5361,0.179,4059.0,0.25,0.334
45202,都城市,50725,36346,0.7165,43445,23481,0.4629,0.2285,11576.0,0.319,0.494
47358,北大東村,127,91,0.7165,100,62,0.4882,0.5698,72.0,0.795,1.167
23442,東浦町,12797,9168,0.7164,10924,4864,0.3801,0.2836,3640.0,0.396,0.746
01486,遠別町,1036,742,0.7162,1036,388,0.3745,0.3053,316.0,0.426,0.815
07208,喜多方市,16482,11803,0.7161,14494,10033,0.6087,0.2168,3572.0,0.303,0.356
24344,川越町,2773,1985,0.7158,2597,975,0.3516,0.2769,789.0,0.387,0.787
27216,河内長野市,36027,25786,0.7157,32227,14289,0.3966,0.381,13723.0,0.532,0.961
46210,指宿市,15409,11023,0.7154,13589,8186,0.5312,0.3799,5855.0,0.531,0.715
23235,弥富市,11172,7991,0.7153,9887,4308,0.3856,0.315,3547.0,0.44,0.817
11342,嵐山町,5879,4204,0.7151,4984,3187,0.5421,0.3095,1816.0,0.433,0.571
09301,上三川町,7373,5269,0.7146,6863,3877,0.5258,0.234,1699.0,0.327,0.445
41207,鹿島市,9124,6514,0.7139,8210,4461,0.4889,0.2024,1850.0,0.283,0.414
01664,標茶町,2465,1758,0.7132,2200,1511,0.613,0.2185,541.0,0.306,0.356
21208,瑞浪市,11640,8301,0.7131,10341,5853,0.5028,0.2857,3326.0,0.401,0.568
21204,多治見市,33320,23749,0.7128,28527,16449,0.4937,0.2829,9428.0,0.397,0.573
42204,諫早市,40772,29061,0.7128,34201,19318,0.4738,0.3777,15448.0,0.53,0.797
06208,村山市,8892,6335,0.7124,8205,4818,0.5418,0.2184,1945.0,0.307,0.403
40207,柳川市,21560,15357,0.7123,19468,11262,0.5224,0.2875,6203.0,0.404,0.55
24201,津市,80708,57463,0.712,70098,36913,0.4574,0.2413,19485.0,0.339,0.528
01637,芽室町,5528,3934,0.7116,4671,2488,0.4501,0.1804,998.0,0.253,0.401
08235,つくばみらい市,13176,9372,0.7113,11845,7262,0.5512,0.3095,4071.0,0.435,0.562
18206,勝山市,8274,5883,0.711,6869,4059,0.4906,0.317,2624.0,0.446,0.646
41202,唐津市,38150,27119,0.7109,33723,20354,0.5335,0.2415,9266.0,0.34,0.453
27361,熊取町,12428,8833,0.7107,11091,3541,0.2849,0.3909,4865.0,0.55,1.372
43202,八代市,42099,29912,0.7105,36301,20840,0.495,0.3271,13781.0,0.46,0.661
01226,砂川市,6415,4557,0.7104,6034,2336,0.3641,0.3189,2042.0,0.449,0.876
22213,掛川市,32091,22787,0.7101,28097,14170,0.4416,0.2631,8431.0,0.371,0.596
08205,石岡市,24109,17111,0.7097,20887,11965,0.4963,0.2486,5960.0,0.35,0.501
20207,須坂市,16002,11355,0.7096,14084,7068,0.4417,0.1952,3127.0,0.275,0.442
29207,五條市,10388,7369,0.7094,8506,5572,0.5364,0.2507,2597.0,0.353,0.467
20208,小諸市,13774,9770,0.7093,11318,5911,0.4291,0.2045,2816.0,0.288,0.477
39303,田野町,1039,737,0.7093,1039,238,0.2291,0.2095,222.0,0.295,0.915
03216,滝沢市,14155,10039,0.7092,13108,6774,0.4786,0.2519,3567.0,0.355,0.526
26205,宮津市,7180,5091,0.7091,5956,3819,0.5319,0.3634,2633.0,0.513,0.683
04206,白石市,11663,8263,0.7085,10404,5971,0.512,0.2405,2802.0,0.339,0.47
05204,大館市,26996,19128,0.7085,24991,13872,0.5139,0.3731,10074.0,0.527,0.726
41341,基山町,5524,3908,0.7075,5030,2337,0.4231,0.2748,1469.0,0.388,0.65
42391,佐々町,3918,2771,0.7072,3492,1717,0.4382,0.3859,1514.0,0.546,0.881
11465,松伏町,8451,5972,0.7067,7709,3576,0.4231,0.254,2135.0,0.359,0.6
40383,岡垣町,10295,7273,0.7065,9708,3980,0.3866,0.3494,3601.0,0.495,0.904
12210,茂原市,28788,20321,0.7059,25631,12070,0.4193,0.2411,6937.0,0.342,0.575
01513,中頓別町,660,465,0.7045,493,296,0.4485,0.3937,258.0,0.559,0.878
40206,田川市,15819,11145,0.7045,13698,6355,0.4017,0.3447,5494.0,0.489,0.858
39209,土佐清水市,6133,4319,0.7042,4747,3831,0.6247,0.3198,2002.0,0.454,0.512
24341,菰野町,10516,7398,0.7035,9524,5197,0.4942,0.208,2211.0,0.296,0.421
01347,長万部町,2091,1471,0.7035,1803,1037,0.4959,0.3999,835.0,0.568,0.806
19213,甲州市,10721,7535,0.7028,9528,3871,0.3611,0.2785,2985.0,0.396,0.771
06209,長井市,9435,6629,0.7026,8744,4596,0.4871,0.2249,2125.0,0.32,0.462
44203,中津市,24804,17428,0.7026,21888,10430,0.4205,0.2945,7313.0,0.419,0.7
38401,松前町,9282,6521,0.7025,8267,3478,0.3747,0.2868,2658.0,0.408,0.765
15218,五泉市,17131,12034,0.7025,15226,8276,0.4831,0.1702,2918.0,0.242,0.352
26202,舞鶴市,25432,17863,0.7024,21266,11349,0.4462,0.2972,7559.0,0.423,0.666
18209,越前市,23708,16653,0.7024,20445,10316,0.4351,0.304,7216.0,0.433,0.699
40503,大刀洗町,4445,3121,0.7021,4060,2420,0.5444,0.2891,1258.0,0.412,0.531
01631,音更町,12886,9039,0.7015,11753,4132,0.3207,0.241,3111.0,0.344,0.752
38206,西条市,34396,24130,0.7015,29286,16074,0.4673,0.2734,9406.0,0.39,0.585
01463,占冠村,308,216,0.7013,308,238,0.7727,0.5478,167.0,0.781,0.709
46225,姶良市,23932,16778,0.7011,21045,9888,0.4132,0.3201,7664.0,0.457,0.775
30404,上富田町,4081,2858,0.7003,3512,1972,0.4832,0.3362,1383.0,0.48,0.696
19423,西桂町,1229,860,0.6998,1229,603,0.4906,0.2814,346.0,0.402,0.574
09205,鹿沼市,28475,19928,0.6998,23920,14850,0.5215,0.2375,6770.0,0.339,0.455
04208,角田市,9980,6980,0.6994,8588,5284,0.5295,0.2144,2147.0,0.306,0.405
31203,倉吉市,16080,11242,0.6991,13911,6963,0.433,0.2419,3879.0,0.346,0.559
40205,飯塚市,39746,27778,0.6989,35334,17038,0.4287,0.319,12675.0,0.457,0.744
25441,豊郷町,1994,1393,0.6986,1808,693,0.3475,0.3147,624.0,0.45,0.905
38213,四国中央市,26613,18592,0.6986,22927,11633,0.4371,0.2477,6602.0,0.355,0.567
45401,高鍋町,6502,4541,0.6984,5769,3154,0.4851,0.236,1534.0,0.338,0.486
17209,かほく市,10308,7196,0.6981,9322,4272,0.4144,0.1686,1739.0,0.241,0.407
10206,沼田市,15498,10818,0.698,13041,6133,0.3957,0.2071,3208.0,0.297,0.523
05202,能代市,20769,14488,0.6976,17720,8255,0.3975,0.3384,7028.0,0.485,0.851
29427,河合町,6769,4717,0.6969,5989,1740,0.2571,0.3861,2538.0,0.554,1.502
15208,小千谷市,12072,8397,0.6956,10435,5307,0.4396,0.199,2406.0,0.286,0.453
08564,利根町,6876,4782,0.6955,5869,3311,0.4815,0.2912,2010.0,0.419,0.605
20215,塩尻市,19157,13314,0.695,17265,8425,0.4398,0.2397,4592.0,0.345,0.545
37204,善通寺市,9733,6762,0.6947,8839,4150,0.4264,0.2583,2497.0,0.372,0.606
38203,宇和島市,27623,19183,0.6945,23695,14211,0.5145,0.3281,9251.0,0.472,0.638
30202,海南市,17670,12270,0.6944,14679,8912,0.5044,0.3336,5912.0,0.48,0.661
11207,秩父市,20435,14187,0.6943,17864,8906,0.4358,0.2186,4447.0,0.315,0.502
07204,いわき市,102301,71006,0.6941,91111,45081,0.4407,0.2517,25755.0,0.363,0.571
15204,三条市,31251,21678,0.6937,26114,12125,0.388,0.1585,4955.0,0.229,0.409
17361,津幡町,9006,6245,0.6934,8571,4963,0.5511,0.1557,1407.0,0.224,0.282
35207,下松市,16476,11420,0.6931,15906,6101,0.3703,0.2175,3593.0,0.314,0.587
30428,串本町,6881,4764,0.6923,5922,4208,0.6115,0.4796,3324.0,0.693,0.784
09209,真岡市,21226,14693,0.6922,18206,10129,0.4772,0.2138,4535.0,0.309,0.448
47302,大宜味村,1124,778,0.6922,939,690,0.6139,0.3529,404.0,0.51,0.575
47311,恩納村,2587,1790,0.6919,2258,1238,0.4785,0.2798,733.0,0.404,0.585
01230,登別市,17262,11940,0.6917,15012,4828,0.2797,0.255,4408.0,0.369,0.912
34307,熊野町,8132,5625,0.6917,6805,3936,0.484,0.2424,1972.0,0.35,0.501
22216,袋井市,21133,14588,0.6903,18279,9899,0.4684,0.2701,5756.0,0.391,0.577
02401,野辺地町,4713,3253,0.6902,4249,1697,0.3601,0.3994,1883.0,0.579,1.109
40384,遠賀町,6513,4495,0.6902,5835,3358,0.5156,0.2849,1851.0,0.413,0.553
03322,矢巾町,7365,5075,0.6891,6709,3660,0.4969,0.2033,1498.0,0.295,0.409
06211,東根市,13435,9249,0.6884,11836,5807,0.4322,0.234,3145.0,0.34,0.541
02206,十和田市,20312,13955,0.687,17827,9101,0.4481,0.3569,7253.0,0.52,0.797
45206,日向市,19298,13255,0.6869,16732,7210,0.3736,0.2061,3971.0,0.3,0.552
47306,今帰仁村,3020,2073,0.6864,2449,1647,0.5454,0.2564,774.0,0.374,0.47
35215,周南市,44783,30731,0.6862,38441,20229,0.4517,0.2298,10280.0,0.335,0.509
11327,越生町,3983,2729,0.6852,3569,1777,0.4461,0.2856,1138.0,0.417,0.64
24207,鈴鹿市,47978,32840,0.6845,41715,19474,0.4059,0.2265,10867.0,0.331,0.558
22302,河津町,2932,2007,0.6845,2714,1722,0.5873,0.3907,1156.0,0.571,0.665
19430,富士河口湖町,6878,4707,0.6844,6291,2929,0.4259,0.2622,1799.0,0.383,0.616
23215,犬山市,21397,14639,0.6842,18944,8876,0.4148,0.3422,7329.0,0.5,0.825
25204,近江八幡市,22471,15369,0.6839,19026,8816,0.3923,0.322,7244.0,0.471,0.821
02441,三戸町,3760,2571,0.6838,3461,2013,0.5354,0.4004,1515.0,0.586,0.748
44322,姫島村,942,644,0.6837,644,469,0.4979,0.3566,336.0,0.522,0.716
17210,白山市,30854,21090,0.6835,26981,12580,0.4077,0.1428,4413.0,0.209,0.35
29211,葛城市,10286,7027,0.6832,8618,4412,0.4289,0.3121,3227.0,0.457,0.728
30205,御坊市,7350,5020,0.683,6216,3262,0.4438,0.3092,2267.0,0.453,0.697
06302,中山町,3828,2612,0.6823,3763,2279,0.5954,0.1767,678.0,0.259,0.297
46204,枕崎市,8175,5575,0.682,6179,4008,0.4903,0.3261,2671.0,0.478,0.665
01639,更別村,977,665,0.6807,866,579,0.5926,0.2421,235.0,0.356,0.409
28219,三田市,28831,19609,0.6801,23993,11167,0.3873,0.3666,10577.0,0.539,0.946
23446,美浜町,6797,4622,0.68,5561,2624,0.3861,0.3732,2545.0,0.549,0.967
34205,尾道市,47342,32166,0.6794,41115,22116,0.4672,0.3134,14930.0,0.461,0.671
37202,丸亀市,31404,21332,0.6793,26468,11547,0.3677,0.2283,7178.0,0.336,0.621
18207,鯖江市,18778,12754,0.6792,16164,7019,0.3738,0.2808,5268.0,0.413,0.751
35203,山口市,56284,38202,0.6787,48755,26429,0.4696,0.2197,12343.0,0.324,0.468
01481,増毛町,1723,1169,0.6785,1723,732,0.4248,0.3639,629.0,0.536,0.857
47381,竹富町,899,610,0.6785,809,412,0.4583,0.513,464.0,0.756,1.119
40230,糸島市,29553,20050,0.6784,24373,13758,0.4655,0.3134,9270.0,0.462,0.673
04214,東松島市,11608,7873,0.6782,9949,4241,0.3654,0.2627,3044.0,0.387,0.719
27381,太子町,3865,2621,0.6781,3541,1485,0.3842,0.3792,1458.0,0.559,0.987
47315,伊江村,1419,960,0.6765,1142,602,0.4242,0.2653,378.0,0.392,0.625
01638,中札内村,1118,756,0.6762,1061,469,0.4195,0.2618,293.0,0.387,0.624
11343,小川町,11083,7493,0.6761,9838,4254,0.3838,0.2568,2848.0,0.38,0.669
20204,岡谷市,16545,11182,0.6759,13551,5716,0.3455,0.1853,3062.0,0.274,0.536
