市区町村コード,市区町村名,総65歳以上人口,居住125mメッシュ数,高齢者密度_人per_km2,圏外65歳以上人口_変種A,圏外率_変種A,圏外65歳以上人口_supermarketのみ,圏外65歳以上人口_変種C125,圏外率_変種C125,農水省_困難人口割合,農水省_困難人口,比_農水省÷変種A,比_農水省÷変種C125
03209,一関市,41318,11844,223.0,34333,0.8309,37130,28462,0.6889,0.2211,9134.0,0.266,0.321
46220,南さつま市,12960,2297,361.0,10764,0.8306,11991,9031,0.6968,0.3807,4956.0,0.458,0.546
01483,苫前町,1190,291,262.0,988,0.8303,1190,686,0.5765,0.4327,513.0,0.521,0.751
25212,高島市,16641,2493,427.0,13814,0.8301,15712,10894,0.6546,0.383,6375.0,0.461,0.585
01632,士幌町,1959,539,233.0,1626,0.83,1913,1316,0.6718,0.245,475.0,0.295,0.365
25383,日野町,6416,855,480.0,5325,0.83,6173,4787,0.7461,0.3124,2007.0,0.376,0.419
06361,金山町,1876,426,282.0,1557,0.83,1846,1335,0.7116,0.2172,408.0,0.262,0.305
07461,西郷村,5131,1162,283.0,4258,0.8299,5006,3468,0.6759,0.2126,1103.0,0.256,0.315
36208,三好市,10896,2358,296.0,9040,0.8297,9915,7600,0.6975,0.3613,3927.0,0.436,0.518
38214,西予市,15451,2661,372.0,12818,0.8296,14529,11657,0.7544,0.3573,5566.0,0.431,0.474
35344,平生町,5123,650,504.0,4249,0.8294,4753,3925,0.7662,0.2178,1119.0,0.263,0.284
06365,大蔵村,1180,253,298.0,978,0.8288,1134,903,0.7653,0.2358,280.0,0.285,0.308
31384,日吉津村,980,104,603.0,812,0.8286,812,411,0.4194,0.2011,198.0,0.243,0.479
01520,幌延町,682,186,235.0,565,0.8284,597,404,0.5924,0.2622,179.0,0.316,0.443
31328,智頭町,2802,494,363.0,2321,0.8283,2627,2092,0.7466,0.2739,767.0,0.331,0.367
34368,安芸太田町,3014,821,235.0,2496,0.8281,2803,2360,0.783,0.3596,1075.0,0.434,0.459
07482,矢祭町,2134,505,270.0,1767,0.828,1917,1534,0.7188,0.21,447.0,0.254,0.292
01550,置戸町,1255,303,265.0,1039,0.8279,1085,794,0.6327,0.2935,365.0,0.354,0.464
43432,西原村,2014,395,326.0,1667,0.8277,1847,1291,0.641,0.1907,386.0,0.23,0.298
29212,宇陀市,11794,2095,360.0,9759,0.8275,10633,7683,0.6514,0.2947,3476.0,0.356,0.452
33216,浅口市,11949,1499,510.0,9887,0.8274,10832,6851,0.5734,0.3111,3748.0,0.376,0.543
41210,神埼市,9702,1491,416.0,8026,0.8273,9011,5426,0.5593,0.2251,2197.0,0.272,0.402
42207,平戸市,11996,2647,290.0,9924,0.8273,10825,8517,0.71,0.4573,5557.0,0.553,0.644
21341,養老町,9198,1300,453.0,7608,0.8271,9124,6470,0.7034,0.2159,1978.0,0.261,0.307
01601,日高町,4081,1069,244.0,3375,0.827,3951,2729,0.6687,0.3211,1304.0,0.388,0.48
02321,鰺ヶ沢町,4012,621,413.0,3317,0.8268,3524,2568,0.6401,0.4487,1810.0,0.543,0.701
03303,岩手町,4901,1263,248.0,4051,0.8266,4526,3319,0.6772,0.2835,1388.0,0.343,0.419
20213,飯山市,7434,1329,358.0,6145,0.8266,7056,4721,0.6351,0.2062,1535.0,0.249,0.325
40647,築上町,6564,1120,375.0,5425,0.8265,6436,3880,0.5911,0.3552,2332.0,0.43,0.601
05368,大潟村,954,97,629.0,788,0.826,840,540,0.566,0.2943,281.0,0.356,0.52
16321,舟橋村,551,106,333.0,455,0.8258,551,360,0.6534,0.2735,173.0,0.331,0.419
01649,浦幌町,1844,487,242.0,1522,0.8254,1763,1062,0.5759,0.1801,336.0,0.218,0.313
29362,三宅町,2306,170,868.0,1903,0.8252,2306,1110,0.4814,0.4132,963.0,0.501,0.858
40226,宮若市,9660,1446,428.0,7971,0.8252,9165,5911,0.6119,0.3303,3185.0,0.4,0.54
01559,湧別町,3246,845,246.0,2677,0.8247,3174,1998,0.6155,0.279,906.0,0.338,0.453
17386,宝達志水町,4810,776,397.0,3967,0.8247,4512,3475,0.7225,0.1606,770.0,0.195,0.222
40402,鞍手町,5932,696,545.0,4892,0.8247,5315,3871,0.6526,0.2871,1698.0,0.348,0.44
38488,鬼北町,4521,1038,279.0,3728,0.8246,4097,3395,0.7509,0.3608,1634.0,0.438,0.48
01517,礼文町,843,202,267.0,695,0.8244,703,691,0.8197,0.5373,489.0,0.652,0.655
08542,五霞町,2725,524,333.0,2246,0.8242,2705,1579,0.5794,0.2306,630.0,0.28,0.398
47355,粟国村,244,51,306.0,201,0.8238,244,120,0.4918,0.6207,154.0,0.753,1.262
07447,会津美里町,7528,1036,465.0,6200,0.8236,7152,4883,0.6486,0.2033,1530.0,0.247,0.313
31371,琴浦町,6028,855,451.0,4964,0.8235,5532,4101,0.6803,0.2327,1403.0,0.283,0.342
28224,南あわじ市,15969,2882,355.0,13149,0.8234,14891,10161,0.6363,0.4053,6467.0,0.492,0.637
29402,明日香村,2135,291,470.0,1758,0.8234,1992,1213,0.5681,0.3199,682.0,0.388,0.563
01581,厚真町,1618,609,170.0,1332,0.8232,1548,1025,0.6335,0.323,521.0,0.392,0.51
20416,豊丘村,2107,450,300.0,1734,0.823,2034,1440,0.6834,0.1665,353.0,0.202,0.244
20450,山形村,2454,343,458.0,2019,0.8227,2387,1833,0.7469,0.1593,388.0,0.194,0.213
02412,おいらせ町,6677,1175,364.0,5493,0.8227,6270,4119,0.6169,0.353,2355.0,0.429,0.572
01345,森町,5520,1004,352.0,4541,0.8226,5047,3104,0.5623,0.278,1538.0,0.338,0.494
24470,度会町,2835,505,359.0,2332,0.8226,2645,1999,0.7051,0.1547,438.0,0.188,0.219
32205,大田市,13196,2886,293.0,10855,0.8226,11754,9200,0.6972,0.3334,4422.0,0.405,0.478
42213,雲仙市,14572,2474,377.0,11986,0.8225,13240,9444,0.6481,0.4198,6162.0,0.51,0.648
21501,坂祝町,2277,311,469.0,1872,0.8221,2274,1400,0.6148,0.2866,646.0,0.349,0.466
43444,甲佐町,3986,640,399.0,3276,0.8219,3502,2887,0.7243,0.2339,933.0,0.285,0.323
02301,平内町,4111,592,444.0,3376,0.8212,3820,2628,0.6393,0.4603,1917.0,0.561,0.72
16209,小矢部市,10841,2284,304.0,8900,0.821,10572,6381,0.5886,0.1928,2086.0,0.235,0.328
43506,湯前町,1609,390,264.0,1321,0.821,1468,1111,0.6905,0.3209,514.0,0.391,0.465
01608,様似町,1703,307,355.0,1397,0.8203,1484,1051,0.6171,0.2784,476.0,0.339,0.451
10211,安中市,19810,2996,423.0,16245,0.82,18858,11888,0.6001,0.2188,4323.0,0.267,0.365
40447,筑前町,9259,1027,577.0,7592,0.82,8853,4878,0.5268,0.2937,2713.0,0.358,0.558
20403,高森町,4176,831,322.0,3424,0.8199,3866,2327,0.5572,0.1894,788.0,0.231,0.34
26203,綾部市,12316,2122,371.0,10087,0.819,11433,8068,0.6551,0.3552,4374.0,0.434,0.542
21210,恵那市,16811,3809,282.0,13752,0.818,15953,10893,0.648,0.2905,4897.0,0.355,0.448
15227,胎内市,10267,1254,524.0,8397,0.8179,9872,6621,0.6449,0.198,2031.0,0.242,0.307
08226,那珂市,17234,2893,381.0,14093,0.8177,16238,9659,0.5605,0.255,4385.0,0.312,0.455
15217,妙高市,11328,1698,427.0,9263,0.8177,10579,6679,0.5896,0.2241,2537.0,0.274,0.38
30208,紀の川市,19370,2956,419.0,15832,0.8173,18446,12005,0.6198,0.3035,5903.0,0.371,0.49
01432,新十津川町,2653,556,305.0,2167,0.8168,2497,1379,0.5198,0.3422,912.0,0.419,0.658
01641,大樹町,1976,464,273.0,1614,0.8168,1838,1283,0.6493,0.2798,555.0,0.343,0.431
01456,愛別町,1206,285,271.0,985,0.8167,1069,871,0.7222,0.3009,363.0,0.368,0.417
34215,江田島市,9182,1137,517.0,7495,0.8163,8305,6240,0.6796,0.4216,4036.0,0.517,0.62
01222,三笠市,3808,495,492.0,3107,0.8159,3763,2293,0.6022,0.4662,1780.0,0.571,0.774
33461,矢掛町,5189,1073,310.0,4233,0.8158,4683,3762,0.725,0.2851,1485.0,0.35,0.393
01396,真狩村,698,226,198.0,569,0.8152,659,472,0.6762,0.2859,202.0,0.351,0.423
03483,岩泉町,3852,1095,225.0,3140,0.8152,3481,2770,0.7191,0.3872,1496.0,0.475,0.538
39211,香南市,10513,1540,437.0,8570,0.8152,9678,6550,0.623,0.2298,2402.0,0.282,0.369
01367,奥尻町,973,193,323.0,793,0.815,871,695,0.7143,0.4681,467.0,0.574,0.655
08215,北茨城市,14335,1931,475.0,11681,0.8149,13211,8910,0.6216,0.2883,4133.0,0.354,0.464
40229,みやま市,13587,1970,441.0,11068,0.8146,12143,8964,0.6597,0.2915,4007.0,0.358,0.442
37324,小豆島町,6007,733,524.0,4893,0.8145,5281,3647,0.6071,0.3476,2127.0,0.427,0.573
05303,小坂町,2149,368,374.0,1750,0.8143,1941,1460,0.6794,0.3896,836.0,0.478,0.573
30381,美浜町,2580,266,621.0,2101,0.8143,2490,1540,0.5969,0.3215,825.0,0.395,0.539
46392,さつま町,8444,2249,240.0,6873,0.814,7548,5614,0.6649,0.3899,3293.0,0.479,0.586
01362,上ノ国町,1859,325,366.0,1513,0.8139,1647,1337,0.7192,0.4079,762.0,0.501,0.567
40227,嘉麻市,14331,1753,523.0,11662,0.8138,13414,8480,0.5917,0.3204,4595.0,0.394,0.541
21219,郡上市,14608,3198,292.0,11886,0.8137,13581,9569,0.6551,0.2994,4375.0,0.368,0.457
36489,東みよし町,4986,857,372.0,4057,0.8137,4440,2699,0.5413,0.2938,1460.0,0.361,0.543
41346,みやき町,8866,1128,503.0,7213,0.8136,8213,5741,0.6475,0.231,2043.0,0.284,0.357
15226,南魚沼市,18394,2875,409.0,14960,0.8133,16682,11995,0.6521,0.2289,4209.0,0.281,0.351
05209,鹿角市,11838,2042,371.0,9627,0.8132,11099,6699,0.5659,0.3714,4398.0,0.457,0.656
40604,糸田町,3177,271,750.0,2583,0.813,2864,2090,0.6579,0.3614,1162.0,0.444,0.549
35211,長門市,14159,2225,407.0,11509,0.8128,13256,9907,0.6997,0.2653,3799.0,0.326,0.379
45208,西都市,10829,1911,363.0,8796,0.8123,9685,7220,0.6667,0.254,2750.0,0.313,0.381
41204,多久市,6743,989,436.0,5475,0.812,6161,4248,0.63,0.2285,1543.0,0.281,0.363
12349,東庄町,5162,760,435.0,4190,0.8117,4892,3195,0.6189,0.161,835.0,0.198,0.26
01586,むかわ町,3110,846,235.0,2524,0.8116,2870,1863,0.599,0.2758,861.0,0.34,0.46
01549,訓子府町,1817,534,218.0,1474,0.8112,1751,1192,0.656,0.2449,448.0,0.302,0.373
05463,羽後町,5438,1131,308.0,4411,0.8111,5012,4059,0.7464,0.3173,1725.0,0.391,0.425
01691,別海町,3974,1422,179.0,3223,0.811,3698,2579,0.649,0.1987,793.0,0.245,0.306
32501,津和野町,3348,758,283.0,2713,0.8103,2713,2494,0.7449,0.4121,1375.0,0.509,0.553
25425,愛荘町,4595,687,428.0,3723,0.8102,4262,2999,0.6527,0.3091,1420.0,0.381,0.474
05212,大仙市,29923,6219,308.0,24230,0.8097,27164,19321,0.6457,0.3171,9471.0,0.392,0.491
25442,甲良町,2107,257,525.0,1706,0.8097,1835,1260,0.598,0.2879,610.0,0.356,0.482
21505,八百津町,4118,856,308.0,3333,0.8094,3739,2527,0.6136,0.2777,1138.0,0.343,0.452
06461,遊佐町,5489,874,402.0,4439,0.8087,4731,4139,0.7541,0.2227,1227.0,0.275,0.295
03441,住田町,2288,600,244.0,1850,0.8086,2149,1697,0.7417,0.2879,658.0,0.356,0.388
47353,渡嘉敷村,146,26,359.0,118,0.8082,118,114,0.7808,0.5116,75.0,0.633,0.655
06322,西川町,2262,416,348.0,1828,0.8081,2054,1506,0.6658,0.2334,528.0,0.289,0.351
39206,須崎市,8368,1141,469.0,6762,0.8081,7885,4546,0.5433,0.263,2198.0,0.326,0.484
12235,匝瑳市,12707,2337,348.0,10262,0.8076,11317,7697,0.6057,0.1815,2283.0,0.225,0.3
02406,横浜町,1678,354,303.0,1355,0.8075,1678,1048,0.6246,0.5247,887.0,0.65,0.84
36404,板野町,4392,594,473.0,3545,0.8071,4251,2031,0.4624,0.3021,1322.0,0.374,0.653
08223,潮来市,9084,1372,424.0,7331,0.807,8624,5412,0.5958,0.2355,2138.0,0.292,0.395
21381,神戸町,6010,624,616.0,4848,0.8067,5820,3556,0.5917,0.2727,1629.0,0.338,0.461
43428,高森町,2498,589,271.0,2015,0.8066,2120,1361,0.5448,0.3346,837.0,0.415,0.614
05207,湯沢市,16927,2515,431.0,13646,0.8062,15523,10449,0.6173,0.3325,5627.0,0.412,0.539
07547,浪江町,576,364,101.0,464,0.8056,531,342,0.5938,0.058,33.0,0.072,0.098
38207,大洲市,14911,2715,351.0,12006,0.8052,13596,9183,0.6159,0.2849,4261.0,0.354,0.463
30341,かつらぎ町,6515,1016,410.0,5242,0.8046,5616,3565,0.5472,0.328,2108.0,0.408,0.599
46505,屋久島町,4283,1002,274.0,3444,0.8041,3833,2723,0.6358,0.4741,2046.0,0.59,0.746
29446,天川村,602,133,290.0,484,0.804,562,378,0.6279,0.3564,213.0,0.443,0.568
32204,益田市,17014,2810,388.0,13677,0.8039,15271,10470,0.6154,0.3179,5410.0,0.396,0.517
11362,皆野町,3575,640,358.0,2873,0.8036,3214,1908,0.5337,0.1804,645.0,0.224,0.338
32206,安来市,13834,2418,366.0,11105,0.8027,13148,8448,0.6107,0.2208,3055.0,0.275,0.362
38356,上島町,2881,372,496.0,2312,0.8025,2765,2088,0.7247,0.4907,1449.0,0.611,0.677
43215,天草市,30138,4986,387.0,24170,0.802,26824,20596,0.6834,0.3836,11897.0,0.478,0.561
20561,山ノ内町,4766,659,463.0,3821,0.8017,4280,2664,0.559,0.2448,1166.0,0.305,0.438
16322,上市町,7210,1051,439.0,5779,0.8015,6924,4114,0.5706,0.2271,1635.0,0.283,0.398
40214,豊前市,9140,1344,435.0,7322,0.8011,8586,5316,0.5816,0.3462,3160.0,0.432,0.595
20563,野沢温泉村,1256,152,529.0,1006,0.801,1256,843,0.6712,0.2874,361.0,0.359,0.428
06428,庄内町,7590,905,537.0,6079,0.8009,7191,4966,0.6543,0.2049,1553.0,0.256,0.313
02408,東北町,6365,1484,275.0,5097,0.8008,6000,3893,0.6116,0.4025,2536.0,0.503,0.658
01453,東神楽町,2932,491,382.0,2342,0.7988,2639,1245,0.4246,0.1529,448.0,0.191,0.36
07214,本宮市,8582,1812,303.0,6853,0.7985,7794,4828,0.5626,0.173,1484.0,0.217,0.308
16342,入善町,8746,1715,326.0,6984,0.7985,8385,5953,0.6807,0.2419,2124.0,0.303,0.355
31302,岩美町,4036,521,496.0,3222,0.7983,3712,2841,0.7039,0.2587,1049.0,0.324,0.368
04362,山元町,4944,940,337.0,3947,0.7983,4823,2954,0.5975,0.2718,1344.0,0.34,0.455
30362,広川町,2390,391,391.0,1906,0.7975,2390,1464,0.6126,0.3671,886.0,0.46,0.599
01464,和寒町,1411,333,271.0,1125,0.7973,1307,429,0.304,0.3369,476.0,0.423,1.108
07483,塙町,3171,813,250.0,2528,0.7972,2929,2260,0.7127,0.2009,642.0,0.252,0.282
06401,小国町,2882,587,314.0,2297,0.797,2609,1937,0.6721,0.3347,965.0,0.42,0.498
44207,津久見市,7097,557,815.0,5654,0.7967,6763,4455,0.6277,0.3112,2252.0,0.391,0.496
04212,登米市,27022,6039,286.0,21519,0.7964,25242,17768,0.6575,0.2047,5518.0,0.257,0.311
26213,南丹市,11142,2160,330.0,8869,0.796,10358,8054,0.7229,0.3756,4183.0,0.472,0.52
35212,柳井市,11902,1767,431.0,9469,0.7956,10823,6762,0.5681,0.2611,3134.0,0.328,0.46
12223,鴨川市,12310,2142,368.0,9791,0.7954,11531,8023,0.6517,0.3432,4247.0,0.431,0.527
20220,安曇野市,29858,4632,413.0,23749,0.7954,27369,17657,0.5914,0.2105,6302.0,0.265,0.356
37207,東かがわ市,11939,1771,431.0,9494,0.7952,11456,6340,0.531,0.2619,3140.0,0.329,0.493
15223,阿賀野市,14034,1881,477.0,11157,0.795,13006,8784,0.6259,0.1349,1891.0,0.17,0.216
07481,棚倉町,4262,822,332.0,3388,0.7949,3844,2451,0.5751,0.1776,756.0,0.223,0.309
20214,茅野市,17045,2546,428.0,13548,0.7948,15707,9910,0.5814,0.2534,4324.0,0.319,0.436
01392,寿都町,1159,215,345.0,921,0.7947,1159,500,0.4314,0.455,531.0,0.573,1.055
10382,下仁田町,3336,606,352.0,2651,0.7947,3028,1904,0.5707,0.1895,633.0,0.238,0.332
03207,久慈市,11025,2396,294.0,8758,0.7944,10102,7475,0.678,0.3157,3475.0,0.397,0.466
27366,岬町,5961,432,883.0,4735,0.7943,5655,3174,0.5325,0.4188,2498.0,0.527,0.786
08216,笠間市,23406,4368,343.0,18576,0.7936,21800,13779,0.5887,0.261,6114.0,0.329,0.443
46221,志布志市,10548,2915,232.0,8370,0.7935,9489,6742,0.6392,0.3655,3842.0,0.461,0.572
08211,常総市,18333,3033,387.0,14541,0.7932,16308,10648,0.5808,0.2201,4032.0,0.278,0.379
07542,楢葉町,1388,512,174.0,1101,0.7932,1290,900,0.6484,0.1919,266.0,0.242,0.296
34209,三次市,18556,4694,253.0,14716,0.7931,17385,12230,0.6591,0.269,4959.0,0.339,0.408
11365,小鹿野町,4241,933,291.0,3362,0.7927,3831,2770,0.6531,0.218,926.0,0.275,0.334
26344,宇治田原町,2681,355,483.0,2125,0.7926,2320,1493,0.5569,0.2447,657.0,0.309,0.439
41401,有田町,6718,930,462.0,5325,0.7926,6201,3779,0.5625,0.2352,1580.0,0.297,0.418
04213,栗原市,26139,6468,259.0,20712,0.7924,23824,16661,0.6374,0.2297,6018.0,0.29,0.36
41327,吉野ヶ里町,4036,541,477.0,3198,0.7924,3610,1882,0.4663,0.2132,846.0,0.269,0.457
08228,坂東市,15781,3516,287.0,12501,0.7922,13979,9473,0.6003,0.1934,3050.0,0.244,0.322
46213,西之表市,5587,1198,298.0,4426,0.7922,5233,3832,0.6859,0.4407,2467.0,0.556,0.643
40601,香春町,4427,613,462.0,3506,0.792,4054,2681,0.6056,0.348,1475.0,0.439,0.575
02361,藤崎町,4766,631,483.0,3774,0.7919,4414,2089,0.4383,0.3751,1799.0,0.474,0.856
37322,土庄町,5453,707,494.0,4318,0.7919,4598,3108,0.57,0.3266,1805.0,0.412,0.573
26212,京丹後市,19245,2856,431.0,15237,0.7917,16993,11808,0.6136,0.2928,5649.0,0.37,0.477
01646,本別町,2759,631,280.0,2184,0.7916,2487,1833,0.6644,0.2722,750.0,0.344,0.41
02210,平川市,10779,1281,539.0,8532,0.7915,10035,6340,0.5882,0.3695,3982.0,0.467,0.628
19207,韮崎市,8880,1356,419.0,7028,0.7914,8314,5274,0.5939,0.2729,2430.0,0.345,0.459
21362,関ケ原町,2646,309,548.0,2091,0.7902,2646,1580,0.5971,0.318,842.0,0.402,0.532
29343,三郷町,7453,289,1650.0,5888,0.79,6492,2950,0.3958,0.426,3208.0,0.539,1.076
32207,江津市,9012,1557,370.0,7117,0.7897,8097,5248,0.5823,0.3404,3067.0,0.431,0.585
47303,東村,585,182,206.0,462,0.7897,507,251,0.4291,0.2803,165.0,0.355,0.653
32441,川本町,1458,398,234.0,1151,0.7894,1304,1005,0.6893,0.3667,525.0,0.465,0.532
04324,川崎町,3213,851,242.0,2535,0.789,3099,1919,0.5973,0.2015,647.0,0.255,0.337
06362,最上町,3260,605,345.0,2571,0.7887,3046,2152,0.6601,0.2315,755.0,0.294,0.351
06212,尾花沢市,6225,1075,371.0,4904,0.7878,5395,4293,0.6896,0.1936,1206.0,0.246,0.281
12236,香取市,26660,4743,360.0,20996,0.7875,23869,15495,0.5812,0.1728,4607.0,0.219,0.297
26365,和束町,1651,289,366.0,1300,0.7874,1404,1104,0.6687,0.2549,422.0,0.324,0.381
02384,鶴田町,4562,604,483.0,3590,0.7869,4272,3091,0.6776,0.4164,1905.0,0.529,0.615
28381,稲美町,9717,1185,525.0,7646,0.7869,8990,5392,0.5549,0.3489,3390.0,0.443,0.629
03213,二戸市,9511,1805,337.0,7483,0.7868,8854,5582,0.5869,0.2944,2800.0,0.374,0.502
41206,武雄市,15076,2541,380.0,11862,0.7868,12700,9695,0.6431,0.2066,3112.0,0.263,0.321
29443,下市町,2352,441,341.0,1850,0.7866,2270,1242,0.5281,0.3417,806.0,0.434,0.647
45205,小林市,16233,3374,308.0,12762,0.7862,15040,10155,0.6256,0.2768,4492.0,0.352,0.443
40421,桂川町,4526,448,647.0,3558,0.7861,3992,2041,0.451,0.3352,1516.0,0.426,0.743
31370,湯梨浜町,5138,618,532.0,4037,0.7857,4662,3060,0.5956,0.2593,1333.0,0.33,0.435
05215,仙北市,10534,2380,283.0,8274,0.7855,9069,6766,0.6423,0.3384,3565.0,0.431,0.527
08230,かすみがうら市,12836,2370,347.0,10079,0.7852,12035,7067,0.5506,0.2367,3025.0,0.302,0.43
17463,能登町,7742,1524,325.0,6079,0.7852,6928,5142,0.6642,0.2416,1911.0,0.308,0.364
01642,広尾町,2519,402,401.0,1978,0.7852,2296,1602,0.636,0.2845,716.0,0.362,0.447
25443,多賀町,2474,389,407.0,1942,0.785,2233,1641,0.6633,0.341,840.0,0.434,0.514
20521,坂城町,5054,591,547.0,3963,0.7841,4605,1967,0.3892,0.1884,945.0,0.24,0.484
01346,八雲町,5509,902,391.0,4319,0.784,5261,2615,0.4747,0.3204,1773.0,0.409,0.675
16323,立山町,8302,1555,342.0,6508,0.7839,7799,4952,0.5965,0.2459,2034.0,0.314,0.412
07210,二本松市,18377,4668,252.0,14403,0.7838,16766,11510,0.6263,0.2031,3739.0,0.259,0.324
21383,安八町,4112,584,451.0,3222,0.7836,3719,2272,0.5525,0.1973,811.0,0.252,0.357
01334,木古内町,1895,318,381.0,1485,0.7836,1535,855,0.4512,0.3021,576.0,0.385,0.669
01347,長万部町,2091,418,320.0,1637,0.7829,1803,971,0.4644,0.3999,835.0,0.511,0.861
01584,洞爺湖町,3663,541,433.0,2867,0.7827,3496,2112,0.5766,0.4112,1513.0,0.525,0.713
28229,たつの市,22955,2711,542.0,17968,0.7827,21456,14049,0.612,0.3235,7427.0,0.413,0.528
45207,串間市,7187,1208,381.0,5624,0.7825,5806,4579,0.6371,0.3103,2232.0,0.397,0.487
24212,熊野市,7072,1102,411.0,5530,0.782,6241,3613,0.5109,0.3806,2707.0,0.487,0.745
43505,多良木町,3844,913,269.0,3006,0.782,3543,2399,0.6241,0.3159,1225.0,0.404,0.506
43206,玉名市,22020,3160,446.0,17220,0.782,19146,13767,0.6252,0.2886,6345.0,0.369,0.462
01485,初山別村,417,128,209.0,326,0.7818,389,294,0.705,0.419,176.0,0.536,0.594
01218,赤平市,4661,509,586.0,3642,0.7814,4159,2877,0.6172,0.3811,1779.0,0.488,0.617
01693,標津町,1569,413,243.0,1226,0.7814,1463,670,0.427,0.2616,411.0,0.335,0.613
02445,南部町,6715,1076,399.0,5245,0.7811,6253,4104,0.6112,0.4104,2760.0,0.525,0.671
07522,小野町,3390,1120,194.0,2648,0.7811,3240,2214,0.6531,0.2032,688.0,0.26,0.311
36204,阿南市,23026,3748,393.0,17985,0.7811,21040,13413,0.5825,0.2825,6535.0,0.362,0.485
11346,川島町,6965,893,499.0,5438,0.7808,6774,3803,0.546,0.2153,1501.0,0.276,0.394
28221,丹波篠山市,13870,2836,313.0,10829,0.7807,12440,8886,0.6407,0.3885,5385.0,0.498,0.606
46208,出水市,17328,3069,361.0,13517,0.7801,15491,9467,0.5463,0.3364,5844.0,0.431,0.616
24211,鳥羽市,6702,690,622.0,5227,0.7799,5892,4531,0.6761,0.3087,2125.0,0.396,0.457
05361,五城目町,4099,558,470.0,3195,0.7795,3574,2643,0.6448,0.4078,1647.0,0.523,0.632
43210,菊池市,15728,2195,459.0,12256,0.7792,14873,9678,0.6153,0.2802,4429.0,0.36,0.455
29442,大淀町,5783,644,575.0,4504,0.7788,5231,3157,0.5459,0.2607,1508.0,0.335,0.478
04444,色麻町,2339,607,247.0,1820,0.7781,2262,1588,0.6789,0.1791,420.0,0.23,0.264
19346,市川三郷町,5521,625,565.0,4296,0.7781,5037,2679,0.4852,0.305,1685.0,0.392,0.629
24210,亀山市,12762,1616,505.0,9930,0.7781,11436,6640,0.5203,0.2322,2966.0,0.298,0.446
33207,井原市,14335,2614,351.0,11149,0.7777,12319,8869,0.6187,0.3062,4396.0,0.394,0.495
44341,日出町,8453,1336,405.0,6573,0.7776,7490,4833,0.5717,0.2581,2196.0,0.332,0.451
28226,淡路市,16120,2958,349.0,12534,0.7775,14264,8579,0.5322,0.4573,7439.0,0.588,0.859
05211,潟上市,11220,1330,540.0,8721,0.7773,10791,6416,0.5718,0.3696,4147.0,0.476,0.646
23561,設楽町,2268,611,238.0,1763,0.7773,2176,1464,0.6455,0.349,790.0,0.449,0.541
01215,美唄市,8691,1290,431.0,6755,0.7772,8249,4699,0.5407,0.3789,3275.0,0.488,0.701
01609,えりも町,1432,336,273.0,1113,0.7772,1309,1101,0.7689,0.2813,405.0,0.362,0.366
40605,川崎町,5917,701,540.0,4594,0.7764,5351,3569,0.6032,0.328,1946.0,0.422,0.544
46215,薩摩川内市,29684,5599,339.0,23041,0.7762,27844,17505,0.5897,0.3634,10793.0,0.468,0.616
12403,九十九里町,5958,873,437.0,4623,0.7759,5519,3097,0.5198,0.2202,1304.0,0.284,0.424
18481,高浜町,3266,442,473.0,2534,0.7759,2937,1494,0.4574,0.4283,1407.0,0.552,0.936
19429,鳴沢村,959,198,310.0,744,0.7758,918,538,0.561,0.2129,204.0,0.274,0.379
33445,里庄町,3537,411,551.0,2743,0.7755,3249,1982,0.5604,0.3312,1144.0,0.427,0.591
02304,蓬田村,1037,152,437.0,804,0.7753,1037,751,0.7242,0.4597,495.0,0.593,0.635
32202,浜田市,19395,3794,327.0,15029,0.7749,17489,11713,0.6039,0.3446,6702.0,0.445,0.571
23445,南知多町,6377,556,734.0,4940,0.7747,6175,3246,0.509,0.3104,2002.0,0.401,0.61
41209,嬉野市,9203,1538,383.0,7129,0.7746,8076,5490,0.5965,0.2263,2086.0,0.292,0.379
36205,吉野川市,14661,2081,451.0,11355,0.7745,13036,7643,0.5213,0.3087,4528.0,0.399,0.592
35204,萩市,19372,2748,451.0,15002,0.7744,16787,10990,0.5673,0.2666,5229.0,0.344,0.47
12218,勝浦市,7261,1201,387.0,5621,0.7741,6702,4749,0.654,0.381,2777.0,0.492,0.582
12421,一宮町,3860,650,380.0,2986,0.7736,3544,1928,0.4995,0.3002,1168.0,0.388,0.601
30390,印南町,2849,620,294.0,2203,0.7733,2616,1904,0.6683,0.38,1085.0,0.491,0.569
01664,標茶町,2465,770,205.0,1906,0.7732,2200,1518,0.6158,0.2185,541.0,0.283,0.355
24215,志摩市,18709,2487,481.0,14464,0.7731,17149,10677,0.5707,0.2871,5403.0,0.371,0.503
09211,矢板市,10323,1862,355.0,7980,0.773,9149,5616,0.544,0.2499,2583.0,0.323,0.459
05213,北秋田市,13440,1904,452.0,10370,0.7716,12113,8634,0.6424,0.4026,5410.0,0.522,0.627
20210,駒ヶ根市,9953,1734,367.0,7680,0.7716,9018,4883,0.4906,0.2029,2013.0,0.263,0.414
39341,本山町,1563,306,327.0,1206,0.7716,1310,855,0.547,0.3137,489.0,0.407,0.574
01471,中川町,586,148,253.0,452,0.7713,516,358,0.6109,0.3365,200.0,0.436,0.551
10210,富岡市,16323,2189,477.0,12588,0.7712,14761,6901,0.4228,0.1978,3230.0,0.256,0.468
